Date,IT10,DE10,DE2,DE5,DE30,UK10,CA10,CA5,CA2,US10,US2,US5,US30
1/1/2010,4.142,3.387,1.332,2.423,4.112,4.015,3.61,2.769,1.472,3.835,1.1356,2.6788,4.6281
1/4/2010,4.108,3.391,1.347,2.426,4.079,3.964,3.607,2.761,1.459,3.8155,1.0638,2.635,4.6431
1/5/2010,4.101,3.373,1.286,2.391,4.083,4.016,3.565,2.715,1.39,3.7608,1.008,2.5611,4.6091
1/6/2010,4.12,3.381,1.294,2.412,4.115,4.053,3.616,2.738,1.391,3.8215,0.992,2.5913,4.6875
1/7/2010,4.094,3.37,1.264,2.388,4.107,4.052,3.637,2.753,1.385,3.8235,1.024,2.6115,4.6855
1/8/2010,4.078,3.385,1.244,2.39,4.111,4.063,3.6,2.708,1.311,3.8297,0.9759,2.5912,4.715
1/11/2010,4.057,3.347,1.225,2.361,4.103,3.98,3.609,2.701,1.291,3.818,0.9357,2.5575,4.7314
1/12/2010,4.055,3.313,1.21,2.331,4.075,3.934,3.554,2.67,1.269,3.7108,0.9034,2.4735,4.6171
1/13/2010,4.089,3.303,1.198,2.419,4.086,3.959,3.598,2.713,1.328,3.7908,0.9597,2.5372,4.712
1/14/2010,4.104,3.298,1.179,2.401,4.069,3.982,3.555,2.697,1.322,3.7382,0.9193,2.4935,4.6271
1/15/2010,4.073,3.262,1.135,2.361,4.028,3.938,3.499,2.645,1.286,3.6744,0.8621,2.4159,4.5814
1/18/2010,4.06,3.248,1.141,2.359,4.019,3.937,3.475,2.62,1.274,3.6745,0.8619,2.4158,4.5814
1/19/2010,4.063,3.277,1.178,2.391,4.041,4.026,3.486,2.615,1.269,3.6919,0.8862,2.446,4.5873
1/20/2010,4.075,3.223,1.134,2.323,4.017,4.014,3.425,2.551,1.206,3.6474,0.8698,2.4123,4.5342
1/21/2010,4.075,3.207,1.12,2.3,4.009,3.926,3.392,2.508,1.189,3.5858,0.829,2.3419,4.4932
1/22/2010,4.078,3.215,1.112,2.294,4.008,3.921,3.374,2.474,1.173,3.6071,0.7875,2.3414,4.5312
1/25/2010,4.046,3.217,1.11,2.295,4.01,3.909,3.383,2.477,1.185,3.6265,0.8117,2.3614,4.5469
1/26/2010,4.024,3.207,1.119,2.288,3.987,3.878,3.359,2.446,1.169,3.6188,0.8033,2.3411,4.5528
1/27/2010,4.086,3.2,1.131,2.287,3.959,3.882,3.353,2.457,1.216,3.6479,0.9146,2.3913,4.5627
1/28/2010,4.149,3.201,1.12,2.277,3.949,3.939,3.334,2.449,1.188,3.6344,0.8592,2.3867,4.5489
1/29/2010,4.115,3.196,1.119,2.276,3.925,3.911,3.353,2.458,1.187,3.5844,0.8118,2.3232,4.4884
2/1/2010,4.049,3.186,1.122,2.274,3.919,3.898,3.385,2.474,1.336,3.6501,0.8512,2.3734,4.5617
2/2/2010,4.056,3.195,1.127,2.281,3.929,3.913,3.374,2.449,1.291,3.6405,0.8512,2.3601,4.5588
2/3/2010,4.079,3.223,1.137,2.305,3.965,3.915,3.427,2.497,1.331,3.7047,0.875,2.4037,4.6383
2/4/2010,4.064,3.163,1.064,2.227,3.917,3.897,3.367,2.451,1.284,3.6058,0.8035,2.3,4.5499
2/5/2010,4.064,3.12,0.989,2.161,3.845,3.883,3.361,2.426,1.257,3.5654,0.7633,2.2333,4.5186
2/8/2010,4.095,3.145,0.996,2.176,3.836,3.947,3.352,2.414,1.256,3.5597,0.7632,2.2266,4.4972
2/9/2010,4.053,3.152,1.036,2.209,3.868,3.964,3.379,2.443,1.28,3.6448,0.827,2.3135,4.5835
2/10/2010,4.022,3.198,1.042,2.243,3.914,3.926,3.427,2.507,1.339,3.6897,0.875,2.3638,4.6364
2/11/2010,4.042,3.234,1.048,2.28,3.934,4.024,3.47,2.54,1.375,3.7155,0.8669,2.3639,4.6646
2/12/2010,4.055,3.192,0.983,2.218,3.917,4.042,3.463,2.523,1.341,3.6928,0.8265,2.3304,4.6463
2/15/2010,4.064,3.204,0.973,2.222,3.937,4.064,3.461,2.522,1.341,3.6909,0.8265,2.3305,4.6493
2/16/2010,4.06,3.205,0.972,2.222,3.954,4.036,3.454,2.509,1.324,3.6569,0.8022,2.3002,4.6318
2/17/2010,4.046,3.194,1.061,2.214,3.947,4.03,3.474,2.527,1.344,3.7307,0.8426,2.3845,4.6972
2/18/2010,4.068,3.251,1.076,2.26,3.993,4.098,3.491,2.565,1.38,3.8012,0.9236,2.4726,4.7309
2/19/2010,4.093,3.285,1.086,2.29,4.01,4.172,3.502,2.59,1.398,3.7726,0.9157,2.4491,4.7031
2/22/2010,4.09,3.27,1.071,2.278,4.002,4.23,3.506,2.588,1.382,3.7955,0.8831,2.4424,4.7269
2/23/2010,4.029,3.167,1.008,2.17,3.901,4.173,3.437,2.531,1.333,3.6834,0.826,2.3409,4.6298
2/24/2010,4.023,3.135,0.985,2.156,3.871,4.076,3.448,2.541,1.34,3.6909,0.8592,2.3511,4.6356
2/25/2010,4.046,3.11,0.943,2.123,3.862,4.03,3.402,2.503,1.294,3.6324,0.8197,2.3217,4.5748
2/26/2010,3.996,3.101,0.955,2.127,3.846,4.031,3.391,2.491,1.284,3.6117,0.8118,2.3018,4.5566
3/1/2010,3.977,3.108,0.946,2.125,3.876,4.076,3.403,2.529,1.352,3.6079,0.7959,2.2818,4.5576
3/2/2010,3.969,3.116,0.948,2.133,3.879,4.02,3.39,2.537,1.371,3.6041,0.7879,2.2652,4.5671
3/3/2010,3.968,3.138,0.972,2.156,3.911,4.032,3.423,2.601,1.471,3.6173,0.8036,2.2651,4.5853
3/4/2010,3.959,3.123,0.977,2.142,3.903,4.003,3.419,2.6,1.472,3.6022,0.8511,2.2717,4.5556
3/5/2010,3.955,3.156,1,2.172,3.926,4.063,3.468,2.76,1.518,3.6796,0.891,2.3382,4.6423
3/8/2010,3.954,3.165,0.999,2.176,3.939,4.099,3.504,2.799,1.543,3.7157,0.891,2.3682,4.6863
3/9/2010,3.935,3.132,0.984,2.141,3.93,4.05,3.511,2.792,1.521,3.7005,0.867,2.3348,4.6755
3/10/2010,3.933,3.153,1.01,2.158,3.946,4.075,3.537,2.818,1.544,3.7215,0.899,2.3783,4.6912
3/11/2010,3.958,3.179,1.039,2.195,3.961,4.149,3.506,2.797,1.529,3.7272,0.9473,2.4152,4.6667
3/12/2010,3.958,3.167,1.049,2.202,3.933,4.098,3.537,2.839,1.587,3.7006,0.9476,2.4051,4.6248
3/15/2010,3.952,3.155,1.034,2.185,3.929,4.064,3.495,2.801,1.568,3.6949,0.9396,2.3951,4.6267
3/16/2010,3.934,3.139,1.009,2.168,3.91,4.026,3.446,2.769,1.547,3.6493,0.9073,2.348,4.5871
3/17/2010,3.916,3.111,0.971,2.123,3.9,4.006,3.474,2.792,1.589,3.6361,0.9154,2.3614,4.566
3/18/2010,3.946,3.127,0.993,2.137,3.916,3.983,3.451,2.772,1.563,3.6759,0.9561,2.4153,4.591
3/19/2010,3.954,3.109,1.003,2.136,3.898,3.955,3.482,2.818,1.64,3.6892,0.989,2.4559,4.5794
3/22/2010,3.934,3.07,0.975,2.104,3.858,3.922,3.456,2.794,1.618,3.6588,0.9647,2.4052,4.5679
3/23/2010,3.91,3.056,0.96,2.099,3.834,3.917,3.463,2.797,1.626,3.6854,0.973,2.4154,4.6054
3/24/2010,3.92,3.079,0.972,2.132,3.844,3.979,3.539,2.859,1.692,3.8524,1.0871,2.5887,4.7318
3/25/2010,3.936,3.152,0.996,2.189,3.889,4.035,3.553,2.863,1.699,3.8777,1.0792,2.6309,4.7577
3/26/2010,3.922,3.15,1,2.202,3.899,4.037,3.56,2.866,1.697,3.8468,1.0396,2.5871,4.7457
3/29/2010,3.918,3.132,0.98,2.175,3.876,3.975,3.572,2.894,1.71,3.8643,1.0396,2.5972,4.7677
3/30/2010,3.897,3.11,0.97,2.161,3.852,3.99,3.587,2.916,1.74,3.8566,1.0554,2.6006,4.7457
3/31/2010,3.981,3.092,0.958,2.136,3.825,3.939,3.569,2.899,1.737,3.8257,1.0158,2.5435,4.7129
4/1/2010,3.952,3.088,0.952,2.13,3.79,3.922,3.558,2.893,1.729,3.8685,1.0558,2.5873,4.7278
4/2/2010,3.948,3.088,0.955,2.132,3.789,3.92,3.558,2.89,1.728,3.9446,1.1038,2.6684,4.806
4/5/2010,3.948,3.09,0.954,2.134,3.789,3.923,3.672,3.011,1.823,3.9859,1.168,2.7363,4.8395
4/6/2010,4.013,3.143,0.979,2.191,3.837,4.013,3.685,3.042,1.855,3.9505,1.136,2.6956,4.8324
4/7/2010,4.004,3.119,0.953,2.153,3.825,4.06,3.626,2.989,1.794,3.8531,1.048,2.5976,4.7377
4/8/2010,3.987,3.096,0.917,2.118,3.805,4.009,3.673,3.048,1.852,3.8901,1.0641,2.6348,4.7527
4/9/2010,3.999,3.166,0.968,2.185,3.877,4.045,3.651,3.047,1.842,3.8825,1.0563,2.6248,4.7397
4/12/2010,3.986,3.177,0.993,2.206,3.901,4.05,3.66,3.063,1.858,3.8417,1.0322,2.5876,4.6961
4/13/2010,3.98,3.146,0.972,2.176,3.875,4.017,3.683,3.095,1.898,3.8204,1.0484,2.5741,4.6813
4/14/2010,3.986,3.138,0.953,2.19,3.878,4.031,3.709,3.131,1.942,3.8593,1.0484,2.5978,4.7298
4/15/2010,3.973,3.132,0.939,2.175,3.873,4.035,3.718,3.141,1.937,3.8321,1.008,2.5437,4.7149
4/16/2010,3.949,3.084,0.889,2.106,3.853,3.984,3.683,3.097,1.878,3.7626,0.9513,2.4661,4.6705
4/19/2010,3.95,3.078,0.874,2.096,3.838,3.991,3.652,3.066,1.834,3.7974,0.9756,2.5167,4.6941
4/20/2010,3.962,3.098,0.893,2.114,3.845,4.02,3.712,3.194,2.016,3.7993,1.0081,2.5438,4.6734
4/21/2010,3.974,3.079,0.876,2.089,3.843,4.02,3.718,3.205,2.053,3.7356,0.9918,2.4931,4.6159
4/22/2010,3.999,3.052,0.865,2.068,3.796,3.987,3.719,3.161,2.021,3.7723,1.0244,2.5371,4.6363
4/23/2010,4.009,3.061,0.902,2.09,3.796,4.044,3.699,3.116,1.99,3.8092,1.0656,2.5881,4.6597
4/26/2010,4.023,3.046,0.879,2.07,3.778,3.996,3.681,3.092,1.98,3.8054,1.0492,2.5643,4.6646
4/27/2010,4.048,2.939,0.804,1.979,3.625,3.963,3.611,3.026,1.924,3.6877,0.9506,2.4219,4.5763
4/28/2010,4.114,3.037,0.792,1.993,3.687,3.943,3.666,3.097,1.975,3.7628,1.0237,2.4998,4.6265
4/29/2010,4.069,3.062,0.798,2.012,3.715,3.95,3.656,3.089,1.966,3.7243,1,2.4766,4.5888
4/30/2010,4.015,3.017,0.771,1.968,3.694,3.852,3.653,3.002,1.908,3.6532,0.9603,2.4164,4.5172
5/3/2010,4.002,3.065,0.813,2.016,3.735,3.907,3.64,2.982,1.884,3.682,0.992,2.4565,4.5266
5/4/2010,4.007,2.949,0.713,1.89,3.638,3.839,3.555,2.856,1.757,3.5902,0.9363,2.3763,4.4123
5/5/2010,4.066,2.861,0.604,1.781,3.555,3.817,3.535,2.84,1.727,3.5388,0.8567,2.2898,4.3847
5/6/2010,4.282,2.793,0.518,1.642,3.518,3.799,3.471,2.764,1.638,3.3938,0.7849,2.1541,4.2003
5/7/2010,4.268,2.797,0.532,1.647,3.521,3.831,3.497,2.807,1.811,3.4255,0.808,2.1635,4.2749
5/10/2010,3.969,2.955,0.602,1.787,3.718,3.922,3.587,2.906,1.929,3.5406,0.8637,2.2627,4.4104
5/11/2010,3.953,2.937,0.579,1.763,3.754,3.886,3.587,2.929,1.963,3.5235,0.8315,2.2327,4.4197
5/12/2010,3.933,2.942,0.64,1.752,3.751,3.846,3.598,2.975,2.018,3.571,0.8633,2.279,4.4803
5/13/2010,3.867,2.94,0.603,1.733,3.733,3.841,3.521,2.882,1.951,3.5261,0.823,2.2423,4.4271
5/14/2010,3.903,2.86,0.556,1.652,3.64,3.751,3.433,2.772,1.827,3.4534,0.782,2.1556,4.3357
5/17/2010,3.899,2.863,0.565,1.678,3.637,3.742,3.502,2.821,1.877,3.4869,0.7978,2.1985,4.359
5/18/2010,3.898,2.831,0.561,1.651,3.605,3.754,3.41,2.716,1.789,3.3462,0.7249,2.0626,4.2289
5/19/2010,3.893,2.766,0.509,1.591,3.551,3.661,3.4,2.697,1.764,3.3682,0.773,2.1219,4.2435
5/20/2010,3.959,2.685,0.481,1.506,3.448,3.564,3.323,2.571,1.63,3.2126,0.7079,1.9831,4.0878
5/21/2010,3.934,2.666,0.512,1.519,3.388,3.55,3.353,2.617,1.69,3.2379,0.7636,2.0218,4.0991
5/24/2010,3.909,2.655,0.515,1.511,3.382,3.546,3.363,2.627,1.7,3.1942,0.7226,1.9886,4.0842
5/25/2010,3.958,2.578,0.472,1.425,3.3,3.469,3.252,2.517,1.591,3.1578,0.7548,1.9718,4.057
5/26/2010,4.019,2.645,0.5,1.508,3.362,3.557,3.259,2.561,1.628,3.1886,0.8132,2.0178,4.0921
5/27/2010,4.099,2.704,0.539,1.576,3.418,3.613,3.376,2.711,1.791,3.3605,0.8765,2.1914,4.2553
5/28/2010,4.135,2.682,0.519,1.572,3.385,3.581,3.312,2.652,1.736,3.2922,0.7658,2.0919,4.2088
5/31/2010,4.144,2.66,0.514,1.557,3.362,3.581,3.347,2.743,1.823,3.2848,0.7658,2.0919,4.2043
6/1/2010,4.173,2.675,0.499,1.557,3.354,3.575,3.291,2.613,1.715,3.2591,0.7658,2.0555,4.179
6/2/2010,4.252,2.655,0.5,1.552,3.344,3.547,3.38,2.684,1.768,3.34,0.8055,2.1316,4.2388
6/3/2010,4.291,2.676,0.501,1.556,3.379,3.584,3.392,2.69,1.765,3.3639,0.8135,2.1482,4.2698
6/4/2010,4.254,2.584,0.476,1.448,3.317,3.513,3.293,2.562,1.63,3.2023,0.7261,1.9826,4.1299
6/7/2010,4.331,2.563,0.483,1.446,3.309,3.494,3.303,2.573,1.637,3.1422,0.7101,1.9298,4.0813
6/8/2010,4.293,2.512,0.455,1.4,3.25,3.469,3.317,2.599,1.663,3.1857,0.742,1.9792,4.1103
6/9/2010,4.139,2.567,0.484,1.443,3.28,3.528,3.354,2.653,1.723,3.1729,0.718,1.9692,4.1103
6/10/2010,4.021,2.61,0.512,1.493,3.322,3.56,3.428,2.745,1.814,3.3193,0.782,2.1116,4.2332
6/11/2010,4.028,2.566,0.464,1.456,3.285,3.463,3.406,2.736,1.795,3.2346,0.7259,2.0285,4.1493
6/14/2010,4.08,2.638,0.495,1.497,3.363,3.546,3.433,2.759,1.819,3.2529,0.7258,2.0317,4.1789
6/15/2010,4.041,2.674,0.509,1.52,3.395,3.553,3.424,2.761,1.829,3.3025,0.75,2.0749,4.2195
6/16/2010,4.051,2.671,0.497,1.507,3.403,3.536,3.37,2.716,1.792,3.2601,0.7258,2.0449,4.1816
6/17/2010,4.024,2.663,0.52,1.51,3.401,3.483,3.301,2.639,1.718,3.1887,0.7015,1.9818,4.1217
6/18/2010,3.976,2.729,0.581,1.6,3.437,3.544,3.326,2.651,1.744,3.2195,0.7094,2.0114,4.1439
6/21/2010,3.98,2.766,0.633,1.659,3.476,3.514,3.332,2.66,1.747,3.2414,0.7093,2.0247,4.1626
6/22/2010,4.018,2.692,0.581,1.587,3.398,3.457,3.265,2.608,1.701,3.1664,0.6768,1.9647,4.1004
6/23/2010,4.052,2.647,0.586,1.553,3.374,3.437,3.234,2.542,1.614,3.119,0.6723,1.9182,4.06
6/24/2010,4.033,2.602,0.536,1.484,3.34,3.389,3.224,2.507,1.575,3.1371,0.6802,1.9475,4.1039
6/25/2010,4.079,2.611,0.569,1.495,3.354,3.383,3.199,2.485,1.552,3.1078,0.6486,1.9013,4.0625
6/28/2010,4.124,2.585,0.562,1.469,3.31,3.376,3.167,2.444,1.507,3.021,0.625,1.8257,4.0009
6/29/2010,4.13,2.559,0.548,1.439,3.294,3.389,3.098,2.355,1.392,2.9491,0.5935,1.7668,3.9316
6/30/2010,4.094,2.577,0.6,1.458,3.287,3.355,3.081,2.325,1.393,2.9311,0.6014,1.7733,3.8885
7/1/2010,4.078,2.566,0.677,1.475,3.254,3.316,3.067,2.32,1.387,2.947,0.625,1.8027,3.8944
7/2/2010,4.022,2.583,0.666,1.486,3.281,3.354,3.101,2.352,1.437,2.977,0.625,1.8157,3.9425
7/5/2010,4.011,2.543,0.625,1.457,3.249,3.321,3.079,2.346,1.421,2.9733,0.625,1.8157,3.9425
7/6/2010,4.065,2.589,0.648,1.5,3.292,3.346,3.081,2.352,1.424,2.9302,0.6091,1.7565,3.89
7/7/2010,4.083,2.598,0.672,1.52,3.295,3.359,3.168,2.422,1.498,2.9803,0.625,1.7794,3.9569
7/8/2010,4.051,2.632,0.724,1.564,3.308,3.373,3.197,2.469,1.645,3.0306,0.617,1.8123,4.0119
7/9/2010,4.023,2.634,0.768,1.588,3.3,3.332,3.229,2.532,1.716,3.052,0.625,1.8353,4.0361
7/12/2010,4.031,2.589,0.695,1.533,3.266,3.336,3.207,2.516,1.69,3.0628,0.649,1.8452,4.0561
7/13/2010,4.064,2.641,0.728,1.574,3.306,3.376,3.269,2.556,1.721,3.1208,0.6651,1.8948,4.1063
7/14/2010,4.123,2.655,0.768,1.61,3.332,3.398,3.265,2.548,1.714,3.0426,0.6009,1.8055,4.0282
7/15/2010,4.13,2.653,0.785,1.621,3.325,3.375,3.233,2.501,1.662,2.9937,0.6008,1.7559,3.9859
7/16/2010,4.079,2.606,0.776,1.605,3.305,3.332,3.163,2.423,1.576,2.9215,0.5846,1.6669,3.9379
7/19/2010,4.052,2.65,0.824,1.669,3.346,3.353,3.165,2.379,1.527,2.9537,0.5845,1.6996,3.9772
7/20/2010,4.001,2.636,0.775,1.642,3.332,3.354,3.199,2.396,1.575,2.9481,0.5764,1.6864,3.9789
7/21/2010,4.012,2.638,0.726,1.616,3.335,3.346,3.162,2.368,1.525,2.8782,0.552,1.6402,3.8889
7/22/2010,4.022,2.665,0.703,1.614,3.35,3.361,3.202,2.394,1.55,2.9353,0.56,1.673,3.9498
7/23/2010,4.024,2.706,0.749,1.673,3.381,3.437,3.228,2.43,1.589,2.9943,0.5842,1.7321,4.0142
7/26/2010,3.996,2.761,0.831,1.75,3.424,3.454,3.227,2.441,1.605,2.9924,0.5841,1.7254,4.0185
7/27/2010,3.974,2.77,0.876,1.772,3.431,3.516,3.266,2.476,1.64,3.0485,0.6332,1.7883,4.0787
7/28/2010,3.982,2.749,0.85,1.743,3.442,3.486,3.231,2.451,1.604,2.985,0.6092,1.6955,4.0638
7/29/2010,3.973,2.717,0.833,1.713,3.434,3.414,3.181,2.379,1.542,2.9794,0.5777,1.6584,4.0778
7/30/2010,3.954,2.669,0.784,1.653,3.371,3.325,3.116,2.304,1.469,2.9052,0.5461,1.5964,3.9881
8/2/2010,3.92,2.698,0.786,1.683,3.397,3.349,3.111,2.293,1.467,2.9609,0.5539,1.6355,4.0619
8/3/2010,3.873,2.607,0.725,1.58,3.329,3.275,3.1,2.256,1.437,2.9085,0.5301,1.5475,4.0488
8/4/2010,3.857,2.604,0.735,1.575,3.296,3.292,3.164,2.335,1.535,2.9498,0.5616,1.606,4.0795
8/5/2010,3.833,2.562,0.746,1.547,3.241,3.236,3.114,2.332,1.527,2.9011,0.5299,1.5668,4.0505
8/6/2010,3.784,2.519,0.746,1.517,3.207,3.224,3.076,2.258,1.448,2.8166,0.5056,1.5046,3.994
8/9/2010,3.778,2.525,0.72,1.511,3.231,3.242,3.076,2.254,1.45,2.8289,0.5293,1.524,4.0165
8/10/2010,3.854,2.537,0.705,1.496,3.26,3.255,3.046,2.231,1.445,2.7593,0.5212,1.4491,4.0044
8/11/2010,3.807,2.428,0.691,1.378,3.17,3.143,2.972,2.142,1.355,2.6814,0.5131,1.4295,3.9188
8/12/2010,3.839,2.421,0.663,1.374,3.163,3.115,3.004,2.164,1.36,2.7455,0.5369,1.4813,3.9476
8/13/2010,3.872,2.393,0.655,1.364,3.147,3.122,2.984,2.177,1.38,2.6716,0.5285,1.4516,3.8538
8/16/2010,3.853,2.33,0.644,1.334,3.039,3.041,2.93,2.136,1.359,2.5626,0.4802,1.38,3.711
8/17/2010,3.825,2.363,0.668,1.363,3.022,3.063,2.966,2.174,1.397,2.6321,0.4961,1.4285,3.7632
8/18/2010,3.751,2.347,0.652,1.325,2.986,3.027,2.94,2.164,1.394,2.6321,0.4959,1.4348,3.7331
8/19/2010,3.772,2.312,0.658,1.314,2.968,3.007,2.919,2.134,1.371,2.575,0.4796,1.3956,3.6543
8/20/2010,3.785,2.271,0.61,1.289,2.892,2.975,2.921,2.192,1.307,2.6106,0.4871,1.4537,3.6601
8/23/2010,3.777,2.286,0.608,1.292,2.905,2.971,2.89,2.141,1.26,2.5981,0.4788,1.4112,3.6618
8/24/2010,3.752,2.18,0.586,1.227,2.776,2.879,2.824,2.065,1.202,2.488,0.4623,1.3166,3.5605
8/25/2010,3.757,2.146,0.588,1.225,2.685,2.843,2.832,2.077,1.228,2.534,0.5165,1.3749,3.5695
8/26/2010,3.767,2.157,0.607,1.231,2.657,2.887,2.801,2.066,1.246,2.4755,0.5165,1.3733,3.5115
8/27/2010,3.775,2.2,0.633,1.281,2.685,2.901,2.868,2.143,1.304,2.6447,0.5481,1.4908,3.6896
8/30/2010,3.794,2.135,0.605,1.209,2.655,2.9,2.791,2.076,1.258,2.5285,0.4929,1.3863,3.5809
8/31/2010,3.826,2.116,0.59,1.199,2.644,2.832,2.776,2.043,1.206,2.4683,0.4694,1.3311,3.5155
9/1/2010,3.799,2.224,0.616,1.268,2.777,2.931,2.854,2.103,1.268,2.573,0.5011,1.3962,3.6457
9/2/2010,3.802,2.283,0.615,1.294,2.862,2.962,2.867,2.113,1.284,2.6231,0.4934,1.4224,3.7141
9/3/2010,3.808,2.354,0.641,1.34,2.962,3.008,2.945,2.202,1.378,2.697,0.51,1.4819,3.7811
9/6/2010,3.814,2.336,0.632,1.306,2.954,2.982,2.946,2.203,1.381,2.7025,0.5101,1.482,3.7837
9/7/2010,3.797,2.255,0.573,1.209,2.845,2.914,2.816,2.084,1.287,2.5944,0.4784,1.3968,3.6616
9/8/2010,3.792,2.297,0.629,1.255,2.872,2.989,2.921,2.194,1.417,2.6555,0.5103,1.4525,3.7294
9/9/2010,3.79,2.336,0.7,1.32,2.891,3.053,2.966,2.239,1.468,2.7588,0.5665,1.5647,3.8387
9/10/2010,3.837,2.4,0.736,1.374,2.977,3.125,2.977,2.251,1.467,2.7917,0.5673,1.5785,3.8687
9/13/2010,3.881,2.427,0.745,1.385,3.024,3.117,2.963,2.237,1.459,2.748,0.5273,1.5157,3.8483
9/14/2010,3.871,2.371,0.72,1.347,2.964,3.055,2.949,2.229,1.466,2.679,0.4954,1.4433,3.7993
9/15/2010,3.882,2.404,0.751,1.389,3.029,3.084,2.962,2.252,1.499,2.7207,0.4795,1.4434,3.8713
9/16/2010,3.912,2.478,0.811,1.476,3.122,3.143,2.977,2.266,1.516,2.7608,0.4716,1.4633,3.9248
9/17/2010,3.933,2.427,0.774,1.434,3.048,3.127,2.934,2.225,1.475,2.7372,0.4639,1.4339,3.9033
9/20/2010,3.98,2.467,0.807,1.473,3.072,3.152,2.948,2.253,1.513,2.7026,0.4559,1.4109,3.8757
9/21/2010,3.934,2.453,0.796,1.462,3.044,3.119,2.908,2.194,1.462,2.5727,0.4155,1.2991,3.7845
9/22/2010,3.884,2.349,0.75,1.51,2.96,2.974,2.864,2.139,1.417,2.5583,0.4318,1.3188,3.7499
9/23/2010,3.897,2.285,0.695,1.439,2.91,2.952,2.834,2.117,1.412,2.5511,0.4156,1.3123,3.7301
9/24/2010,3.925,2.342,0.729,1.477,2.98,3.042,2.865,2.167,1.467,2.605,0.4403,1.3453,3.794
9/27/2010,3.906,2.269,0.721,1.416,2.903,2.974,2.803,2.101,1.425,2.5242,0.4158,1.2861,3.7181
9/28/2010,3.937,2.246,0.733,1.413,2.868,2.934,2.743,2.042,1.394,2.4653,0.43,1.2303,3.6579
9/29/2010,3.937,2.24,0.785,1.446,2.861,2.909,2.738,2.018,1.392,2.5027,0.43,1.2759,3.6841
9/30/2010,3.879,2.278,0.834,1.483,2.868,2.95,2.758,2.025,1.378,2.5098,0.4222,1.2629,3.6849
10/1/2010,3.862,2.286,0.853,1.505,2.861,2.971,2.793,2.032,1.374,2.5097,0.4145,1.2565,3.7147
10/4/2010,3.825,2.252,0.83,1.458,2.826,2.933,2.754,1.998,1.363,2.4758,0.4066,1.2241,3.7061
10/5/2010,3.821,2.279,0.803,1.467,2.86,2.965,2.766,1.998,1.367,2.4722,0.3987,1.1917,3.7472
10/6/2010,3.762,2.224,0.771,1.412,2.817,2.895,2.742,1.975,1.359,2.3976,0.3829,1.1593,3.6747
10/7/2010,3.789,2.262,0.802,1.447,2.859,2.928,2.75,1.942,1.337,2.3834,0.3512,1.127,3.7121
10/8/2010,3.744,2.254,0.786,1.421,2.856,2.866,2.688,1.87,1.322,2.392,0.3431,1.1041,3.7489
10/11/2010,3.729,2.272,0.793,1.429,2.878,2.878,2.687,1.872,1.322,2.3919,0.343,1.104,3.7489
10/12/2010,3.73,2.243,0.776,1.389,2.84,2.848,2.723,1.901,1.353,2.4309,0.367,1.1363,3.8192
10/13/2010,3.751,2.282,0.783,1.419,2.893,2.879,2.731,1.939,1.394,2.422,0.359,1.1169,3.8166
10/14/2010,3.744,2.295,0.797,1.433,2.915,2.88,2.757,1.975,1.409,2.5076,0.375,1.1784,3.9149
10/15/2010,3.759,2.371,0.814,1.479,2.989,2.945,2.789,1.983,1.435,2.5597,0.3589,1.188,3.9791
10/18/2010,3.762,2.385,0.885,1.526,2.984,2.963,2.758,1.953,1.42,2.5075,0.3589,1.123,3.9537
10/19/2010,3.795,2.414,0.897,1.562,3.005,3.002,2.711,1.859,1.345,2.4752,0.3589,1.1035,3.9131
10/20/2010,3.797,2.44,0.958,1.614,2.987,2.987,2.751,1.905,1.374,2.4788,0.3427,1.0969,3.8899
10/21/2010,3.863,2.484,0.996,1.67,3.009,2.937,2.757,1.928,1.397,2.5452,0.3507,1.1325,3.9609
10/22/2010,3.851,2.474,1.003,1.677,2.979,2.951,2.745,1.91,1.392,2.5541,0.3506,1.1454,3.9293
10/25/2010,3.796,2.45,0.963,1.65,2.958,2.923,2.74,1.905,1.39,2.5613,0.3587,1.178,3.9095
10/26/2010,3.823,2.507,1.011,1.714,2.982,3.06,2.813,1.991,1.427,2.6393,0.3913,1.2499,3.9946
10/27/2010,3.932,2.565,1.02,1.741,3.042,3.151,2.888,2.059,1.453,2.7198,0.4143,1.3124,4.0564
10/28/2010,3.933,2.564,1.029,1.749,3.031,3.15,2.875,2.035,1.433,2.6576,0.3593,1.2306,4.049
10/29/2010,3.942,2.518,0.989,1.712,2.997,3.076,2.81,1.975,1.414,2.5993,0.3357,1.1661,3.9828
11/1/2010,3.936,2.481,0.978,1.682,2.942,3.046,2.835,1.998,1.416,2.6229,0.3435,1.166,4.0029
11/2/2010,3.962,2.47,0.991,1.681,2.904,3.034,2.874,2.041,1.426,2.5866,0.3435,1.1563,3.9266
11/3/2010,3.942,2.418,0.962,1.622,2.846,2.997,2.872,2.03,1.426,2.5702,0.3277,1.108,4.0398
11/4/2010,3.962,2.396,0.925,1.561,2.908,2.952,2.813,1.976,1.414,2.489,0.3276,1.0308,4.0713
11/5/2010,3.976,2.417,0.915,1.557,2.914,2.977,2.852,2.053,1.475,2.5304,0.3671,1.0915,4.1192
11/8/2010,4.034,2.39,0.922,1.542,2.91,3.005,2.888,2.103,1.526,2.5502,0.3988,1.114,4.1201
11/9/2010,4.033,2.407,0.928,1.55,2.928,3.032,2.976,2.19,1.601,2.6558,0.4387,1.2467,4.2466
