Date,CS,UBS,Unicredit,BancoSantander,BNP,Intesa,SocGen,BBVA
2/1/2017,114.041,61.644,179.148,124.521,85.091,142.493,84.407,124.807
2/2/2017,113.596,61.562,181.037,125.864,85.248,143.779,85.031,125.638
2/3/2017,110.775,60.654,179.755,124.558,83.991,142.093,84.07,124.492
2/6/2017,112.909,60.287,178.044,121.903,83.621,141.568,83.911,124.119
2/7/2017,113.264,60.277,177.928,122.41,83.744,141.049,84.024,124.175
2/8/2017,115.64,60.675,178.06,122.514,83.196,141.16,83.535,124.13
2/9/2017,115.778,60.49,177.302,122.223,83.957,140.702,83.974,124.332
2/10/2017,117.732,61.476,175.735,122.206,84.768,140.445,84.441,124.089
2/13/2017,116.374,61.09,175.771,120.631,84.752,140.01,84.127,123.737
2/14/2017,115.571,59.684,175.507,120.181,81.411,139.759,81.117,119.235
2/15/2017,114.097,59.177,167.474,116.676,81.423,134.997,80.564,116.614
2/16/2017,114.816,59.558,161.929,114.779,81.586,129.834,79.824,117.104
2/17/2017,116.228,60.303,163.234,116.031,80.692,129.376,79.576,118.153
2/20/2017,116.678,60.794,164.452,116.032,81.472,130.813,80.476,123.481
2/21/2017,116.541,61.802,170.67,119.947,83.768,131.61,82.865,124.59
2/22/2017,116.537,63.301,172.716,121.667,86.859,132.275,86.667,125.964
2/23/2017,116.453,63.583,174.675,120.04,86.589,133.074,86.79,126.948
2/24/2017,117.46,61.239,177.376,119.468,83.274,134.644,83.108,122.124
2/27/2017,116.727,61.655,167.512,114.606,83.286,128.023,82.474,123.456
2/28/2017,114.63,62.066,165.361,112.304,84.462,126.034,83.658,126.286
3/1/2017,111.902,61.232,165.663,112.102,83.861,128.655,83.319,123.229
3/2/2017,108.841,60.299,165.941,110.745,84.019,128.468,82.36,121.986
3/3/2017,107.966,59.415,164.555,111.303,82.019,126.741,79.822,117.608
3/6/2017,108.077,59.68,162.225,107.264,82.176,125.58,80.227,117.358
3/7/2017,108.37,58.743,162.994,105.708,78.67,127.728,77.871,114.245
3/8/2017,107.93,54.993,161.93,104.301,77.156,130.013,75.222,109.481
3/9/2017,107.804,56.394,155.075,98.643,80.598,128.443,78.676,109.983
3/10/2017,105.452,56.4,162,99.209,82.29,136.42,81.042,113.289
3/13/2017,106.168,57.058,167.963,98.932,84.726,139.943,84.518,117.77
3/14/2017,106.96,57.735,173.894,100.746,85.309,144.978,84.745,117.978
3/15/2017,106.739,56.686,173.27,99.906,87.677,145.066,86.309,116.861
3/16/2017,104.673,56.197,173.083,99.005,88.925,145.755,88.372,113.574
3/17/2017,104.514,54.4,166.648,97.777,88.246,141.721,87.25,108.601
3/20/2017,110.284,56.878,163.621,94.683,93.209,138.842,92.741,112.492
3/21/2017,107.149,58.292,170.047,101.514,94.389,145.565,93.426,116.48
3/22/2017,109.21,57.922,173.858,103.303,94.59,147.989,94.553,118.974
3/23/2017,103.739,57.347,178.492,106.074,89.068,150.078,89.59,118.185
3/24/2017,103.348,57.9,177.123,106.754,90.531,147.988,90.96,119.786
3/27/2017,101.901,58.498,178.933,108.568,88.768,150.336,88.283,115.827
3/28/2017,101.93,57.64,174.487,106.418,88.984,146.51,88.359,115.458
3/29/2017,100.954,56.462,169.871,106.62,87.488,140.783,87.052,114.807
3/30/2017,101.682,56.273,166.827,105.455,89.721,139.043,89.624,115.515
3/31/2017,102.618,57.166,168.651,107.824,96.317,140.858,96.1,117.95
4/3/2017,103.945,56.826,174.396,109.499,98.211,145.369,97.763,116.971
4/4/2017,104.49,56.684,174.721,108.348,97.36,146.19,97.12,118.287
4/5/2017,102.36,56.803,175.169,109.242,98.691,147.209,97.938,117.963
4/6/2017,103.308,56.637,176.402,110.213,97.92,147.879,97.057,117.837
4/7/2017,103.364,57.074,177.019,109.738,99.396,148.939,98.692,117.968
4/10/2017,104.69,56.776,179.573,108.958,95.755,149.934,95.543,117.076
4/11/2017,106.139,56.235,176.261,107.987,93.954,145.346,94.249,114.981
4/12/2017,105.778,54.351,175.468,105.475,89.974,144.342,89.638,111.252
4/13/2017,105.496,52.525,170.936,103.084,87.447,139.503,87.611,108.992
4/14/2017,105.531,52.584,169.168,100.57,83.607,138.577,83.879,108.081
4/17/2017,105.518,52.332,168.766,100.438,84.52,139.301,84.7,108.596
4/18/2017,106.683,53.476,169.524,101.171,84.214,139.146,84.608,109.376
4/19/2017,106.048,54.517,171.157,100.946,85.746,140.666,85.464,110.926
4/20/2017,104.881,54.372,171.539,102.452,86.103,140.931,85.443,114.376
4/21/2017,104.223,53.713,170.08,103.34,83.285,141.403,83.131,113.586
4/24/2017,96.702,54.152,167.35,101.144,84.549,137.747,84.322,114.525
4/25/2017,94.087,55.772,169.446,101.087,85.405,140.993,85.702,115.875
4/26/2017,90.244,54.782,170.878,104.169,84.998,143.453,85.343,116.28
4/27/2017,89.015,53.283,169.605,103.234,82.469,141.853,82.767,115.24
4/28/2017,88.759,53.315,165.581,101.523,82.228,138.069,82.777,115.479
5/1/2017,88.692,58.216,165.325,101.052,90.662,137.822,90.583,123.387
5/2/2017,87.326,56.314,172.829,110.187,90.38,147.135,90.305,120.71
5/3/2017,84.235,57.35,167.704,106.72,92.427,143.285,92.305,121.912
5/4/2017,81.116,56.355,169.856,106.65,90.325,144.63,90.206,120.258
5/5/2017,80.813,55.161,166.738,106.209,86.059,143.136,86.609,119.628
5/8/2017,79.419,54.88,165.054,105.429,86.031,142.459,86.078,118.111
5/9/2017,77.607,53.661,163.89,104.474,83.449,142.235,83.483,116.091
5/10/2017,77.673,52.65,160.222,99.214,83.461,138.756,84.518,114.621
5/11/2017,76.746,53.975,158.829,97.955,87.564,138.712,87.48,115.992
5/12/2017,76.97,54.75,161.794,99.13,89.359,142.354,89.724,115.917
5/15/2017,77.373,55.192,163.925,99.561,91.248,143.916,92.121,114.659
5/16/2017,75.845,55.578,167.353,99.472,91.568,147.257,92.692,114.294
5/17/2017,77.508,54.558,170.098,98.63,89.546,148.989,89.911,111.167
5/18/2017,78.785,55.27,167.452,97.146,90.466,147.553,91.101,111.374
5/19/2017,77.19,55.279,168.914,96.888,90.527,149.243,90.966,109.565
5/22/2017,76.371,56.189,168.654,94.634,92.354,148.948,93.181,110.092
5/23/2017,75.026,56.225,171.377,95.192,94.774,150.841,96.026,111.632
5/24/2017,75.704,56.372,172.763,97.387,94.132,152.089,95.232,111.961
5/25/2017,74.876,56.22,174.572,97.263,94.629,153.655,96.03,112.635
5/26/2017,74.804,56.456,177.576,97.53,94.42,155.817,95.719,112.651
5/30/2017,75.101,56.495,176.879,97.69,94.635,155.636,95.962,113.04
5/31/2017,75.724,56.191,177.061,98.052,94.638,155.7,96.499,115.313
6/1/2017,75.707,55.843,178.769,99.966,94.195,156.826,95.245,115.051
6/2/2017,75.506,55.092,178.563,99.461,90.054,156.648,91.211,114.259
6/5/2017,75.637,54.681,177.171,96.731,86.028,155.997,87.289,113.158
6/6/2017,76.007,51.412,176.339,96.543,64.593,155.085,66.28,101.645
6/7/2017,74.776,49.602,161.596,87.323,62.456,139.95,63.338,93.691
6/8/2017,73.037,48.984,150.865,81.96,62.773,131.014,63.036,91.269
6/9/2017,71.518,48.584,152.249,80.653,63.336,132.114,64.055,91.279
6/12/2017,71.562,47.948,153.221,80.68,63.33,134.136,63.429,90.17
6/13/2017,68.264,47.238,151.07,79.653,63.28,130.707,63.592,90.263
6/14/2017,67.489,46.71,151.91,79.659,62.214,131.347,62.262,87.58
6/15/2017,68.267,46.157,147.737,78.123,60.46,127.27,61.028,84.476
6/16/2017,69.452,44.354,144.734,75.698,58.365,124.615,58.277,81.478
6/19/2017,67.9,44.189,139.482,72.09,58.733,119.635,58.48,79.82
6/20/2017,68.152,43.144,138.506,71.683,55.836,118.051,56.061,79.766
6/21/2017,68.242,42.288,139.435,70.319,53.773,119.403,54.188,77.551
6/22/2017,66.615,42.386,135.578,67.52,54.3,116.908,54.361,77.962
6/23/2017,63.402,42.45,135.877,68.367,53.957,117.707,54.045,78.648
6/26/2017,63.15,42.711,135.848,68.204,55.438,118.204,55.195,80.568
6/27/2017,65.181,42.877,136.551,70.322,55.429,121.082,55.512,82.36
6/28/2017,66.784,42.327,136.564,71.782,54.512,121.949,54.386,80.534
6/29/2017,66.491,43.607,133.191,70.179,56.123,119.185,55.947,85.404
6/30/2017,66.971,45.202,135.041,74.264,57.371,121.606,57.329,86.976
7/3/2017,66.413,43.827,137.895,78.498,55.375,125.667,55.624,85.007
7/4/2017,66.797,43.294,134.493,78.37,53.3,121.714,53.74,84.834
7/5/2017,66.867,42.246,133.837,75.894,51.942,118.719,53.187,84.668
7/6/2017,67.684,42.379,132.136,74.847,51.933,117.677,52.065,87.18
7/7/2017,68.766,42.082,134.178,77.704,51.324,118.912,51.45,88.243
7/10/2017,67.808,41.709,133.919,78.118,51.15,119.644,51.125,91.562
7/11/2017,68.344,44.232,134.875,80.497,51.343,120.104,51.076,91.54
7/12/2017,68.45,43.975,134.83,80.14,51.937,120.403,52.306,94.826
7/13/2017,67.598,44.237,143.623,82.051,52.008,130.19,52.174,95.152
7/14/2017,67.867,43.948,141.558,83.853,51.949,128.751,51.742,94.873
7/17/2017,67.481,43.773,144.324,86.139,51.526,132.244,51.196,91.458
7/18/2017,65.219,44.194,142.567,84.569,51.281,131.212,51.105,94.631
7/19/2017,65.2,42.572,144.491,85.612,51.315,133.853,51.437,94.869
7/20/2017,62.439,41.129,145.766,85.757,49.767,135.941,49.644,88.149
7/21/2017,64.367,39.798,144.218,78.976,48.528,134.06,48.532,82.283
7/24/2017,65.575,39.298,140.857,72.793,47.362,130.699,47.597,77.776
7/25/2017,65.847,38.718,135.349,69.048,45.516,125.197,46.175,77.037
7/26/2017,65.777,37.058,129.987,67.992,43.476,120.545,44.891,70.156
7/27/2017,65.565,36.991,124.053,63.692,41.65,111.073,43.083,69.928
7/28/2017,65.317,38.105,122.192,62.8,42.581,113.186,44.003,73.982
7/31/2017,66.067,36.8,123.999,64.495,42.512,115,43.785,72.597
8/1/2017,66.423,36.72,124.181,62.8,41.041,117.717,42.549,71.938
8/2/2017,65.031,36.574,121.963,62.33,40.204,115.432,41.97,71.203
8/3/2017,64.782,28.503,122.238,60.645,41.748,115.557,42.645,73.02
8/4/2017,65.868,26.943,122.194,61.423,39.297,115.518,40.465,65.885
8/7/2017,67.848,26.416,116.802,55.793,36.407,111.473,37.436,62.724
8/8/2017,68.656,25.341,111.571,52.686,34.355,105.814,35.333,59.836
8/9/2017,71.027,26.094,98.139,49.163,35.807,94.323,36.784,62.146
8/10/2017,72.746,26.416,103.09,52.067,35.532,98.425,37.437,63.14
8/11/2017,72.587,26.909,102.324,51.901,35.138,98.586,36.54,62.422
8/14/2017,71.188,26.94,91.246,51.981,36.232,89.5,37.549,62.993
8/15/2017,71.577,26.607,91.802,52.672,35.136,89.921,36.55,61.86
8/16/2017,70.277,26.62,90.251,51.616,34.596,88.243,35.811,61.783
8/17/2017,70.385,27.259,89.603,51.781,34.442,87.612,35.892,62.485
8/18/2017,71.227,28.33,90.699,52.292,35.684,88.342,37.159,63.241
8/21/2017,71.345,27.795,92.058,53.416,36.323,89.488,38.379,67.653
8/22/2017,71.505,27.131,95.23,56.594,35.65,91.641,37.69,65.903
8/23/2017,73.208,27.739,97.143,55.404,35.471,91.825,37.528,64.963
8/24/2017,73.353,26.435,97.118,54.985,35.216,93.517,36.72,63.609
8/25/2017,71.61,26.675,94.546,52.594,32.808,89.121,34.123,61.338
8/28/2017,71.544,26.051,91.329,50.392,32.773,84.577,32.82,60.704
8/29/2017,72.818,22.532,90.058,49.369,32.154,83.909,32.986,59.522
8/30/2017,72.349,22.958,87.607,49.2,31.7,81.686,32.319,58.063
8/31/2017,71.706,21.687,86.022,47.457,31.458,79.675,32.091,56.603
9/1/2017,70.377,22.392,86.175,47.35,30.598,79.759,31.452,55.028
9/4/2017,71.084,23.76,83.755,44.287,31.31,75.911,32.771,54.156
9/5/2017,69.873,24.181,82.679,44.196,32.633,76.4,33.308,55.088
9/6/2017,70.284,24.75,85.179,45.409,32.169,78.537,33.675,54.609
9/7/2017,69.014,24.779,84.133,45.181,32.853,77.577,34.687,54.675
9/8/2017,69.318,24.957,83.981,45.66,32.863,77.893,34.377,53.342
9/11/2017,67.903,25.788,81.786,44.293,32.867,75.208,35.103,53.878
9/12/2017,67.535,25.944,82.427,45.21,32.791,75.641,34.903,54.281
9/13/2017,67.229,26.462,82.623,44.671,33.866,75.095,35.653,53.478
9/14/2017,67.016,26.37,83.942,44.457,33.556,75.451,35.285,53.394
9/15/2017,67.336,26.325,83.463,44.297,33.207,74.522,34.705,52.908
9/18/2017,65.069,27.334,78.208,44.071,33.655,73.229,36.333,54.252
9/19/2017,63.98,28.465,78.61,44.51,34.34,75.811,36.603,56.068
9/20/2017,67.456,29.633,79.733,47.01,35.023,77.335,37.534,57.359
9/21/2017,69.003,30.414,82.204,47.87,37.894,78.809,39.943,58.202
9/22/2017,70.37,30.149,85.257,49.078,38.765,82.298,41.586,60.92
9/25/2017,71.502,29.217,87.049,50.042,38.902,83.747,41.703,61.742
9/26/2017,71.353,28.87,88.704,50.651,35.646,85.393,39.77,58.598
9/27/2017,69.829,28.03,85.582,48.443,36.067,82.58,39.993,58.98
9/28/2017,69.36,28.199,86.78,48.856,35.244,83.423,38.497,57.645
9/29/2017,67.435,28.662,85.772,47.214,35.866,82.978,39.277,58.995
10/2/2017,67.633,28.336,87.247,48.954,37.632,84.269,40.875,61.974
10/3/2017,67.616,28.324,89.861,51.125,37.554,86.777,40.674,62.062
10/4/2017,67.747,29.032,89.458,51.097,37.947,85.937,40.381,62.792
10/5/2017,67.575,29.61,91.924,51.701,38.727,87.774,40.432,64.204
10/6/2017,68.121,27.65,96.965,53.375,38.872,91.651,40.002,64.534
10/9/2017,67.624,27.677,96.167,53.254,38.276,90.154,39.667,63.884
10/10/2017,67.23,28.08,95.278,53.023,38.022,89.389,39.327,64.048
10/11/2017,67.069,27.61,94.823,52.89,39.625,89.515,41.359,64.864
10/12/2017,67.408,26.723,96.634,54.52,38.663,90.312,40.246,59.878
10/13/2017,66.986,26.283,95.635,51.614,37.095,90.331,38.143,55.5
10/16/2017,66.494,26.22,93.924,49.317,35.708,87.831,36.77,54.216
10/17/2017,66.361,25.67,90.917,46.727,36.373,85.843,37.772,55.077
10/18/2017,65.332,25.78,91.427,47.405,34.418,85.835,36.14,52.952
10/19/2017,66.504,25.516,86.792,45.621,34.827,82.407,36.554,53.958
10/20/2017,65.093,26.083,86.279,46.054,34.743,82.152,35.765,52.297
10/23/2017,65.549,25.36,83.8,45.276,35.41,79.592,36.439,53.41
10/24/2017,65.536,24.916,84.91,46.524,34.162,80.598,35.952,52.361
10/25/2017,65.272,25.483,83.242,44.738,33.933,78.039,35.398,51.678
10/26/2017,63.561,25.473,81.389,44.642,34.675,76.986,35.395,52.347
10/27/2017,62.295,24.91,80.335,45.602,34.485,76.337,35.832,52.047
10/30/2017,60.469,24.501,81.433,45.416,33.818,76.873,35.365,52.135
10/31/2017,59.593,23.878,80.856,45.325,32.989,76.547,33.182,50.276
11/1/2017,58.178,25.203,78.484,43,32.465,73.602,33.288,49.582
11/2/2017,58.933,26.328,71.392,42.897,34.54,68.434,35.414,52.558
11/3/2017,59.291,27.045,73.994,45.632,34.505,71.559,35.494,57.524
11/6/2017,59.8,27.73,74.668,47.85,37.145,72.93,37.447,59.181
11/7/2017,59.617,26.805,77.322,49.953,37.143,75.586,38.59,59.35
11/8/2017,60.901,25.537,80.319,53.152,37.585,77.825,39.305,59.076
11/9/2017,61.202,24.383,82.295,53.184,36.475,80.107,37.8,58.712
11/10/2017,61.618,23.343,79.419,51.186,35.922,76.955,37.886,58.855
11/13/2017,61.35,23.503,79.621,51.327,35.441,76.885,37.123,58.279
11/14/2017,61.095,23.202,79.024,50.956,35.578,75.741,37.362,59.351
11/15/2017,61.576,22.126,80.02,52.952,35.395,77.518,36.914,61.807
11/16/2017,60.267,22.832,79.229,52.717,37.231,77.232,37.424,62.726
11/17/2017,59.652,22.167,82.777,56.391,36.905,79.127,37.392,62.846
11/20/2017,58.646,22.614,81.001,53.644,36.731,79.536,37.522,62.537
11/21/2017,57.252,22.314,81.162,52.887,36.813,80.061,37.831,62.112
11/22/2017,56.928,22.062,81.393,51.38,36.486,79.971,37.731,60.004
11/23/2017,55.661,22.286,81.962,51.593,36.158,80.33,37.215,58.993
11/24/2017,54.29,22.601,81.516,48.95,35.622,79.865,36.209,60.219
11/27/2017,54.225,22.143,80.971,48.455,35.877,79.757,36.393,60.778
11/28/2017,53.122,22.279,81.886,49.022,35.605,80.312,36.384,60.131
11/29/2017,52.181,21.415,82.341,49.643,36.109,80.967,36.417,61.857
11/30/2017,51.817,22.243,82.304,48.531,36.022,79.9,36.509,63.166
12/1/2017,51.782,21.454,81.374,48.622,35.244,79.43,37.706,61.804
12/4/2017,51.597,21.672,84.221,49.627,35.669,81.646,36.551,61.087
12/5/2017,51.242,21.406,81.047,47.244,36.236,79.107,36.415,59.913
12/6/2017,51.891,21.542,81.73,47.662,37.612,79.478,37.358,59.825
12/7/2017,51.447,21.149,78.49,45.915,37.381,77.936,37.288,58.417
12/8/2017,50.483,19.142,78.348,46.956,35.545,77.788,35.563,58.367
12/11/2017,50.562,19.339,75.763,44.135,34.304,75.667,34.742,55.551
12/12/2017,50.541,18.098,74.375,44.985,33.427,74.61,33.88,53.291
12/13/2017,50.9,18.065,73.279,44.017,31.9,73.89,32.043,52.611
12/14/2017,51.566,19.231,69.963,41.825,29.946,68.976,30.299,52.743
12/15/2017,51.415,19.276,64.465,39.415,31.053,64.55,31.784,52.098
12/18/2017,50.118,19.245,65.774,40.19,31.121,65.815,31.586,52.368
12/19/2017,50.07,19.317,65.528,39.905,30.899,64.989,32.073,52.483
12/20/2017,50.352,19.763,66.788,40.559,31.471,65.783,32.444,53.151
12/21/2017,50.171,19.673,67.116,40.641,33.265,67.13,33.607,52.557
12/22/2017,50.223,20.191,68.695,41.844,30.77,69.391,31.506,51.938
12/25/2017,50.106,20.19,68.187,40.236,30.804,68.696,31.616,51.845
12/26/2017,50.056,20.816,67.284,40.765,29.623,68.649,30.472,51.905
12/27/2017,50.065,21.206,66.87,39.706,29.407,67.084,29.553,50.697
12/28/2017,49.279,20.331,67.539,40.094,29.847,67.66,30.4,50.042
12/29/2017,49.99,20.061,68.582,41.115,28.321,68.983,28.264,50.058
1/1/2018,49.854,19.827,66.814,39.019,26.757,67.259,26.476,45.547
1/2/2018,50.744,21.315,65.672,38.1,24.847,66.069,24.915,44.858
1/3/2018,48.519,19.12,64.805,37.282,24.362,65.156,24.273,44.718
1/4/2018,46.269,19.779,63.212,36.496,23.586,62.862,24.137,43.754
1/5/2018,46.771,19.053,60.588,34.506,23.651,60.868,24.382,42.923
1/8/2018,47.376,19.257,60.994,34.642,23.263,61.285,23.571,43.866
1/9/2018,48.744,19.234,60.532,33.802,22.91,61.126,23.03,43.001
1/10/2018,49.15,19.014,61.462,33.765,22.816,60.693,23.275,45.443
1/11/2018,48.048,19.439,61.055,33.914,22.783,61.558,22.979,45.344
1/12/2018,47.058,19.593,60.726,32.765,23.522,61.016,23.926,47.219
1/15/2018,46.156,19.762,61.775,33.678,24.02,62.037,24.665,46.05
1/16/2018,44.467,18.949,61.551,34.321,23.015,61.669,23.599,46.786
1/17/2018,44.546,19.228,60.72,32.765,22.476,60.51,22.989,47.587
1/18/2018,44.887,19.399,60.896,32.76,23.134,61.357,23.516,45.818
1/19/2018,44.876,18.829,62.573,33.794,23.037,63.29,24.205,46.719
1/22/2018,45.041,19.013,62.327,33.503,22.463,62.957,23.412,45.753
1/23/2018,43.972,18.785,61.5,32.263,22.423,61.764,22.726,46.083
1/24/2018,44.288,19.023,61.306,32.41,21.823,61.573,22.95,46.152
1/25/2018,43.928,19.158,59.956,32.539,22.058,61.1,23.001,46.865
1/26/2018,43.034,18.994,60.111,33.167,22.33,61.947,23.64,42.67
1/29/2018,43.474,19.059,61.666,33.695,22.88,62.923,24.211,42.576
1/30/2018,44.767,18.478,61.874,33.438,22.843,63.288,24.211,42.585
1/31/2018,44.353,18.524,60.887,32.669,22.872,62.399,23.912,42.492
2/1/2018,44.144,18.538,62.278,32.778,22.839,62.79,24.151,42.206
2/2/2018,45.037,18.649,61.988,32.558,22.996,62.718,23.867,42.081
2/5/2018,46.369,18.617,61.864,32.946,22.862,62.686,24.087,41.63
2/6/2018,48.332,18.598,61.627,32.993,22.888,62.446,24.102,41.207
2/7/2018,47.041,18.345,61.556,33.001,22.899,62.415,24.105,41.46
2/8/2018,49.912,18.401,61.526,33.003,22.853,62.395,23.999,38.295
2/9/2018,56.118,18.567,61.238,32.805,22.855,62.253,24.113,36.657
2/12/2018,55.939,18.71,61.157,32.481,22.911,61.884,23.466,37.059
2/13/2018,57.864,18.364,61.252,32.521,22.789,61.851,23.502,38.27
2/14/2018,54.89,18.544,61.396,32.587,23.194,62.064,23.904,40.215
2/15/2018,52.474,17.733,59.289,32.843,21.749,60.189,22.571,40.154
2/16/2018,51.756,18.141,55.035,31.218,20.909,55.245,21.952,39.045
2/19/2018,51.566,19.711,50.595,28.633,21.386,51.759,22.163,38.272
2/20/2018,53.336,20.143,52.393,28.493,22.755,53.919,23.169,38.599
2/21/2018,53.69,20.105,55.003,30.276,23.968,57.782,24.804,38.098
2/22/2018,55.916,19.556,58.028,32.552,23.518,60.105,24.748,38.9
2/23/2018,58.035,18.872,56.27,30.758,23.224,58.404,23.881,39.418
2/26/2018,54.286,19.147,49.785,29.256,22.943,52.452,23.16,38.327
2/27/2018,54.207,19.146,47.908,29.325,23.339,50.484,24.006,34.918
2/28/2018,55.781,19.324,49.395,29.982,23.127,49.873,24.121,35.051
3/1/2018,57.275,19.539,49.309,29.533,23.48,49.752,24.391,34.905
3/2/2018,60.146,19.642,51.165,29.951,23.182,52.187,24.129,34.295
3/5/2018,60.338,19.55,51.807,30.766,23.225,52.836,24.261,34.142
3/6/2018,58.279,19.43,51.432,29.987,23.04,52.454,24.042,34.749
3/7/2018,58.05,19.383,50.645,27.931,22.571,51.777,23.506,36.911
3/8/2018,55.158,18.758,50.178,27.874,22.681,51.444,23.579,36.757
3/9/2018,54.329,18.486,49.541,28.094,22.648,51.96,23.523,32.544
3/12/2018,53.942,19.152,48.565,27.001,22.297,50.54,23.353,37.996
3/13/2018,53.915,19.523,48.387,26.287,22.291,50.495,23.332,39.189
3/14/2018,54.94,20.271,49.571,27.52,23.707,52.152,25.049,42.654
3/15/2018,56.491,19.814,52.865,29.241,22.899,55.033,23.999,40.826
3/16/2018,55.107,19.807,51.806,29.122,23.09,54.742,24.047,45.681
3/19/2018,58.294,20.824,52.6,28.177,24.124,55.288,25.197,52.265
3/20/2018,63.729,22.047,54.424,28.917,25.163,57.178,26.276,53.342
3/21/2018,63.369,21.814,56.547,30.563,26.17,58.465,27.271,54.685
3/22/2018,68.133,22.356,60.521,33.61,22.813,62.11,24.178,54.341
3/23/2018,71.091,24.69,57.793,31.778,24.058,60.23,25.023,52.172
3/26/2018,71.095,24.005,63.358,34.928,27.634,64.534,29.567,51.174
3/27/2018,69.926,24.28,72.016,38.712,26.862,74.064,28.177,48.411
3/28/2018,71.449,24.114,71.059,39.91,28.704,72.623,29.171,49.584
3/29/2018,70.451,23.971,73.898,42.372,28.526,76.932,28.883,50.333
3/30/2018,70.194,23.873,72.744,41.207,27.991,75.676,28.464,51.64
4/2/2018,70.037,22.693,68.001,39.976,27.185,72.79,28.423,53.595
4/3/2018,70.671,24.144,67.285,38.703,25.921,71.073,27.776,52.707
4/4/2018,70.907,24.198,64.739,38.264,27.994,68.516,29.78,46.797
4/5/2018,68.04,24.002,68.286,40.142,28.051,72.886,29.415,46.27
4/6/2018,68.102,25.563,68.443,40.379,28.897,72.625,30.55,48.321
4/9/2018,67.396,24.752,71.704,41.984,30.748,77.483,32.27,49.071
4/10/2018,66.184,24.293,76.595,44.167,27.574,82.711,28.997,50.975
4/11/2018,66.58,24.81,70.508,39.828,27.22,76.669,28.002,48.335
4/12/2018,64.859,25.055,68.692,37.331,27.37,73.339,28.228,47.231
4/13/2018,62.988,25.658,65.67,37.074,26.963,69.681,27.966,45.047
4/16/2018,61.984,25.912,68.634,39.213,26.793,73.079,28.225,44.781
4/17/2018,60.718,25.241,69.33,39.715,27.803,73.267,28.736,44.337
4/18/2018,61.963,24.702,72.048,40.803,26.838,75.192,28.212,59.293
4/19/2018,62.14,23.408,67.684,38.533,26.612,70.554,27.783,60.696
4/20/2018,62.033,23.665,66.837,37.729,26.028,68.429,26.965,58.828
4/23/2018,61.981,23.287,64.753,36.224,25.966,66.925,26.79,58.9
4/24/2018,60.883,23.605,63.305,35.873,25.626,66.771,26.449,58.921
4/25/2018,61.758,23.834,61.62,34.707,25.707,65.742,26.752,59.52
4/26/2018,60.476,25.176,63.703,34.593,27.277,66.704,27.531,59.122
4/27/2018,60.928,25.469,65.914,36.14,28.545,69.526,29.089,55.836
4/30/2018,61.016,26.917,69.418,38.978,28.345,73.157,28.881,55.401
5/1/2018,62.609,30.994,69.199,38.117,28.892,72.012,29.174,54.354
5/2/2018,64.508,31.081,71.337,40.137,30.84,75.181,32.186,53.818
5/3/2018,66.119,31.88,76.434,44.312,31.991,80.93,32.362,53.821
5/4/2018,66.45,34.147,77.473,44.816,34.128,81.468,34.933,53.255
5/7/2018,66.145,33.357,81.489,47.555,36.329,84.709,37.741,51.218
5/8/2018,65.621,31.379,83.481,50.297,35.694,85.536,36.941,48.792
5/9/2018,65.45,33.126,84.39,49.987,34.761,88.989,35.701,47.768
5/10/2018,65.153,31.476,82.892,48.257,35.731,87.304,36.838,48.23
5/11/2018,63.495,31.495,83.633,49.383,35.253,87.329,36.719,49.37
5/14/2018,61.722,31.648,81.07,48.417,35.251,85.959,36.466,49.164
5/15/2018,62.753,32.519,80.889,48.317,35.069,85.758,36.524,49.936
5/16/2018,64.361,32.555,80.44,48.153,36.004,85.335,36.478,49.504
5/17/2018,64.931,31.245,81.546,49.169,35.989,86.318,37.128,51.901
5/18/2018,66.8,31.115,80.927,48.424,35.075,85.549,35.718,51.203
5/21/2018,68.496,31.096,77.145,45.205,35.963,81.608,37.121,50.54
5/22/2018,68.344,29.009,77.107,45.118,35.196,81.455,37.817,51.874
5/23/2018,70.395,28.611,74.959,43.998,35.096,80.005,36.607,52.694
5/24/2018,71.422,28.418,73.675,43.407,35.135,79.186,36.444,53.176
5/25/2018,74.982,27.627,72.672,42.303,32.973,78.723,35.208,54.84
5/28/2018,76.821,27.844,70.906,41.588,31.38,76.678,34.834,55.855
5/29/2018,87.735,29.635,69.807,40.2,29.715,74.325,33.104,55.84
5/30/2018,84.183,30.518,67.102,38.25,28.697,71.701,33.153,56.155
5/31/2018,84.69,31.493,65.331,37.281,28.111,69.357,32.998,56.963
6/1/2018,76.26,30.609,65.823,38.059,28.033,69.968,33.148,56.194
6/4/2018,75.751,30.978,67.204,39.236,27.798,71.736,32.759,54.716
6/5/2018,78.074,31.374,67.793,38.973,27.978,72.126,33.102,53.758
6/6/2018,80.929,31.27,67.293,39.321,27.076,72.214,32.276,55.204
6/7/2018,84.029,30.806,66.475,39.557,27.876,70.541,33.011,56.664
6/8/2018,88.339,31.49,67.164,41.053,27.511,71.282,32.532,60.03
6/11/2018,84.701,31.615,66.51,40.862,27.582,69.837,32.819,64.875
6/12/2018,83.88,32.455,67.13,40.368,28.318,71.248,33.928,68.106
6/13/2018,82.505,32.869,70.264,40.507,29.381,72.778,37.025,68.087
6/14/2018,79.109,33.861,70.583,41.904,29,74.407,36.709,75.299
6/15/2018,78.019,34.985,71.994,42.059,31.563,75.875,39.012,79.841
6/18/2018,79.258,35.242,73.337,44.372,32.062,77.097,39.945,90.885
