Date,CS,UBS,Unicredit,BancoSantander,BNP,Intesa,SocGen,BBVA
1/1/2010,62.33,81.065,95.462,82.696,60.839,60.404,75.929,84.801
1/4/2010,59.482,79.917,92.358,79.021,59.543,57.563,75.817,81.109
1/5/2010,57.29,78.393,87.01,76.89,57.312,53.17,73.005,77.792
1/6/2010,55.647,75.315,85.842,75.081,56.081,52.145,69.713,75.309
1/7/2010,54.587,73.157,83.455,72.208,52.64,50.229,68.767,71.414
1/8/2010,53.922,70.813,78.574,71.345,52.432,49.603,66.65,70.493
1/11/2010,52.264,67.226,73.063,65.97,50.041,48.728,61.578,67.305
1/12/2010,55.682,69.59,77.574,71.416,53.347,54.252,63.932,71.883
1/13/2010,58.759,71.702,78.625,72.573,55.655,58.189,66.535,74.375
1/14/2010,60.808,75.314,81.25,76.94,56.285,62.559,66.891,78.403
1/15/2010,62.46,74.989,83.373,87.392,59.924,65.079,70.544,87.899
1/18/2010,65.89,80.248,86.598,87.778,61.194,65.462,70.906,89.661
1/19/2010,65.145,78.811,87.563,88.07,61.903,67.556,68.729,89.779
1/20/2010,66.716,82.536,98.456,102.754,63.592,81.21,72.62,103.475
1/21/2010,69.495,86.772,105.439,107.634,65.284,84.121,74.84,108.107
1/22/2010,72.68,90.883,107.889,110.723,69.493,85.988,79.498,109.35
1/25/2010,70.386,87.029,100.639,106.446,63.736,80.895,74.515,106.389
1/26/2010,68.084,83.721,101.264,106.832,62.922,80.474,72.941,106.522
1/27/2010,70.455,84.758,101.782,107.757,63.761,82.115,76.236,107.919
1/28/2010,71.375,89.635,109.099,113.04,68.058,86.581,85.701,114.092
1/29/2010,74.211,93.65,110.452,120.178,71.355,88.906,89.14,120.719
2/1/2010,77.229,99.154,107.975,125.079,72.297,83.911,91.866,124.596
2/2/2010,74.838,96.546,105.097,117.139,71.284,82.27,89.294,118.299
2/3/2010,74.838,97.099,108.964,125.939,72.856,86.616,90.518,125.767
2/4/2010,82.492,103.722,121.936,139.713,77.025,94.438,98.995,139.686
2/5/2010,85.258,107.341,124.934,136.9,79.485,95.776,101.446,137.534
2/8/2010,86.673,107.647,133.03,147.773,81.771,104.362,103.48,148.35
2/9/2010,85.917,107.842,134.358,144.381,83.016,98.29,103.337,144.78
2/10/2010,84.502,104.117,116.548,129.748,81.249,88.642,95.505,131.439
2/11/2010,82.498,104.021,112.549,128.792,79.96,86.492,95.703,128.836
2/12/2010,86.129,110.155,118.97,130.109,87.39,91.333,106.529,130.347
2/15/2010,87.317,109.374,118.71,130.944,88.29,91.321,107.373,131.104
2/16/2010,89.812,112.207,120.626,131.031,89.838,93.873,109.15,132.145
2/17/2010,86.252,109.432,115.942,126.547,87.73,90.269,106.243,128.14
2/18/2010,85.158,108.095,115.457,124.276,86.041,89.852,105.246,125.807
2/19/2010,82.82,104.273,111.058,119.87,83.087,86.574,102.604,120.205
2/22/2010,80.135,101.355,108.952,113.807,81.437,83.224,99.096,117.774
2/23/2010,81.569,102.515,110.922,117.142,83.684,83.982,101.939,118.997
2/24/2010,82.705,104.195,112.592,122.013,86.444,86.586,105.096,122.122
2/25/2010,85.422,106.072,116.291,125.738,85.186,88.303,105.678,125.951
2/26/2010,83.016,104.222,111.324,121.696,82.663,83.109,102.708,121.909
3/1/2010,80.226,102.19,106.414,115.898,79.667,80.894,98.736,117.998
3/2/2010,76.969,97.676,98.009,109.964,77.628,76.652,93.478,111.51
3/3/2010,76.442,95.635,95.515,101.656,76.007,74.343,91.499,108
3/4/2010,73.27,93.679,93.812,101.447,73.941,74.032,89.83,104.969
3/5/2010,71.677,88.704,92.142,99.536,73.756,72.532,88.545,100.876
3/8/2010,66.551,84.599,88.279,95.337,69.812,68.861,82.587,97.612
3/9/2010,68.053,86.069,89.19,98.47,70.037,69.363,83.356,100.945
3/10/2010,66.524,84.423,86.149,96.385,66.636,66.915,80.252,98.708
3/11/2010,67.878,84.959,87.182,96.632,67.04,66.905,81.152,99.957
3/12/2010,67.09,85.024,86.829,96.88,66.375,67.195,81.259,99.724
3/15/2010,69.222,86.589,87.008,99.726,68.837,69.797,83.611,102.195
3/16/2010,69.021,85.824,84.789,99.467,68.116,68.187,82.962,101.239
3/17/2010,67.459,82.86,80.968,95.627,66.481,65.955,79.85,95.863
3/18/2010,69.087,84.577,84.026,97.205,67.446,67.706,81.787,98.87
3/19/2010,70.956,87.579,85.57,98.767,69.192,70.356,84.052,100.583
3/22/2010,72.544,90.03,88.561,103.12,71.406,73.974,86.157,104.3
3/23/2010,73.739,88.564,88.459,102.869,72.668,72.238,85.191,105.48
3/24/2010,73.132,86.155,86.409,105.645,70.985,70.373,84.083,108.964
3/25/2010,73.548,87.931,87.918,106.868,70.62,71.031,84.65,109.195
3/26/2010,73.234,85.414,85.277,105.365,70.028,68.907,84.273,108.285
3/29/2010,72.546,87.612,83.812,105.302,69.059,68.073,82.871,108.327
3/30/2010,72.752,85.605,83.66,105.55,69.245,68.333,82.64,107.536
3/31/2010,74.211,86.162,84.614,107.145,70.186,69.424,84.201,109.254
4/1/2010,75.117,87.714,85.857,106.966,70.119,69.861,83.621,109.281
4/2/2010,73.315,85.985,84.493,103.313,68.745,69.172,82.813,106.847
4/5/2010,74.658,86.378,85.479,107.817,70.284,70.547,84.113,109.506
4/6/2010,77.744,87.017,85.487,107.164,70.181,71.378,83.463,110.538
4/7/2010,79.323,88.956,88.441,112.091,71.258,77.858,83.507,114.785
4/8/2010,80.554,90.071,90.496,116.043,73.625,77.224,87.445,120.317
4/9/2010,79.978,87.415,91.284,115.787,73.463,77.448,88.577,120.736
4/12/2010,75.137,83.614,86.028,113.485,71.696,73.497,84.88,119.647
4/13/2010,74.061,81.638,84.926,113.117,70.052,72.443,83.817,119.314
4/14/2010,74.057,79.098,86.311,117.125,70.945,73.63,83.67,124.135
4/15/2010,73.554,80.681,91.404,120.513,71.905,79.223,82.205,129.736
4/16/2010,74.144,82.063,93.186,122.979,73.022,81.045,84.591,133.896
4/19/2010,82.949,93.211,97.38,131.997,78.365,84.288,89.477,147.219
4/20/2010,79.9,95.72,94.22,130.851,77.068,81.378,87.829,147.481
4/21/2010,83.536,105.93,98.394,147.854,78.365,85.207,89.865,164.119
4/22/2010,91.942,121.132,109.196,157.873,86.849,97.332,100.157,181.202
4/23/2010,88.577,121.706,111.094,155.839,85.951,100.214,100.71,175.191
4/26/2010,92.145,126.731,116.891,169.542,92.291,103.919,110.367,188.338
4/27/2010,97.507,134.965,125.463,170.835,95.9,115.732,118.092,189.821
4/28/2010,109.182,139.643,134.733,177.347,105.598,116.061,139.441,192.662
4/29/2010,98.844,131.386,121.038,159.986,96.468,106.058,124.641,170.421
4/30/2010,96.46,128.097,118.714,147.827,94.127,102.618,120.003,159.287
5/3/2010,96.179,126.989,117.286,146.625,95.923,103.292,121.798,158.751
5/4/2010,109.969,137.19,140.792,176.691,114.375,116.243,139.708,185.916
5/5/2010,116.316,147.792,158.367,208.628,123.787,129.445,152.574,223.184
5/6/2010,131.849,162.87,180.417,240.441,138.956,160.084,185.558,257.624
5/7/2010,138.525,164.07,205.465,241.537,146.464,175.324,189.365,257.125
5/10/2010,104.256,141.935,147.713,157.507,107.072,132.752,136.713,177.932
5/11/2010,108.262,141.434,154.688,161.657,105.502,134.302,139.003,173.973
5/12/2010,99.482,124.369,137.561,129.955,93.163,121.666,122.15,143.025
5/13/2010,104.413,131.086,136.887,142.19,95.258,121.779,129.56,156.116
5/14/2010,117.111,143.119,155.88,169.32,108.174,135.319,140.695,181.239
5/17/2010,117.873,143.446,154.477,174.604,109.412,135.342,139.518,184.652
5/18/2010,119.344,140.598,153.891,174.557,107.718,130.914,139.333,183.032
5/19/2010,128.574,148.074,161.249,177.324,112.758,131.84,146.172,187.266
5/20/2010,135.975,155.83,170.875,188.851,119.23,145.257,153.832,201.724
5/21/2010,135.583,153.046,171.8,186.614,119.642,143.199,158.749,199.37
5/24/2010,130.432,150.8,165.591,189.912,118.963,139.68,153.295,205.61
5/25/2010,143.445,159.614,174.815,206.834,129.707,149.572,162.208,224.617
5/26/2010,137.414,153.38,172.861,207.358,125.234,145.578,152.208,221.207
5/27/2010,135.209,152.382,167.267,199.852,118.22,139.807,147.861,219.633
5/28/2010,130.379,149.741,164.28,184.488,115.104,134.412,144.422,215.064
5/31/2010,128.626,150.376,163.612,183.569,113.293,135.302,142.35,215.49
6/1/2010,133.767,155.453,172.693,201.339,117.573,145.542,147.6,237.594
6/2/2010,141.431,160.824,180.769,213.78,126.412,149.332,160.747,242.119
6/3/2010,142.18,158.571,179.32,212.451,123.704,149.44,156.464,242.106
6/4/2010,153.552,173.409,193.415,227.143,133.143,162.253,181.687,255.376
6/7/2010,160.74,178.365,214.125,234.091,138.115,172.099,185.857,265.548
6/8/2010,179.918,188.541,228.091,259.003,148.664,190.376,198.896,293.378
6/9/2010,174.691,184.119,220.13,237.635,137.808,180.963,182.084,281.84
6/10/2010,169.29,174.679,209.842,220.626,133.046,169.504,175.495,263.051
6/11/2010,153.939,168.061,176.267,189.335,124.048,142.976,168.365,225.092
6/14/2010,146.999,158.294,170.293,189.357,119.013,144.069,160.258,250.411
6/15/2010,150.191,161.113,172.632,194.504,118.849,146.739,153.058,255.63
6/16/2010,152.348,162.731,176.309,199.733,119.499,148.891,151.932,266.597
6/17/2010,147.318,155.328,168.698,180.563,112.284,139.988,145.454,243.335
6/18/2010,138.364,152.144,160.07,170.339,110.24,133.882,138.322,235.372
6/21/2010,129.228,144.459,144.893,160.077,102.357,125.896,120.96,211.864
6/22/2010,134.241,146.394,155.541,185.112,114.63,132.844,132.026,238.265
6/23/2010,139.489,154.411,161.336,194.875,119.516,138.471,138.064,243.915
6/24/2010,143.579,158.011,172.876,212.651,127.169,147.413,144.871,267.233
6/25/2010,143.244,157.6,173.919,207.431,130.683,146.881,148.797,263
6/28/2010,139.542,152.118,170.16,204.118,129.304,143.558,145.015,257.86
6/29/2010,144.574,158.127,173.142,212.387,134.955,146.094,151.523,274.277
6/30/2010,140.185,155.417,170.668,203.674,134.24,142.485,149.964,268.021
7/1/2010,138.844,153.744,167.409,200.078,129.46,138.783,144.286,260.07
7/2/2010,137.558,150.504,162.563,193.677,128.961,138.355,143.719,252.85
7/5/2010,136.289,148.19,161.523,190.372,127.435,132.769,140.301,249.431
7/6/2010,127.629,139.304,156.765,185.532,122.671,129.304,135.038,245.582
7/7/2010,128.372,139.473,157.543,185.613,122.84,128.113,133.828,244.348
7/8/2010,123.911,134.282,153.753,168.39,120.171,123.055,128.052,225.874
7/9/2010,115.442,128.743,139.307,159.535,109.406,112.813,117.37,195.764
7/12/2010,116.416,130.588,139.259,160.448,110.022,114.066,119.956,198.455
7/13/2010,113.607,128.498,138.489,158.158,109.144,112.979,120.248,195.649
7/14/2010,111.664,126.451,136.14,159.555,106.328,114.124,117.627,195.177
7/15/2010,111.875,127.118,138.983,163.919,108.192,115.518,119.043,199.143
7/16/2010,110.62,126.111,144.993,162.083,110.847,116.76,122.626,192.145
7/19/2010,112.797,128.369,149.559,171.25,112.311,122.206,124.185,202.145
7/20/2010,110.658,127.513,149.685,169.956,113.156,122.701,124.188,201.946
7/21/2010,109.479,123.532,145.244,165.253,111.22,117.462,121.173,194.932
7/22/2010,106.094,121.035,143.609,156.808,108.125,114.863,118.465,192.186
7/23/2010,102.881,113.592,138.71,151.948,104.14,112.174,114.264,185.08
7/26/2010,95.573,104.239,132.466,140.41,93.653,105.011,106.861,167.502
7/27/2010,86.069,94.352,123.956,127.828,81.03,95.817,97.614,152.763
7/28/2010,88.69,98.336,130.927,132.785,85.21,102.704,102.432,160.852
7/29/2010,88.028,97.733,130.507,130.577,84.798,101.761,100.584,156.534
7/30/2010,88.6,98.388,133.796,140.605,86.457,102.495,96.601,164.656
8/2/2010,86.64,98.028,129.526,137.536,83.269,97.341,96.132,163.336
8/3/2010,84.939,93.704,122.121,130.864,77.661,92.493,91.983,158.387
8/4/2010,84.731,95.027,121.503,133.879,79.907,94.358,93.837,160.932
8/5/2010,86.916,97.824,124.771,136.781,82.001,100.959,95.685,165.04
8/6/2010,90.123,98.331,127.629,139.249,83.803,106.737,95.554,169.132
8/9/2010,91.738,100.464,128.434,141.28,83.054,110.889,98.645,171.097
8/10/2010,93.108,102.324,136.869,144.238,87.482,113.724,104.112,177.416
8/11/2010,97.165,105.445,148.513,158.765,95.945,121.197,118.045,189.677
8/12/2010,98.697,106.425,147.07,158.426,96.871,122.443,122.212,192.177
8/13/2010,96.662,105.296,143.237,159.511,94.617,119.704,116.214,192.198
8/16/2010,97.076,105.699,144.071,160.98,98.165,121.796,124.732,194.287
8/17/2010,96.039,103.965,139.419,157.343,96.093,116.938,122.063,186.86
8/18/2010,92.918,100.163,137.514,153.501,94.01,116.544,119.099,183.488
8/19/2010,93.285,100.74,135.779,153.557,91.738,116.911,119.591,183.214
8/20/2010,96.75,105.162,142.23,161.047,96.452,121.562,124.47,191.5
8/23/2010,96.455,105.386,141.851,157.504,95.223,119.948,122.621,188.999
8/24/2010,99.092,108.637,147.731,165.173,97.222,127.633,124.14,193.84
8/25/2010,105.063,110.481,155.979,168.833,105.351,137.787,129.908,203.503
8/26/2010,104.801,109.96,159.333,172.243,105.565,140.282,130.66,214.669
8/27/2010,107.439,114.102,163.477,178.176,108.038,142.783,133.878,217.588
8/30/2010,106.83,114.137,161.962,178.467,106.889,144.408,132.49,218.635
8/31/2010,109.601,115.153,164.769,179.463,110.026,146.955,135.342,219.044
9/1/2010,103.095,108.496,154.906,171.128,104.234,136.697,128.073,210.29
9/2/2010,99.87,104.957,152.787,165.744,100.692,131.157,123.147,204.615
9/3/2010,92.834,100.684,142.145,155.646,95.948,120.271,117.189,190.861
9/6/2010,92.817,100.065,139.474,161.293,96.735,116.023,118.629,193.483
9/7/2010,101.578,104.206,153.827,170.13,102.88,128.287,125.513,203.854
9/8/2010,102.838,105.369,155.129,176.14,103.59,129.367,124.286,209.389
9/9/2010,101.205,103.967,149.924,171.63,101.512,126.835,121.396,205.833
9/10/2010,102.035,103.179,146.251,169.358,99.971,124.515,118.683,208.676
9/13/2010,96.177,97.248,139.998,163.64,94.428,116.913,111.287,198.616
9/14/2010,98.819,100.162,144.642,171.131,95.791,122.269,113.87,206.369
9/15/2010,98.261,100.495,146.11,172.201,95.46,125.503,112.977,204.948
9/16/2010,98.482,99.668,145.142,169.547,95.686,122.297,112.47,203.549
9/17/2010,97.683,100.456,143.969,169.819,95.058,123.133,112.365,202.503
9/20/2010,101.224,102.809,148.602,172.47,99.753,126.483,116.772,207.546
9/21/2010,101.603,104.197,150.054,172.846,102.833,128.056,119.753,207.475
9/22/2010,108.454,110.576,158.393,180.339,108.887,135.99,125.421,213.5
9/23/2010,110.878,113.067,163.155,185.181,110.329,140.361,128.767,219.379
9/24/2010,109.307,111.195,161.93,180.017,109.423,138.523,129.346,214.256
9/27/2010,109.075,111.284,161.218,180.695,108.585,139.022,128.347,215.381
9/28/2010,111.307,112.882,163.355,190.169,110.126,140.811,130.592,228.371
9/29/2010,108.887,111.357,161.528,185.031,108.983,138.671,128.94,224.494
9/30/2010,105.82,107.845,156.984,180.42,103.897,134.401,124.637,218.542
10/1/2010,102.002,103.313,151.154,173.024,97.174,130.27,119.368,209.125
10/4/2010,100.734,101.28,148.055,170.96,96.227,128.493,117.861,206.356
10/5/2010,98.614,99.47,147.388,168.055,95.11,128.448,117.625,205.884
10/6/2010,94.66,96.628,144.878,164.156,90.177,125.453,113.748,199.588
10/7/2010,96.002,96.191,145.061,163.339,92.438,125.768,113.939,196.626
10/8/2010,92.351,92.631,139.394,156.297,90.976,120.182,110.924,189.082
10/11/2010,90.13,90.732,134.786,152.42,85.054,115.735,106.002,184.696
10/12/2010,90.424,90.229,134.578,152.176,84.983,117.503,104.957,184.136
10/13/2010,85.588,85.225,127.754,144.989,81.007,109.929,100.515,175.753
10/14/2010,88.693,88.429,130.528,150.412,84.7,113.718,106.195,176.892
10/15/2010,93.1,93.22,132.396,150.599,88.374,115.639,105.799,177.789
10/18/2010,96.558,94.584,135.386,152.785,90.831,117.737,110.03,175.488
10/19/2010,93.251,94.247,133.243,151.362,90.024,115.605,111.154,174.933
10/20/2010,95.383,95.367,137.365,153.238,92.229,121.403,111.981,176.477
10/21/2010,92.941,93.391,135.61,151.321,90.329,120.011,109.748,174.569
10/22/2010,92.942,93.634,135.636,151.066,90.104,119.281,110.449,174.679
10/25/2010,92.295,92.075,131.572,145.641,86.856,115.778,106.893,167.316
10/26/2010,92.08,92.033,131.3,145.246,87.042,115.719,107.3,167.754
10/27/2010,92.484,91.287,134.794,149.106,87.281,120.969,107.807,172.001
10/28/2010,92.388,91.855,135.25,150.978,88.626,120.345,108.03,174.405
10/29/2010,91.351,91.904,135.176,154.027,90.298,120.827,109.619,178.621
11/1/2010,93.263,93.002,139.998,155.476,90.073,125.283,115.336,180.611
11/2/2010,93.307,93.523,139.281,160.11,92.211,128.008,117.06,187.161
11/3/2010,96.421,96.666,149.225,167.952,95.451,134.269,125.644,194.39
11/4/2010,94.941,94.782,143.738,165.976,93.952,131.271,123.927,189.83
11/5/2010,93.248,93.578,145.47,173.828,95.054,134.385,124.535,203.384
11/8/2010,95.552,95.371,147.595,186.598,98.746,139.815,128.564,213.339
11/9/2010,93.292,93.709,148.191,185.053,99.96,137.385,131.566,213.235
11/10/2010,96.992,96.671,149.76,192.301,101.437,140.85,135.966,220.877
11/11/2010,99.82,100.312,155.647,199.731,107.509,144.228,144.187,229.076
11/12/2010,97.615,97.328,149.195,193.975,103.946,135.888,140.513,215.579
11/15/2010,94.562,95.231,146.673,183.812,101.699,130.44,137.611,202.634
11/16/2010,94.768,95.438,146.496,183.14,102.736,131.509,140.478,207.253
11/17/2010,92.167,92.195,140.241,181.964,100.743,127.052,137.951,202.546
11/18/2010,86.228,87.52,133.942,180.407,96.841,125.829,133.339,198.862
11/19/2010,88.292,88.208,141.917,193.601,100.504,133.235,138.124,210.032
11/22/2010,92.383,92.548,146.731,205.067,102.628,138.425,143.617,218.602
11/23/2010,96.896,98.2,160.079,220.553,109.384,148.316,154.835,243.682
11/24/2010,98.652,99.322,160.064,226.134,106.831,148.192,154.002,241.553
11/25/2010,98.658,99.322,166.142,234.096,110.45,152.571,158.946,247.025
11/26/2010,103.11,103.438,176.693,252.064,112.802,157.614,163.538,258.531
11/29/2010,102.239,104.007,177.259,247.423,117.368,162.957,168.258,258.086
11/30/2010,103.483,105.906,190.315,241.953,125.23,171.628,174.792,257.121
12/1/2010,99.053,100.727,179.19,228.136,114.223,156.926,157.637,238.513
12/2/2010,95.703,97.244,171.803,197.289,105.265,145.929,149.079,206.705
12/3/2010,93.144,92.814,166.029,193.748,95.401,142.619,141.232,200.194
12/6/2010,95.155,95.615,173.016,209.602,99.339,147.395,145.297,216.132
12/7/2010,92.793,92.956,170.731,212.049,97.589,143.447,143.513,218.196
12/8/2010,92.608,92.771,172.761,212.92,97.765,143.163,144.013,219.66
12/9/2010,93.689,93.81,180.19,222.151,99.754,143.28,144.737,227.759
12/10/2010,95.477,96.154,181.723,234.795,100.343,149.033,147.981,243.095
12/13/2010,97.016,97.728,184.791,233.118,102.292,150.405,150.071,246.582
12/14/2010,95.047,95.723,183.715,228.454,100.627,146.453,143.343,240.725
12/15/2010,93.409,93.434,175.9,224.358,99.343,138.616,138.909,235.716
12/16/2010,94.724,94.723,176.834,227.8,100.271,140.232,141.011,240.724
12/17/2010,97.444,97.405,181.65,239.625,102.615,146.772,145.48,251.335
12/20/2010,99.563,99.617,190.223,246.02,107.559,150.501,152.122,261.642
12/21/2010,99.998,99.927,190.938,246.556,108.864,154.206,153.209,263.032
12/22/2010,99.886,99.944,190.976,247.057,108.537,153.263,153.053,264.76
12/23/2010,100.162,100.162,190.527,244.326,110.23,152.95,154.435,260.067
12/24/2010,100.163,100.327,190.578,244.336,110.231,152.947,154.383,260.584
12/27/2010,100.198,100.363,190.614,246.032,107.828,152.885,153.418,265.293
12/28/2010,100.165,100.33,190.556,245.76,107.727,152.837,153.369,265.018
12/29/2010,100.221,100.244,192.176,247.566,107.888,154.252,153.468,264.581
12/30/2010,100.343,100.343,194.16,248.082,112.013,153.494,157.307,264.554
12/31/2010,100.054,100.132,195.938,248.123,113.432,153.961,158.529,265.086
1/3/2011,99.67,99.736,193.167,247.183,111.731,153.348,157.23,264.802
1/4/2011,98.314,98.688,187.544,240.263,108.489,148.857,153.777,261.619
1/5/2011,98.664,98.664,190.33,254.943,115.894,154.434,158.535,273.008
1/6/2011,103.417,105.134,211.123,274.728,126.986,186.873,173.106,294.976
1/7/2011,106.397,106.893,222.561,283.998,134.342,192.125,181.166,305.261
1/10/2011,114.81,112.386,233.152,292.159,137.23,202.423,188.105,314.127
1/11/2011,110.617,109.604,229.23,279.547,130.728,195.561,177.539,300.605
1/12/2011,100.725,98.045,213.619,262.455,124.025,188.061,166.86,282.364
1/13/2011,98.303,96.668,199.759,257.914,119.45,182.285,160.146,272.039
1/14/2011,99.985,98.308,211.477,279.907,123.183,194.266,165.535,294.903
1/17/2011,100.616,99.632,215.123,287.531,123.715,201.152,166.442,301.277
1/18/2011,98.57,98.222,219.833,281.166,118.017,195.494,161.469,289.153
1/19/2011,95.709,94.817,204.709,266.033,112.697,190.115,152.461,276.046
1/20/2011,93.952,93.305,205.987,252.378,112.017,187.293,152.235,261.569
1/21/2011,91.099,88.698,200.859,250.329,108.444,182.751,151.466,256.618
1/24/2011,89.475,87.179,188.102,238.917,104.78,175.441,145.205,241.931
1/25/2011,90.67,87.453,198.069,248.705,109.459,183.643,145.377,252.511
1/26/2011,89.258,87.072,194.728,245.454,107.609,181.985,146.736,251.542
1/27/2011,95.234,92.949,210.119,256.579,115.205,185.173,158.413,263.582
1/28/2011,90.698,89.723,194.731,245.185,109.37,181.591,154.029,254.429
1/31/2011,88.564,87.82,188.43,239.127,107.373,176.586,149.916,245.979
2/1/2011,87.078,85.775,182.549,222.83,102.933,169.927,142.584,229.101
2/2/2011,86.33,85.745,183.134,226.046,100.454,168.026,138.562,235.061
2/3/2011,89.735,88.145,185.864,223.474,104.068,172.574,141.19,232.977
2/4/2011,88.187,87.195,184.863,207.7,102.363,171.545,140.097,219.602
2/7/2011,88.389,87.696,183.929,215.071,101.715,171.304,138.437,225.681
2/8/2011,90.408,91.413,188.446,218.618,104.637,174.776,143.653,236.037
2/9/2011,88.335,88.682,187.655,215.384,101.34,170.432,133.348,231.39
2/10/2011,91.894,90.325,191.084,222.828,100.947,174.797,135.391,239.005
2/11/2011,92.005,90.165,194.589,231.072,101.01,175.181,137.059,246.325
2/14/2011,92.924,91.249,206.37,237.019,101.219,182.148,137.976,256.051
2/15/2011,92.087,91.921,202.901,237.651,100.317,178.418,135.554,255.018
2/16/2011,87.361,87.549,197.349,220.547,94.219,172.34,126.765,234.715
2/17/2011,87.715,87.715,196.675,224.789,94.17,169.97,125.124,235.945
2/18/2011,87.992,88.713,196,236.843,95.022,170.432,126.173,250.236
2/21/2011,88.65,89.314,197.343,241.794,97.597,176.415,128.793,255.294
2/22/2011,89.756,90.536,198.396,239.639,98.923,176.647,131.082,252.184
2/23/2011,89.403,89.912,198.073,238.783,98.997,176.095,130.854,252.101
2/24/2011,90.716,90.744,202.912,240.51,100.501,178.775,132.806,255.512
2/25/2011,90.495,90.434,201.005,236.562,100.484,170.827,132.795,252.848
2/28/2011,88.465,88.252,192.101,225.88,97.862,166.402,129.263,243.3
3/1/2011,86.02,86.2,185.075,220.273,95.893,162.329,127.295,233.042
3/2/2011,86.81,86.845,186.964,223.618,97.252,165.707,131.042,235.212
3/3/2011,85.548,85.958,185.833,222.801,95.279,163.218,128.644,236.799
3/4/2011,85.67,85.601,183.33,229.88,96.431,165.94,131.082,246.839
3/7/2011,87.165,87.165,189.812,237.282,99.11,168.743,135.328,257.537
3/8/2011,86.751,86.55,191.216,235.035,99.12,170.686,136.093,253.283
3/9/2011,87.913,87.769,194.734,238.857,100.791,173.558,141.433,257.743
3/10/2011,88.604,88.939,200.279,245.349,103.628,176.722,145.348,266.367
3/11/2011,90.24,90.575,206.426,255.296,105.432,182.202,150.638,275.898
3/14/2011,87.816,87.291,198.699,231.64,100.879,172.296,144.598,254.565
3/15/2011,89.179,88.848,200.567,228.313,102.771,174.322,144.758,249.692
3/16/2011,87.642,87.144,196.008,223.701,99.815,172.343,139.358,241.265
3/17/2011,85.146,85.147,192.117,209.385,98.084,167.282,137.413,222.919
3/18/2011,83.572,83.904,186.142,203.803,94.19,160.215,133.347,219.451
3/21/2011,81.949,81.697,179.724,200.22,91.422,156.076,128.221,213.007
3/22/2011,83.091,82.828,184.623,202.961,92.755,162.26,130.108,217.919
3/23/2011,85.87,85.818,190.296,206.115,95.182,168.029,134.132,222.069
3/24/2011,85.69,85.857,186.851,198.018,94.789,164.063,132.34,212.263
3/25/2011,85.961,85.63,186.073,199.629,94.994,162.475,130.36,209.224
3/28/2011,86.701,86.701,185.809,195.683,94.481,162.822,131.003,207.112
3/29/2011,88.583,86.069,179.907,187.689,93.687,159.228,129.428,197.026
3/30/2011,89.626,87.951,181.885,194.89,95.384,160.236,130.301,204.071
3/31/2011,90.694,89.356,185.764,201.618,98.51,163.064,130.103,213.52
4/1/2011,88.571,86.896,175.206,191.726,92.654,149.293,122.597,202.095
4/4/2011,87.019,85.472,168.59,184.807,90.452,143.688,119.551,194.2
4/5/2011,86.852,85.566,161.63,181.612,89.378,136.577,118.276,191.32
4/6/2011,84.39,83.305,147.465,165.79,85.202,128.278,109.593,175.372
4/7/2011,84.035,83.035,149.538,166.559,85.198,127.324,109.475,181.289
4/8/2011,83.258,82.016,146.941,164.193,86.074,126.765,108.419,177.386
4/11/2011,82.809,81.776,145.858,162.295,84.877,124.804,107.446,175.546
4/12/2011,84.014,83.856,148.988,167.407,88.115,130.746,110.971,182.833
4/13/2011,85.541,84.614,151.261,177.536,88.974,132.617,112.097,188.256
4/14/2011,87.637,85.928,158.371,184.994,95.658,137.228,116.207,196.669
4/15/2011,89.585,89.588,163.127,190.33,96.98,141.991,120.782,202.817
4/18/2011,91.622,89.945,166.781,209.081,105.531,147.983,127.917,224.432
4/19/2011,89.203,88.917,161.642,199.268,103.722,140.535,124.587,213.376
4/20/2011,86.003,86.639,154.466,189.627,96.766,133.818,120.311,204.297
4/21/2011,89.683,89.527,160.807,197.547,97.854,138.856,122.669,210.672
4/22/2011,89.326,88.824,160.873,196.952,97.843,137.821,122.704,211.663
4/25/2011,88.275,87.764,156.627,195.552,98.3,138.441,121.491,210.426
4/26/2011,88.216,88.378,157.16,199.694,99.378,138.42,124.644,216.294
4/27/2011,88.29,88.264,159.655,198.121,99.905,140.041,124.882,212.947
4/28/2011,86.438,86.438,155.4,187.453,97.125,133.544,122.461,203
4/29/2011,86.272,86.252,155.142,187.242,96.965,133.285,122.069,202.322
5/2/2011,86.108,86.086,154.839,186.878,96.801,133.049,121.834,201.959
5/3/2011,85.391,85.411,152.441,185.706,95.97,132.128,119.856,200.644
5/4/2011,85.343,84.943,144.161,182.361,94.215,127.107,120.914,196.023
5/5/2011,85.603,85.166,147.237,189.332,96.963,129.712,122.288,202.773
5/6/2011,85.584,85.113,148.208,201.405,96.512,132.112,121.615,213.609
5/9/2011,87.407,86.797,150.443,210.525,99.815,137.795,125.827,215.995
5/10/2011,86.296,86.629,147.409,207.103,98.287,136.193,119.995,220.254
5/11/2011,86.026,86.072,145.371,204.264,97.312,134.584,120.013,216.308
5/12/2011,86.275,86.479,145.16,206.13,99.479,133.591,120.578,219.849
5/13/2011,85.455,85.465,141.198,208.368,99.846,129.527,120.56,220.61
5/16/2011,86.214,86.243,142.385,206.352,100.093,130.101,120.537,217.456
5/17/2011,88.219,88.339,145.079,209.969,100.666,131.324,124.088,223.853
