Date,EZ-2,EZ-5,EZ-10,US-2,US-5,US-10
12/19/2016,1.098,1.1625,1.4475,2.261,2.052,2.297
12/20/2016,1.131,1.1475,1.437,2.249,2.0575,2.281
12/21/2016,1.138,1.1375,1.417,2.236,2.124,2.2375
12/22/2016,1.139,1.1232,1.4037,2.235,2.1175,2.198
12/23/2016,1.14,1.1475,1.395,2.13,2.162,2.205
12/26/2016,1.1377,1.174,1.41,2.1025,2.177,2.253
12/27/2016,1.138,1.1813,1.44,2.093,2.189,2.262
12/28/2016,1.16,1.1825,1.4475,2.0625,2.177,2.299
12/29/2016,1.163,1.18,1.4462,2.13,2.151,2.312
12/30/2016,1.1775,1.18,1.4462,2.137,2.168,2.3175
1/2/2017,1.17,1.18,1.4462,2.147,2.165,2.332
1/3/2017,1.1988,1.195,1.445,2.145,2.189,2.314
1/4/2017,1.189,1.195,1.4587,2.145,2.191,2.287
1/5/2017,1.185,1.205,1.4587,2.1225,2.18,2.2975
1/6/2017,1.188,1.2027,1.47,2.109,2.186,2.295
1/9/2017,1.17,1.2375,1.469,2.093,2.1675,2.32
1/10/2017,1.1763,1.22,1.5025,2.082,2.178,2.318
1/11/2017,1.185,1.2125,1.4925,2.087,2.207,2.291
1/12/2017,1.183,1.2175,1.48,2.095,2.202,2.295
1/13/2017,1.195,1.2013,1.488,2.094,2.205,2.28
1/16/2017,1.201,1.2063,1.475,2.11,2.1975,2.292
1/17/2017,1.212,1.2137,1.4825,2.1,2.189,2.317
1/18/2017,1.221,1.205,1.485,2.0888,2.2,2.31
1/19/2017,1.23,1.2125,1.473,2.11,2.219,2.305
1/20/2017,1.2575,1.2175,1.477,2.0875,2.233,2.305
1/23/2017,1.27,1.2213,1.475,2.0863,2.197,2.294
1/24/2017,1.2712,1.2338,1.474,2.073,2.2175,2.293
1/25/2017,1.26,1.235,1.484,2.038,2.24,2.337
1/26/2017,1.2775,1.2625,1.48,2.035,2.253,2.342
1/27/2017,1.287,1.2784,1.506,2.037,2.2625,2.3025
1/30/2017,1.2875,1.2849,1.52,1.913,2.25,2.33
1/31/2017,1.2975,1.275,1.53,1.875,2.25,2.346
2/1/2017,1.3025,1.295,1.518,1.8375,2.264,2.362
2/2/2017,1.288,1.305,1.539,1.85,2.271,2.366
2/3/2017,1.29,1.3075,1.5487,1.8888,2.269,2.35
2/6/2017,1.2738,1.3225,1.545,1.91,2.236,2.332
2/7/2017,1.279,1.32,1.5575,1.945,2.1925,2.338
2/8/2017,1.283,1.3,1.5525,1.92,2.15,2.3375
2/9/2017,1.276,1.2975,1.539,1.89,2.165,2.344
2/10/2017,1.287,1.29,1.535,1.863,2.182,2.316
2/13/2017,1.298,1.2925,1.5225,1.859,2.168,2.29
2/14/2017,1.295,1.2925,1.525,1.8325,2.169,2.252
2/15/2017,1.305,1.2875,1.52,1.809,2.237,2.293
2/16/2017,1.3075,1.2987,1.52,1.815,2.22,2.304
2/17/2017,1.302,1.301,1.5313,1.807,2.193,2.3
2/20/2017,1.305,1.298,1.534,1.797,2.193,2.303
2/21/2017,1.306,1.3075,1.53,1.785,2.2025,2.34
2/22/2017,1.282,1.3088,1.535,1.8125,2.206,2.307
2/23/2017,1.298,1.301,1.538,1.841,2.21,2.302
2/24/2017,1.2825,1.3037,1.5325,1.805,2.18,2.297
2/27/2017,1.2725,1.3025,1.534,1.815,2.1875,2.298
2/28/2017,1.268,1.275,1.534,1.803,2.169,2.305
3/1/2017,1.14,1.275,1.506,1.784,2.2,2.305
3/2/2017,1.1413,1.25,1.506,1.854,2.18,2.275
3/3/2017,1.144,1.235,1.481,1.87,2.209,2.283
3/6/2017,1.125,1.2425,1.467,1.89,2.194,2.268
3/7/2017,1.1275,1.1943,1.469,1.8775,2.1975,2.291
3/8/2017,1.1413,1.1975,1.446,1.904,2.174,2.277
3/9/2017,1.123,1.1953,1.452,1.9125,2.169,2.29
3/10/2017,1.1175,1.1775,1.449,1.88,2.168,2.279
3/13/2017,1.108,1.1862,1.425,1.89,2.1675,2.286
3/14/2017,1.0875,1.205,1.43,1.874,2.131,2.265
3/15/2017,1.083,1.2012,1.45,1.874,2.175,2.275
3/16/2017,1.083,1.203,1.4563,1.871,2.175,2.288
3/17/2017,1.074,1.2012,1.463,1.85,2.176,2.289
3/20/2017,1.0413,1.1937,1.46,1.87,2.163,2.272
3/21/2017,1.02,1.1975,1.451,1.859,2.145,2.3
3/22/2017,0.968,1.2025,1.4475,1.8313,2.14,2.302
3/23/2017,0.963,1.2,1.45,1.79,2.13,2.294
3/24/2017,0.99,1.1813,1.445,1.62,2.144,2.276
3/27/2017,0.9838,1.17,1.428,1.65,2.148,2.256
3/28/2017,0.979,1.1225,1.421,1.66,2.144,2.259
3/29/2017,0.988,1.125,1.375,1.6775,2.143,2.252
3/30/2017,0.985,1.15,1.375,1.65,2.135,2.25
3/31/2017,0.983,1.1387,1.4,1.64,2.1325,2.273
4/3/2017,0.93,1.1362,1.39,1.675,2.116,2.265
4/4/2017,0.95,1.1462,1.38,1.685,2.116,2.259
4/5/2017,0.97,1.125,1.38,1.715,2.121,2.258
4/6/2017,0.9838,1.114,1.36,1.755,2.119,2.268
4/7/2017,1,1.115,1.339,1.7975,2.103,2.254
4/10/2017,1.011,1.0998,1.345,1.79,2.09,2.257
4/11/2017,0.994,1.1137,1.3375,1.8,2.073,2.265
4/12/2017,1.0138,1.125,1.355,1.83,2.094,2.25
4/13/2017,1.0163,1.127,1.365,1.83,2.09,2.242
4/14/2017,1.015,1.128,1.366,1.8075,2.09,2.2275
4/17/2017,1.015,1.108,1.3675,1.8125,2.055,2.205
4/18/2017,1.016,1.12,1.355,1.7725,2.002,2.223
4/19/2017,1.022,1.11,1.358,1.758,2,2.2275
4/20/2017,1.019,1.11,1.345,1.744,2.0175,2.226
4/21/2017,1.035,1.11,1.344,1.76,2.001,2.211
4/24/2017,1.035,1.1112,1.344,1.78,2.033,2.166
4/25/2017,1.013,1.114,1.348,1.743,2.067,2.1725
4/26/2017,1.028,1.1125,1.35,1.751,2.046,2.149
4/27/2017,1.033,1.1337,1.35,1.7625,2.048,2.1475
4/28/2017,1.051,1.1573,1.369,1.7725,2.038,2.1825
5/1/2017,1.0525,1.135,1.394,1.76,2.031,2.213
5/2/2017,1.0575,1.1462,1.373,1.7425,1.995,2.22
5/3/2017,1.056,1.1625,1.379,1.7538,1.995,2.2175
5/4/2017,1.036,1.1783,1.39,1.777,1.96,2.206
5/5/2017,1.01,1.1775,1.4025,1.805,1.982,2.212
5/8/2017,0.983,1.1925,1.4025,1.8325,1.986,2.182
5/9/2017,0.987,1.1973,1.423,1.835,1.97,2.167
5/10/2017,1.0138,1.188,1.4213,1.84,1.9875,2.156
5/11/2017,1.0225,1.17,1.4125,1.84,2.0175,2.159
5/12/2017,1.015,1.15,1.3962,1.8413,1.962,2.1525
5/15/2017,1.04,1.1537,1.375,1.845,1.959,2.145
5/16/2017,1.048,1.1787,1.3875,1.867,1.946,2.143
5/17/2017,1.055,1.1725,1.4075,1.87,1.922,2.169
5/18/2017,1.045,1.1625,1.4012,1.885,1.9,2.129
5/19/2017,1.038,1.1693,1.3888,1.8838,1.962,2.121
5/22/2017,1.044,1.17,1.392,1.875,1.966,2.104
5/23/2017,1.059,1.1725,1.39,1.822,1.981,2.0815
5/24/2017,1.0625,1.1675,1.387,1.788,1.96,2.098
5/25/2017,1.045,1.17,1.3775,1.785,1.9425,2.126
5/26/2017,1.0275,1.1737,1.3787,1.7988,1.94,2.111
5/29/2017,1.0262,1.185,1.3837,1.79,1.948,2.122
5/30/2017,1.0325,1.185,1.3938,1.788,1.977,2.098
5/31/2017,1.011,1.1725,1.39,1.78,1.971,2.09
6/1/2017,1.14,1.15,1.374,1.788,1.978,2.098
6/2/2017,1.13,1.15,1.3575,1.788,1.96,2.098
6/5/2017,1.128,1.155,1.359,1.8038,1.955,2.108
6/6/2017,1.115,1.1438,1.3625,1.793,1.944,2.1125
6/7/2017,1.0837,1.1962,1.353,1.812,1.93,2.112
6/8/2017,1.074,1.1988,1.3825,1.81,1.936,2.096
6/9/2017,1.06,1.21,1.3875,1.83,1.936,2.082
6/12/2017,1.07,1.2,1.395,1.85,1.903,2.0665
6/13/2017,1.08,1.1813,1.3875,1.875,1.9,2.062
6/14/2017,1.06,1.171,1.3725,1.859,1.805,2.069
6/15/2017,1.0325,1.168,1.367,1.87,1.795,2.078
6/16/2017,1.0413,1.1625,1.3612,1.876,1.783,2.05
6/19/2017,1.033,1.1725,1.36,1.897,1.784,2.052
6/20/2017,1.0088,1.1525,1.3675,1.924,1.7618,1.994
6/21/2017,1,1.1262,1.35,1.934,1.775,1.961
6/22/2017,1,1.1337,1.3275,1.955,1.794,1.956
6/23/2017,1.013,1.1225,1.3337,2.0025,1.82,1.96
6/26/2017,1.025,1.0988,1.325,2.025,1.848,1.95
6/27/2017,1.045,1.0923,1.304,2.045,1.877,1.957
6/28/2017,1.055,1.0823,1.3,2.0462,1.9,1.9875
6/29/2017,1.078,1.11,1.3,2.04,1.8879,1.997
6/30/2017,1.0763,1.12,1.32,2.0325,1.897,2.021
7/3/2017,1.045,1.1337,1.331,2.054,1.927,2.05
7/4/2017,1.0575,1.14,1.34,2.079,1.926,2.071
7/5/2017,1.0413,1.1698,1.35,2.081,1.927,2.071
7/6/2017,1.073,1.1725,1.38,2.1,1.929,2.056
7/7/2017,1.07,1.1598,1.38,2.086,1.911,2.078
7/10/2017,1.075,1.174,1.3687,2.0763,1.892,2.076
7/11/2017,1.075,1.17,1.38,2.0513,1.89,2.077
7/12/2017,1.0825,1.1862,1.3725,2.0437,1.902,2.084
7/13/2017,1.0712,1.195,1.38,2.0449,1.921,2.063
7/14/2017,1.065,1.1993,1.39,2.066,1.906,2.061
7/17/2017,1.0612,1.2,1.395,2.065,1.9121,2.069
7/18/2017,1.07,1.2087,1.395,2.07,1.924,2.073
7/19/2017,1.0712,1.2013,1.405,2.075,1.948,2.088
7/20/2017,1.0712,1.1969,1.395,2.095,1.923,2.089
7/21/2017,1.05,1.1925,1.388,2.078,1.902,2.09
7/24/2017,1.0475,1.2013,1.3825,2.0387,1.9028,2.095
7/25/2017,1.069,1.2025,1.3913,2.015,1.934,2.103
7/26/2017,1.0725,1.2075,1.395,1.99,1.9455,2.074
7/27/2017,1.0775,1.185,1.3962,2.0024,1.957,2.077
7/28/2017,1.1062,1.183,1.3737,2.0075,1.96,2.084
7/31/2017,1.109,1.2075,1.371,2.0187,1.9533,2.104
8/1/2017,1.2038,1.211,1.39,2.0337,1.933,2.098
8/2/2017,1.2,1.2225,1.395,2.0399,1.9378,2.111
8/3/2017,1.1912,1.2463,1.4,2.05,1.9303,2.119
8/4/2017,1.19,1.2625,1.425,2.06,1.968,2.115
8/7/2017,1.193,1.3162,1.44,2.09,1.975,2.102
8/8/2017,1.1888,1.31,1.4662,2.095,2.005,2.096
8/9/2017,1.1888,1.3,1.4575,2.1,2.0035,2.094
8/10/2017,1.1975,1.3032,1.445,2.113,1.979,2.103
8/11/2017,1.185,1.3062,1.444,2.1,1.9353,2.109
8/14/2017,1.186,1.2937,1.45,2.103,1.904,2.145
8/15/2017,1.18,1.2825,1.4475,2.109,1.9133,2.135
8/16/2017,1.1775,1.282,1.44,2.0925,1.914,2.123
8/17/2017,1.17,1.27,1.443,2.09,1.912,2.1
8/18/2017,1.1663,1.271,1.435,2.0725,1.903,2.081
8/21/2017,1.17,1.263,1.435,2.0674,1.894,2.085
8/22/2017,1.1687,1.2625,1.43,2.0412,1.909,2.085
8/23/2017,1.162,1.253,1.43,2.0162,1.914,2.0865
8/24/2017,1.1613,1.248,1.425,2.03,1.905,2.078
8/25/2017,1.1613,1.2475,1.42,2.015,1.897,2.076
8/28/2017,1.162,1.24,1.4175,2.005,1.903,2.079
8/29/2017,1.1575,1.238,1.4125,1.985,1.8893,2.075
8/30/2017,1.1675,1.2362,1.409,1.965,1.898,2.082
8/31/2017,1.174,1.2412,1.409,1.9662,1.929,2.07
9/1/2017,1.188,1.2425,1.414,1.9675,1.941,2.067
9/4/2017,1.19,1.235,1.4138,1.97,1.936,2.06
9/5/2017,1.203,1.2475,1.4125,1.955,1.927,2.06
9/6/2017,1.212,1.2512,1.4225,1.928,1.948,2.082
9/7/2017,1.2063,1.2625,1.4275,1.9062,1.948,2.088
9/8/2017,1.2038,1.2675,1.438,1.925,1.9728,2.091
9/11/2017,1.208,1.2725,1.4362,1.9512,1.9978,2.08
9/12/2017,1.2163,1.27,1.439,1.9425,2.0085,2.094
9/13/2017,1.225,1.26,1.44,1.94,2.0127,2.095
9/14/2017,1.2337,1.2639,1.4288,1.9337,2.0366,2.103
9/15/2017,1.225,1.265,1.435,1.943,2.039,2.131
9/18/2017,1.222,1.27,1.4375,1.9637,2.0678,2.134
9/19/2017,1.2213,1.27,1.4425,1.9625,2.0618,2.1515
9/20/2017,1.228,1.2675,1.45,1.979,2.0479,2.159
9/21/2017,1.228,1.2625,1.445,1.9025,2.0328,2.165
9/22/2017,1.229,1.2587,1.44,1.9062,2.0548,2.174
9/25/2017,1.24,1.261,1.438,1.8912,2.068,2.186
9/26/2017,1.253,1.263,1.435,1.9,2.0678,2.173
9/27/2017,1.255,1.2625,1.437,1.925,2.097,2.145
9/28/2017,1.255,1.261,1.437,1.94,2.08,2.155
9/29/2017,1.249,1.265,1.4375,1.9599,2.065,2.159
10/2/2017,1.255,1.275,1.4388,1.95,2.0424,2.16
10/3/2017,1.255,1.2817,1.449,1.962,2.044,2.187
10/4/2017,1.259,1.29,1.458,1.9675,2.057,2.183
10/5/2017,1.2688,1.2775,1.4688,1.9774,2.0653,2.172
10/6/2017,1.2675,1.275,1.454,1.9887,2.069,2.156
10/9/2017,1.2638,1.278,1.462,1.9875,2.071,2.158
10/10/2017,1.2725,1.282,1.4592,2,2.077,2.17
10/11/2017,1.274,1.2925,1.462,2.008,2.0814,2.1675
10/12/2017,1.2675,1.2938,1.469,1.993,2.067,2.17
10/13/2017,1.276,1.2925,1.471,2.015,2.03,2.17
10/16/2017,1.2825,1.295,1.471,2.032,2.034,2.177
10/17/2017,1.275,1.299,1.471,2.041,1.99,2.179
10/18/2017,1.275,1.294,1.472,2.05,2.022,2.178
10/19/2017,1.2688,1.3007,1.4662,2.0425,2.004,2.147
10/20/2017,1.2725,1.3038,1.469,2.03,2.046,2.1475
10/23/2017,1.2665,1.295,1.4738,2.075,2.048,2.12
10/24/2017,1.2632,1.298,1.4675,2.075,2.051,2.135
10/25/2017,1.2663,1.289,1.47,2.085,2.052,2.134
10/26/2017,1.262,1.2928,1.4613,2.095,2.0436,2.164
10/27/2017,1.288,1.2967,1.47,2.1113,2.0533,2.16
10/30/2017,1.2875,1.2925,1.474,2.11,2.06,2.165
10/31/2017,1.278,1.299,1.4738,2.1175,2.0631,2.174
11/1/2017,1.253,1.298,1.481,2.125,2.0649,2.174
11/2/2017,1.26,1.307,1.479,2.148,2.0604,2.176
11/3/2017,1.2575,1.301,1.485,2.135,2.0504,2.159
11/6/2017,1.2677,1.2987,1.479,2.1588,2.064,2.157
11/7/2017,1.29,1.284,1.479,2.133,2.0665,2.1645
11/8/2017,1.2975,1.29,1.472,2.101,2.073,2.15
11/9/2017,1.317,1.2875,1.4738,2.1013,2.067,2.147
11/10/2017,1.315,1.2913,1.4725,2.1,2.065,2.156
11/13/2017,1.3325,1.309,1.4725,2.1025,2.057,2.152
11/14/2017,1.316,1.317,1.4882,2.065,2.0454,2.16
11/15/2017,1.309,1.3315,1.492,2.06,2.051,2.16
11/16/2017,1.303,1.3375,1.505,2.071,2.054,2.17
11/17/2017,1.31,1.343,1.505,2.035,2.0332,2.173
11/20/2017,1.302,1.335,1.514,1.996,2.037,2.164
11/21/2017,1.301,1.3275,1.5125,2.005,2.0154,2.146
11/22/2017,1.3,1.321,1.5013,2.01,2.025,2.1555
11/23/2017,1.31,1.32,1.4975,2.101,2.032,2.1325
11/24/2017,1.3175,1.322,1.495,2.1275,2.0241,2.1375
11/27/2017,1.3188,1.317,1.497,2.125,2.0154,2.13
11/28/2017,1.315,1.3182,1.492,2.125,2.02,2.145
11/29/2017,1.3238,1.3275,1.494,2.115,2.0293,2.151
11/30/2017,1.32,1.333,1.5025,2.1238,2.033,2.141
12/1/2017,1.2712,1.338,1.5067,2.125,2.0409,2.137
12/4/2017,1.2685,1.3425,1.5125,2.135,2.042,2.143
12/5/2017,1.277,1.35,1.5163,2.15,2.03,2.145
12/6/2017,1.275,1.346,1.5232,2.1463,2.048,2.168
12/7/2017,1.275,1.33,1.52,2.1225,2.057,2.175
12/8/2017,1.288,1.3339,1.515,2.11,2.058,2.192
12/11/2017,1.293,1.346,1.518,2.135,2.078,2.18
12/12/2017,1.305,1.355,1.53,2.1487,2.0442,2.165
12/13/2017,1.298,1.3513,1.531,2.1375,2.0412,2.169
12/14/2017,1.2963,1.3625,1.5263,2.1512,2.0241,2.1745
12/15/2017,1.3038,1.3675,1.535,2.15,2.0404,2.178
12/18/2017,1.3117,1.38,1.5313,2.13,2.0615,2.203
12/19/2017,1.3038,1.38,1.542,2.117,2.0654,2.1625
12/20/2017,1.297,1.385,1.5417,2.1325,2.0865,2.165
12/21/2017,1.3,1.395,1.546,2.1225,2.082,2.176
12/22/2017,1.297,1.411,1.5532,2.1288,2.081,2.1825
12/25/2017,1.2967,1.3957,1.5688,2.1287,2.089,2.1875
12/26/2017,1.295,1.391,1.5525,2.115,2.09,2.191
12/27/2017,1.3,1.3925,1.547,2.1299,2.111,2.2025
12/28/2017,1.31,1.3932,1.5487,2.155,2.13,2.208
12/29/2017,1.313,1.3925,1.55,2.1425,2.12,2.204
1/1/2018,1.3155,1.3932,1.55,2.145,2.139,2.205
1/2/2018,1.3972,1.398,1.55,2.145,2.16,2.2025
1/3/2018,1.395,1.4063,1.553,2.14,2.149,2.211
1/4/2018,1.396,1.409,1.5612,2.11,2.17,2.219
1/5/2018,1.385,1.4082,1.563,2.1187,2.15,2.23
1/8/2018,1.39,1.4513,1.5615,2.12,2.1368,2.251
1/9/2018,1.39,1.445,1.5963,2.0975,2.14,2.236
1/10/2018,1.402,1.43,1.5887,2.1137,2.14,2.241
1/11/2018,1.417,1.42,1.5738,2.12,2.169,2.2475
1/12/2018,1.4175,1.424,1.5662,2.113,2.181,2.259
1/15/2018,1.422,1.425,1.569,2.092,2.216,2.266
1/16/2018,1.419,1.4375,1.5713,2.105,2.2118,2.25
1/17/2018,1.4088,1.4475,1.5825,2.1142,2.218,2.232
1/18/2018,1.4027,1.4475,1.591,2.1375,2.218,2.221
1/19/2018,1.3913,1.455,1.5925,2.15,2.217,2.228
1/22/2018,1.389,1.4538,1.6,2.158,2.23,2.2425
1/23/2018,1.386,1.4425,1.605,2.1413,2.24,2.267
1/24/2018,1.38,1.4375,1.5975,2.1525,2.219,2.297
1/25/2018,1.375,1.43,1.6,2.1675,2.2,2.312
1/26/2018,1.369,1.4248,1.5975,2.164,2.21,2.314
1/29/2018,1.3755,1.42,1.5975,2.15,2.22,2.305
1/30/2018,1.36,1.425,1.595,2.1631,2.243,2.2975
1/31/2018,1.3813,1.419,1.596,2.14,2.193,2.297
2/1/2018,1.345,1.4075,1.585,2.13,2.191,2.319
2/2/2018,1.3453,1.42,1.57,2.126,2.2055,2.32
2/5/2018,1.35,1.404,1.575,2.1112,2.19,2.299
2/6/2018,1.3438,1.419,1.561,2.111,2.1305,2.3275
2/7/2018,1.339,1.409,1.575,2.085,2.167,2.336
2/8/2018,1.334,1.4188,1.57,2.0825,2.1475,2.35
2/9/2018,1.315,1.425,1.583,2.093,2.194,2.3395
2/12/2018,1.3112,1.42,1.59,2.1125,2.2238,2.314
2/13/2018,1.303,1.4263,1.586,2.133,2.228,2.33
2/14/2018,1.309,1.4302,1.5963,2.1256,2.228,2.319
2/15/2018,1.3075,1.413,1.6,2.1699,2.2205,2.284
2/16/2018,1.3,1.4138,1.58,2.1737,2.238,2.285
2/19/2018,1.2987,1.4088,1.5837,2.1749,2.232,2.268
2/20/2018,1.295,1.42,1.58,2.1762,2.246,2.3
2/21/2018,1.2825,1.42,1.59,2.2058,2.27,2.314
2/22/2018,1.298,1.4105,1.59,2.23,2.264,2.302
2/23/2018,1.3027,1.4095,1.581,2.2313,2.248,2.305
2/26/2018,1.306,1.3988,1.58,2.2263,2.217,2.298
2/27/2018,1.305,1.3837,1.5688,2.238,2.259,2.324
2/28/2018,1.3,1.4,1.5538,2.2486,2.269,2.318
3/1/2018,1.262,1.4063,1.57,2.2412,2.2647,2.3125
3/2/2018,1.253,1.4075,1.568,2.2275,2.2755,2.33
3/5/2018,1.266,1.4075,1.565,2.17,2.2571,2.3275
3/6/2018,1.269,1.4058,1.5675,2.17,2.2465,2.3175
3/7/2018,1.2712,1.3863,1.565,2.0862,2.231,2.307
3/8/2018,1.255,1.3763,1.553,2.1275,2.2255,2.33
3/9/2018,1.2625,1.3788,1.545,2.155,2.2245,2.336
3/12/2018,1.26,1.38,1.544,2.1599,2.232,2.33
3/13/2018,1.2532,1.3775,1.5437,2.16,2.236,2.331
3/14/2018,1.2475,1.368,1.544,2.145,2.2315,2.321
3/15/2018,1.24,1.372,1.5362,2.14,2.232,2.327
3/16/2018,1.2475,1.3712,1.54,2.16,2.2456,2.313
3/19/2018,1.2377,1.368,1.5362,2.17,2.2365,2.308
3/20/2018,1.2562,1.3622,1.5325,2.172,2.2286,2.297
3/21/2018,1.276,1.3537,1.5275,2.1765,2.2335,2.304
3/22/2018,1.2745,1.355,1.52,2.197,2.2236,2.3025
3/23/2018,1.2837,1.3454,1.52,2.1888,2.1865,2.3025
3/26/2018,1.29,1.3488,1.511,2.1499,2.193,2.312
3/27/2018,1.2937,1.359,1.513,2.1749,2.1921,2.324
3/28/2018,1.2925,1.3512,1.525,2.165,2.174,2.3125
3/29/2018,1.285,1.3537,1.5163,2.1649,2.207,2.3125
4/2/2018,1.285,1.37,1.5187,2.1638,2.215,2.305
4/3/2018,1.25,1.368,1.53,2.1975,2.222,2.286
4/4/2018,1.2325,1.3712,1.5262,2.19,2.201,2.274
4/5/2018,1.238,1.3701,1.5238,2.2094,2.2086,2.267
4/6/2018,1.2337,1.3675,1.5212,2.225,2.2183,2.273
4/9/2018,1.23,1.37,1.525,2.218,2.2435,2.27
4/10/2018,1.245,1.37,1.5205,2.233,2.26,2.292
4/11/2018,1.265,1.3637,1.5275,2.2349,2.278,2.303
4/12/2018,1.2512,1.3725,1.5212,2.245,2.257,2.3125
4/13/2018,1.2587,1.3695,1.5262,2.25,2.265,2.296
4/16/2018,1.2637,1.363,1.5246,2.2643,2.29,2.299
4/17/2018,1.26,1.3727,1.52,2.268,2.2848,2.308
4/18/2018,1.2762,1.3751,1.5238,2.2866,2.272,2.336
4/19/2018,1.288,1.37,1.525,2.2963,2.278,2.355
4/20/2018,1.28,1.3752,1.519,2.255,2.2596,2.3525
4/23/2018,1.2788,1.3813,1.5252,2.2,2.263,2.347
4/24/2018,1.2863,1.38,1.53,2.2188,2.2633,2.3525
4/25/2018,1.2925,1.39,1.5325,2.155,2.255,2.354
4/26/2018,1.2988,1.3987,1.538,2.157,2.2738,2.357
4/27/2018,1.29,1.3963,1.545,2.1475,2.2561,2.355
4/30/2018,1.2887,1.3963,1.5412,2.1425,2.266,2.375
5/1/2018,1.3838,1.405,1.5423,2.1407,2.256,2.358
5/2/2018,1.3755,1.4125,1.5488,2.1175,2.272,2.369
5/3/2018,1.365,1.41,1.56,2.1107,2.289,2.3625
5/4/2018,1.37,1.405,1.56,2.1287,2.2711,2.35
5/7/2018,1.3787,1.403,1.5537,2.138,2.3118,2.361
5/8/2018,1.38,1.4425,1.553,2.14,2.3073,2.3575
5/9/2018,1.4012,1.4427,1.5738,2.15,2.309,2.362
5/10/2018,1.42,1.4312,1.5725,2.1252,2.3055,2.355
5/11/2018,1.4327,1.434,1.5612,2.111,2.33,2.3475
5/14/2018,1.4562,1.44,1.565,2.1225,2.3297,2.357
5/15/2018,1.4762,1.4398,1.5688,2.125,2.328,2.365
5/16/2018,1.4701,1.4561,1.57,2.1262,2.316,2.385
5/17/2018,1.4786,1.4713,1.58,2.1407,2.324,2.385
5/18/2018,1.493,1.4825,1.5888,2.1109,2.33,2.374
5/21/2018,1.4821,1.5,1.595,2.105,2.3108,2.371
5/22/2018,1.5075,1.51,1.6137,2.125,2.296,2.3875
5/23/2018,1.495,1.505,1.6225,2.1175,2.265,2.401
5/24/2018,1.4988,1.5125,1.618,2.14,2.258,2.395
5/25/2018,1.4762,1.5125,1.6225,2.125,2.22,2.374
5/28/2018,1.468,1.5011,1.617,2.13,2.234,2.379
5/29/2018,1.44,1.521,1.605,2.125,2.26,2.377
5/30/2018,1.4837,1.5125,1.615,2.135,2.2845,2.358
5/31/2018,1.5325,1.5075,1.61,2.1362,2.286,2.345
6/1/2018,1.573,1.48,1.6087,2.16,2.293,2.333
6/4/2018,1.5738,1.48,1.5862,2.169,2.316,2.327
6/5/2018,1.5475,1.4505,1.581,2.1837,2.3128,2.277
6/6/2018,1.545,1.4812,1.5575,2.1925,2.301,2.3
6/7/2018,1.5687,1.515,1.585,2.1862,2.308,2.3175
6/8/2018,1.5528,1.54,1.615,2.212,2.32,2.34
6/11/2018,1.555,1.5425,1.635,2.2392,2.32,2.37
6/12/2018,1.55,1.5287,1.639,2.242,2.316,2.37
6/13/2018,1.545,1.53,1.6263,2.24,2.3074,2.385
6/14/2018,1.5562,1.5375,1.63,2.2488,2.3193,2.374
6/15/2018,1.54,1.528,1.64,2.2299,2.3095,2.3725
6/18/2018,1.53,1.531,1.634,2.22,2.3188,2.381
6/19/2018,1.523,1.5275,1.6325,2.2562,2.31,2.378
6/20/2018,1.525,1.5238,1.6325,2.255,2.33,2.38
6/21/2018,1.5236,1.5304,1.6325,2.282,2.31,2.376
6/22/2018,1.525,1.52,1.638,2.285,2.33,2.374
6/25/2018,1.518,1.52,1.63,2.2187,2.325,2.383
6/26/2018,1.5075,1.5211,1.63,2.2224,2.315,2.368
6/27/2018,1.535,1.52,1.6312,2.222,2.324,2.38
6/28/2018,1.5462,1.5166,1.63,2.237,2.3385,2.371
6/29/2018,1.5571,1.5244,1.6276,2.265,2.34,2.389
7/2/2018,1.5613,1.518,1.63,2.2562,2.3361,2.38
7/3/2018,1.57,1.51,1.625,2.2625,2.353,2.387
7/4/2018,1.575,1.5213,1.62,2.284,2.3588,2.372
7/5/2018,1.5762,1.5225,1.6238,2.29,2.37,2.356
7/6/2018,1.5662,1.5275,1.623,2.292,2.3723,2.365
7/9/2018,1.5737,1.5325,1.625,2.305,2.3426,2.384
7/10/2018,1.573,1.5375,1.6288,2.3124,2.334,2.383
7/11/2018,1.5512,1.5375,1.6325,2.33,2.3433,2.379
7/12/2018,1.5175,1.5391,1.6325,2.32,2.3265,2.385
7/13/2018,1.5325,1.5375,1.634,2.337,2.3168,2.392
7/16/2018,1.5025,1.5463,1.63,2.328,2.3078,2.395
7/17/2018,1.497,1.545,1.6375,2.3275,2.3038,2.389
7/18/2018,1.4987,1.535,1.6375,2.317,2.3169,2.378
7/19/2018,1.51,1.5125,1.6288,2.325,2.3,2.376
7/20/2018,1.515,1.5137,1.6125,2.2987,2.2858,2.391
7/23/2018,1.528,1.495,1.615,2.1887,2.301,2.382
7/24/2018,1.5325,1.4825,1.6,2.194,2.3046,2.379
7/25/2018,1.5413,1.4775,1.5938,2.215,2.2981,2.358
7/26/2018,1.5462,1.483,1.59,2.225,2.31,2.347
7/27/2018,1.5512,1.4825,1.595,2.2062,2.299,2.366
7/30/2018,1.558,1.4838,1.5938,2.1887,2.3026,2.36
7/31/2018,1.5513,1.485,1.595,2.195,2.305,2.365
8/1/2018,1.2938,1.49,1.5975,2.19,2.291,2.363
