Date,EZ-2,EZ-5,EZ-10,US-2,US-5,US-10
4/27/2015,0.983,1.21,1.445,1.68,1.872,2.0675
4/28/2015,0.994,1.2075,1.4462,1.72,1.87,2.077
4/29/2015,1.055,1.2075,1.445,1.713,1.88,2.0925
4/30/2015,1.055,1.2075,1.43,1.67,1.895,2.076
5/1/2015,0.935,1.19,1.42,1.72,1.896,2.098
5/4/2015,0.895,1.1725,1.445,1.685,1.887,2.107
5/5/2015,0.9375,1.185,1.485,1.7,1.903,2.1214
5/6/2015,0.96,1.21,1.4637,1.715,1.868,2.085
5/7/2015,0.9125,1.1625,1.4637,1.75,1.84,2.105
5/8/2015,0.908,1.1625,1.4675,1.727,1.83,2.081
5/11/2015,0.92,1.16,1.485,1.644,1.816,2.0675
5/12/2015,0.943,1.1675,1.46,1.596,1.828,2.06
5/13/2015,0.954,1.135,1.455,1.652,1.8489,2.055
5/14/2015,0.958,1.1275,1.47,1.642,1.836,2.045
5/15/2015,0.948,1.1325,1.485,1.63,1.832,2.0625
5/18/2015,0.958,1.14,1.4875,1.643,1.846,2.05
5/19/2015,0.949,1.145,1.4825,1.623,1.82,2.0379
5/20/2015,0.954,1.1425,1.47,1.5763,1.84,2.065
5/21/2015,0.952,1.13,1.4813,1.655,1.8185,2.065
5/22/2015,0.929,1.15,1.4725,1.69,1.85,2.0825
5/25/2015,0.929,1.14,1.464,1.706,1.79,2.05
5/26/2015,0.906,1.1325,1.45,1.691,1.755,2.075
5/27/2015,0.8775,1.115,1.435,1.689,1.747,2.077
5/28/2015,0.89,1.105,1.433,1.678,1.792,2.023
5/29/2015,0.9325,1.103,1.395,1.715,1.78,2
6/1/2015,0.929,1.0612,1.37,1.725,1.818,1.9934
6/2/2015,1.005,1.04,1.375,1.74,1.825,2.03
6/3/2015,1.011,1.035,1.4,1.695,1.8058,2.025
6/4/2015,0.9975,1.0725,1.416,1.651,1.853,2.054
6/5/2015,1.014,1.08,1.434,1.67,1.85,2.0534
6/8/2015,1.021,1.109,1.4225,1.66,1.8675,2.035
6/9/2015,1.06,1.1138,1.4475,1.65,1.8625,2.081
6/10/2015,1.0925,1.135,1.459,1.618,1.8459,2.075
6/11/2015,1.065,1.1533,1.4775,1.673,1.855,2.09
6/12/2015,1.061,1.165,1.5075,1.69,1.843,2.078
6/15/2015,1.036,1.1975,1.525,1.675,1.884,2.064
6/16/2015,1.034,1.2475,1.512,1.579,1.91,2.0675
6/17/2015,1.047,1.237,1.515,1.543,1.885,2.084
6/18/2015,1.054,1.2306,1.516,1.535,1.832,2.115
6/19/2015,1.026,1.23,1.506,1.559,1.8655,2.127
6/22/2015,1.045,1.228,1.512,1.568,1.889,2.1225
6/23/2015,1.063,1.2356,1.51,1.53,1.8805,2.1
6/24/2015,1.057,1.234,1.4925,1.495,1.88,2.14
6/25/2015,1.045,1.2025,1.525,1.515,1.9,2.157
6/26/2015,1.041,1.2391,1.536,1.495,1.865,2.1425
6/29/2015,0.996,1.2596,1.534,1.507,1.879,2.157
6/30/2015,1.011,1.25,1.545,1.47,1.888,2.1759
7/1/2015,1.004,1.255,1.55,1.47,1.9029,2.135
7/2/2015,1.016,1.258,1.507,1.435,1.909,2.15
7/3/2015,0.985,1.2,1.54,1.422,1.843,2.164
7/6/2015,0.954,1.235,1.541,1.345,1.825,2.165
7/7/2015,0.87,1.23,1.55,1.2791,1.799,2.162
7/8/2015,0.86,1.2413,1.5375,1.29,1.8275,2.134
7/9/2015,0.868,1.22,1.5175,1.32,1.844,2.122
7/10/2015,0.875,1.1869,1.456,1.259,1.835,2.075
7/13/2015,0.879,1.1175,1.461,1.215,1.812,2.093
7/14/2015,0.857,1.1225,1.455,1.175,1.799,2.115
7/15/2015,0.861,1.116,1.4637,1.185,1.7975,2.11
7/16/2015,0.844,1.1287,1.48,1.128,1.785,2.091
7/17/2015,0.828,1.13,1.465,1.109,1.7705,2.082
7/20/2015,0.835,1.113,1.472,1.14,1.766,2.077
7/21/2015,0.8275,1.132,1.461,1.115,1.76,2.0625
7/22/2015,0.81,1.116,1.456,1.113,1.708,2.065
7/23/2015,0.795,1.096,1.46,1.057,1.666,2.06
7/24/2015,0.761,1.1,1.4525,1.06,1.624,2.0475
7/27/2015,0.7363,1.095,1.439,1.01,1.6306,2.001
7/28/2015,0.74,1.079,1.43,1.0069,1.665,1.9735
7/29/2015,0.735,1.0575,1.395,0.95,1.665,1.94
7/30/2015,0.7325,1.025,1.3713,0.754,1.653,1.9596
7/31/2015,0.7425,1,1.3775,0.809,1.576,1.981
8/3/2015,0.6125,0.9996,1.395,0.81,1.575,1.977
8/4/2015,0.5925,1.0231,1.4,0.997,1.576,1.959
8/5/2015,0.6175,1.03,1.4,0.97,1.55,1.92
8/6/2015,0.595,1.0311,1.3525,0.992,1.533,1.916
8/7/2015,0.5862,0.96,1.335,0.949,1.567,1.907
8/10/2015,0.593,0.938,1.385,0.942,1.545,1.8875
8/11/2015,0.55,0.9688,1.345,0.974,1.52,1.8725
8/12/2015,0.497,0.945,1.335,0.97,1.5141,1.905
8/13/2015,0.485,0.9359,1.348,0.95,1.51,1.8675
8/14/2015,0.498,0.9463,1.3038,0.98,1.4625,1.839
8/17/2015,0.471,0.905,1.2325,0.962,1.455,1.845
8/18/2015,0.435,0.8358,1.248,0.991,1.413,1.8455
8/19/2015,0.4175,0.8378,1.2675,0.99,1.415,1.819
8/20/2015,0.407,0.86,1.262,0.98,1.39,1.818
8/21/2015,0.351,0.8517,1.24,0.985,1.355,1.7908
8/24/2015,0.268,0.8287,1.245,0.982,1.404,1.785
8/25/2015,0.2913,0.8212,1.225,0.95,1.395,1.758
8/26/2015,0.226,0.784,1.18,0.94,1.487,1.725
8/27/2015,0.275,0.735,1.139,0.925,1.4975,1.7625
8/28/2015,0.3595,0.67,1.18,0.88,1.48,1.774
8/31/2015,0.359,0.7125,1.146,0.842,1.47,1.836
9/1/2015,0.4375,0.6691,1.1875,0.89,1.4706,1.872
9/2/2015,0.402,0.7275,1.23,0.978,1.45,1.8837
9/3/2015,0.445,0.7925,1.235,0.94,1.402,1.82
9/4/2015,0.42,0.795,1.295,1.015,1.405,1.7975
9/7/2015,0.389,0.8675,1.275,1.05,1.415,1.7782
9/8/2015,0.393,0.8432,1.28,1.069,1.4227,1.7594
9/9/2015,0.394,0.8589,1.26,1.08,1.4626,1.765
9/10/2015,0.405,0.8259,1.2375,1.106,1.46,1.777
9/11/2015,0.395,0.7914,1.229,1.027,1.438,1.798
9/14/2015,0.389,0.7875,1.244,0.997,1.4527,1.837
9/15/2015,0.41,0.796,1.245,1.03,1.472,1.835
9/16/2015,0.44,0.799,1.2345,1.037,1.484,1.805
9/17/2015,0.445,0.79,1.234,1.025,1.4526,1.8125
9/18/2015,0.422,0.7825,1.2525,1.04,1.442,1.8208
9/21/2015,0.434,0.8,1.265,1.06,1.424,1.826
9/22/2015,0.441,0.825,1.26,1.09,1.4125,1.8025
9/23/2015,0.474,0.825,1.24,1.084,1.3576,1.793
9/24/2015,0.464,0.802,1.2475,1.08,1.3475,1.764
9/25/2015,0.474,0.816,1.22,1.072,1.244,1.7675
9/28/2015,0.459,0.8,1.227,1.135,1.275,1.725
9/29/2015,0.431,0.825,1.217,1.179,1.34,1.73
9/30/2015,0.45,0.8153,1.227,1.185,1.398,1.618
10/1/2015,0.5025,0.825,1.2125,1.255,1.4225,1.626
10/2/2015,0.486,0.8133,1.185,1.23,1.445,1.66
10/5/2015,0.517,0.795,1.184,1.2,1.483,1.72
10/6/2015,0.544,0.799,1.214,1.21,1.4925,1.7434
10/7/2015,0.57,0.836,1.2075,1.22,1.5325,1.77
10/8/2015,0.57,0.836,1.231,1.2,1.482,1.7925
10/9/2015,0.585,0.865,1.236,1.27,1.49,1.82
10/12/2015,0.57,0.875,1.2525,1.17,1.433,1.8665
10/13/2015,0.565,0.8901,1.26,1.14,1.4,1.8036
10/14/2015,0.524,0.894,1.275,1.13,1.425,1.798
10/15/2015,0.532,0.9075,1.272,1.15,1.43,1.778
10/16/2015,0.56,0.903,1.27,1.16,1.398,1.7607
10/19/2015,0.554,0.9006,1.2525,1.16,1.4327,1.76
10/20/2015,0.5475,0.875,1.271,1.28,1.4075,1.745
10/21/2015,0.551,0.8685,1.28,1.34,1.422,1.72
10/22/2015,0.593,0.8875,1.289,1.348,1.465,1.75
10/23/2015,0.5875,0.8915,1.2875,1.34,1.4375,1.718
10/26/2015,0.573,0.885,1.281,1.372,1.4302,1.756
10/27/2015,0.5375,0.879,1.32,1.345,1.4325,1.795
10/28/2015,0.58,0.93,1.34,1.31,1.462,1.765
10/29/2015,0.62,0.95,1.3425,1.299,1.473,1.757
10/30/2015,0.591,0.9439,1.325,1.2729,1.5025,1.741
11/2/2015,0.667,0.925,1.3275,1.271,1.564,1.7875
11/3/2015,0.6975,0.94,1.3425,1.18,1.538,1.796
11/4/2015,0.709,0.9625,1.33,1.2028,1.5125,1.823
11/5/2015,0.6775,0.945,1.346,1.25,1.525,1.859
11/6/2015,0.6875,0.9763,1.365,1.236,1.553,1.837
11/9/2015,0.6975,1.005,1.378,1.2716,1.532,1.827
11/10/2015,0.711,1.015,1.368,1.23,1.532,1.855
11/11/2015,0.6875,1.001,1.38,1.233,1.5125,1.8775
11/12/2015,0.6875,1.0113,1.398,1.3036,1.499,1.8475
11/13/2015,0.657,1.0329,1.416,1.3197,1.4975,1.8475
11/16/2015,0.649,1.0413,1.3925,1.2871,1.515,1.848
11/17/2015,0.655,1.014,1.395,1.328,1.54,1.829
11/18/2015,0.665,1.01,1.3725,1.33,1.5625,1.8309
11/19/2015,0.675,0.985,1.3625,1.343,1.5975,1.841
11/20/2015,0.699,0.9749,1.356,1.337,1.56,1.873
11/23/2015,0.712,0.9675,1.3588,1.42,1.6075,1.883
11/24/2015,0.726,0.971,1.346,1.32,1.6275,1.9125
11/25/2015,0.709,0.965,1.336,1.3,1.6275,1.924
11/26/2015,0.724,0.9635,1.345,1.21,1.62,1.924
11/27/2015,0.7375,0.975,1.36,1.137,1.617,1.917
11/30/2015,0.74,0.9962,1.35,1.14,1.6327,1.925
12/1/2015,0.796,0.985,1.366,1.082,1.62,1.9225
12/2/2015,0.766,1.0025,1.385,1.161,1.678,1.925
12/3/2015,0.743,1.02,1.42,1.133,1.63,1.91
12/4/2015,0.711,1.043,1.451,1.157,1.5828,1.906
12/7/2015,0.674,1.09,1.431,1.157,1.585,1.957
12/8/2015,0.6975,1.0641,1.396,1.205,1.5477,1.943
12/9/2015,0.708,1.032,1.344,1.2,1.5425,1.896
12/10/2015,0.69,0.995,1.3275,1.1975,1.51,1.894
12/11/2015,0.629,0.9675,1.3475,1.14,1.515,1.86
12/14/2015,0.601,0.9925,1.356,1.16,1.56,1.8509
12/15/2015,0.625,1.0025,1.341,1.142,1.5325,1.8175
12/16/2015,0.59,0.9851,1.304,1.12,1.565,1.816
12/17/2015,0.597,0.93,1.2925,1.06,1.562,1.855
12/18/2015,0.586,0.9125,1.32,0.98,1.5125,1.84
12/21/2015,0.5575,0.946,1.3112,1.01,1.5275,1.848
12/22/2015,0.574,0.925,1.305,0.931,1.53,1.841
12/23/2015,0.5975,0.915,1.282,1.019,1.58,1.806
12/24/2015,0.598,0.8825,1.265,1.03,1.5831,1.825
12/25/2015,0.5975,0.86,1.259,1.031,1.57,1.863
12/28/2015,0.5975,0.8638,1.2725,1.04,1.6025,1.87
12/29/2015,0.621,0.8791,1.269,1.0225,1.592,1.879
12/30/2015,0.589,0.878,1.265,1.06,1.59,1.864
12/31/2015,0.5925,0.875,1.27,1.115,1.593,1.893
1/4/2016,0.5875,0.91,1.3025,1.12,1.617,1.9
1/5/2016,0.562,0.8875,1.281,1.146,1.6113,1.904
1/6/2016,0.502,0.8875,1.284,1.236,1.555,1.91
1/7/2016,0.497,0.875,1.285,1.27,1.54,1.908
1/8/2016,0.471,0.8475,1.2625,1.317,1.51,1.911
1/11/2016,0.45,0.8063,1.2475,1.33,1.4878,1.8609
1/12/2016,0.434,0.8175,1.215,1.37,1.45,1.816
1/13/2016,0.434,0.804,1.2325,1.38,1.433,1.7835
1/14/2016,0.414,0.7887,1.227,1.406,1.4575,1.765
1/15/2016,0.37,0.775,1.2075,1.444,1.38,1.73
1/18/2016,0.37,0.773,1.1938,1.435,1.3775,1.707
1/19/2016,0.385,0.76,1.194,1.485,1.4,1.7325
1/20/2016,0.308,0.7275,1.18,1.494,1.3529,1.666
1/21/2016,0.327,0.7275,1.155,1.483,1.349,1.663
1/22/2016,0.378,0.745,1.154,1.48,1.4075,1.675
1/25/2016,0.396,0.687,1.174,1.473,1.394,1.622
1/26/2016,0.424,0.705,1.127,1.562,1.4053,1.616
1/27/2016,0.447,0.739,1.136,1.65,1.4325,1.665
1/28/2016,0.4625,0.74,1.151,1.649,1.4525,1.654
1/29/2016,0.4875,0.7433,1.145,1.682,1.452,1.671
2/1/2016,0.459,0.745,1.139,1.6975,1.438,1.704
2/2/2016,0.423,0.765,1.14,1.6355,1.389,1.724
2/3/2016,0.436,0.77,1.15,1.635,1.399,1.716
2/4/2016,0.445,0.7525,1.145,1.6075,1.386,1.708
2/5/2016,0.45,0.7325,1.131,1.62,1.33,1.66
2/8/2016,0.4075,0.7525,1.123,1.705,1.248,1.657
2/9/2016,0.351,0.75,1.123,1.6875,1.221,1.66
2/10/2016,0.3325,0.755,1.135,1.685,1.223,1.629
2/11/2016,0.258,0.7275,1.136,1.632,1.1975,1.535
2/12/2016,0.325,0.6925,1.1062,1.647,1.265,1.528
2/15/2016,0.355,0.675,1.085,1.622,1.275,1.526
2/16/2016,0.329,0.604,1.0725,1.6375,1.272,1.519
2/17/2016,0.36,0.6463,1.016,1.661,1.28,1.56
2/18/2016,0.3425,0.6775,1.045,1.635,1.25,1.56
2/19/2016,0.3025,0.665,1.065,1.641,1.271,1.559
2/22/2016,0.332,0.6875,1.057,1.572,1.316,1.578
2/23/2016,0.314,0.683,1.0775,1.57,1.323,1.536
2/24/2016,0.2738,0.6525,1.065,1.6025,1.372,1.55
2/25/2016,0.26,0.675,1.04,1.605,1.396,1.577
2/26/2016,0.294,0.654,1.058,1.648,1.4275,1.587
2/29/2016,0.2525,0.619,1.048,1.672,1.453,1.639
3/1/2016,0.418,0.6045,1.0013,1.6975,1.52,1.666
3/2/2016,0.4375,0.638,0.99,1.6875,1.539,1.685
3/3/2016,0.4725,0.594,1.015,1.71,1.5575,1.7
3/4/2016,0.505,0.655,0.9838,1.75,1.56,1.761
3/7/2016,0.504,0.695,1.025,1.7325,1.566,1.785
3/8/2016,0.494,0.745,1.057,1.713,1.548,1.7975
3/9/2016,0.493,0.7725,1.1075,1.685,1.575,1.778
3/10/2016,0.49,0.77,1.14,1.6688,1.558,1.75
3/11/2016,0.48,0.7477,1.136,1.67,1.601,1.715
3/14/2016,0.4375,0.7513,1.115,1.68,1.568,1.751
3/15/2016,0.4175,0.755,1.109,1.65,1.555,1.745
3/16/2016,0.421,0.745,1.1225,1.6825,1.635,1.7825
3/17/2016,0.456,0.725,1.121,1.6975,1.643,1.765
3/18/2016,0.46,0.6963,1.104,1.715,1.66,1.75
3/21/2016,0.453,0.6875,1.0813,1.7175,1.6925,1.825
3/22/2016,0.4375,0.7,1.074,1.7475,1.682,1.82
3/23/2016,0.435,0.704,1.075,1.8025,1.627,1.848
3/24/2016,0.4262,0.6957,1.081,1.801,1.61,1.89
3/28/2016,0.425,0.6817,1.072,1.757,1.615,1.874
3/29/2016,0.419,0.67,1.0625,1.76,1.627,1.832
3/30/2016,0.45,0.6537,1.055,1.7425,1.6875,1.8225
3/31/2016,0.4175,0.6537,1.0412,1.77,1.744,1.817
4/1/2016,0.5925,0.6537,1.04,1.7875,1.7025,1.815
4/4/2016,0.605,0.6308,1.04,1.785,1.7,1.877
4/5/2016,0.598,0.66,1.02,1.77,1.692,1.914
4/6/2016,0.6275,0.6407,1.04,1.755,1.648,1.884
4/7/2016,0.605,0.71,1.025,1.753,1.655,1.891
4/8/2016,0.6325,0.7237,1.0612,1.76,1.635,1.895
4/11/2016,0.6325,0.7175,1.07,1.75,1.646,1.854
4/12/2016,0.635,0.7387,1.07,1.76,1.625,1.869
4/13/2016,0.632,0.725,1.085,1.799,1.63,1.848
4/14/2016,0.6337,0.745,1.075,1.826,1.64,1.851
4/15/2016,0.625,0.7437,1.0925,1.8145,1.6,1.825
4/18/2016,0.622,0.7525,1.083,1.79,1.6,1.825
4/19/2016,0.641,0.75,1.085,1.75,1.607,1.822
4/20/2016,0.6375,0.7475,1.078,1.735,1.65,1.799
4/21/2016,0.6625,0.74,1.075,1.7275,1.675,1.801
4/22/2016,0.6687,0.745,1.07,1.7125,1.68,1.821
4/25/2016,0.6738,0.765,1.075,1.735,1.698,1.8575
4/26/2016,0.6825,0.7587,1.0875,1.76,1.692,1.864
4/27/2016,0.682,0.773,1.0775,1.7725,1.705,1.8625
4/28/2016,0.7225,0.78,1.085,1.745,1.716,1.8925
4/29/2016,0.7425,0.79,1.088,1.7875,1.766,1.8825
5/2/2016,0.7437,0.8,1.098,1.705,1.748,1.9075
5/3/2016,0.8125,0.795,1.108,1.609,1.737,1.908
5/4/2016,0.82,0.83,1.1075,1.6475,1.7,1.948
5/5/2016,0.828,0.855,1.136,1.7,1.684,1.931
5/6/2016,0.826,0.855,1.164,1.6975,1.68,1.9275
5/9/2016,0.81,0.865,1.18,1.725,1.674,1.884
5/10/2016,0.807,0.867,1.1625,1.68,1.644,1.869
5/11/2016,0.82,0.8695,1.17,1.7125,1.68,1.8725
5/12/2016,0.829,0.87,1.174,1.721,1.673,1.853
5/13/2016,0.8188,0.861,1.171,1.69,1.68,1.8325
5/16/2016,0.8275,0.8625,1.165,1.6975,1.6725,1.864
5/17/2016,0.82,0.8712,1.167,1.74,1.6975,1.854
5/18/2016,0.8288,0.8762,1.1725,1.72,1.705,1.864
5/19/2016,0.8025,0.865,1.181,1.73,1.675,1.86
5/20/2016,0.8125,0.8665,1.1725,1.7313,1.6625,1.88
5/23/2016,0.813,0.8738,1.169,1.681,1.6575,1.887
5/24/2016,0.825,0.87,1.1775,1.677,1.651,1.87
5/25/2016,0.844,0.848,1.179,1.668,1.684,1.852
5/26/2016,0.8525,0.86,1.161,1.6325,1.7075,1.84
5/27/2016,0.84,0.8525,1.17,1.602,1.695,1.83
5/30/2016,0.84,0.868,1.162,1.5825,1.7,1.869
5/31/2016,0.8525,0.885,1.172,1.561,1.697,1.89
6/1/2016,0.7275,0.8875,1.185,1.54,1.67,1.88
6/2/2016,0.7225,0.8825,1.185,1.52,1.669,1.8925
6/3/2016,0.725,0.886,1.18,1.517,1.672,1.892
6/6/2016,0.745,0.8925,1.1825,1.46,1.66,1.857
6/7/2016,0.753,0.835,1.185,1.536,1.685,1.854
6/8/2016,0.783,0.833,1.1575,1.561,1.707,1.8375
6/9/2016,0.775,0.825,1.15,1.564,1.723,1.818
6/10/2016,0.755,0.8325,1.1425,1.589,1.706,1.85
6/13/2016,0.76,0.8425,1.1425,1.575,1.683,1.86
6/14/2016,0.749,0.8525,1.145,1.519,1.636,1.87
6/15/2016,0.755,0.845,1.1438,1.54,1.628,1.8475
6/16/2016,0.731,0.8275,1.1225,1.5513,1.647,1.816
6/17/2016,0.75,0.8193,1.1,1.515,1.615,1.776
6/20/2016,0.77,0.803,1.09,1.5575,1.6225,1.7425
6/21/2016,0.77,0.8075,1.077,1.575,1.627,1.771
6/22/2016,0.78,0.7858,1.08,1.5875,1.592,1.73
6/23/2016,0.8025,0.7937,1.0625,1.5775,1.599,1.735
6/24/2016,0.71,0.814,1.075,1.595,1.661,1.745
6/27/2016,0.661,0.815,1.097,1.593,1.6,1.737
6/28/2016,0.6988,0.8187,1.1,1.586,1.4725,1.7555
6/29/2016,0.7495,0.8425,1.103,1.59,1.511,1.821
6/30/2016,0.755,0.7375,1.1325,1.5425,1.567,1.746
7/1/2016,0.81,0.6825,1.029,1.539,1.57,1.659
7/4/2016,0.805,0.709,0.968,1.51,1.63,1.685
7/5/2016,0.7625,0.745,0.996,1.494,1.625,1.73
7/6/2016,0.7225,0.74,1.029,1.517,1.569,1.72
7/7/2016,0.72,0.7675,1.025,1.5275,1.616,1.755
7/8/2016,0.685,0.7643,1.044,1.5575,1.61,1.755
7/11/2016,0.692,0.733,1.037,1.625,1.595,1.723
7/12/2016,0.73,0.7025,1.008,1.5825,1.6075,1.756
7/13/2016,0.715,0.7025,0.9825,1.594,1.649,1.75
7/14/2016,0.7362,0.6825,0.9788,1.5925,1.617,1.7475
7/15/2016,0.76,0.6848,0.9675,1.6,1.631,1.75
7/18/2016,0.7475,0.7313,0.97,1.63,1.6375,1.792
7/19/2016,0.74,0.7287,1.0075,1.665,1.627,1.77
7/20/2016,0.7375,0.755,1.0175,1.68,1.603,1.786
7/21/2016,0.739,0.78,1.046,1.675,1.5925,1.799
7/22/2016,0.707,0.775,1.07,1.69,1.572,1.8025
7/25/2016,0.695,0.765,1.065,1.7275,1.559,1.77
7/26/2016,0.705,0.7675,1.057,1.779,1.531,1.77
7/27/2016,0.713,0.7675,1.043,1.737,1.5275,1.755
7/28/2016,0.722,0.7512,1.046,1.731,1.506,1.7375
7/29/2016,0.7275,0.7488,1.034,1.7875,1.5275,1.7225
8/1/2016,0.557,0.765,1.0375,1.79,1.505,1.729
8/2/2016,0.55,0.7744,1.055,1.84,1.472,1.72
8/3/2016,0.5575,0.7775,1.0662,1.863,1.446,1.7525
8/4/2016,0.5738,0.7804,1.0675,1.872,1.479,1.7175
8/5/2016,0.59,0.71,1.06,1.91,1.5025,1.695
8/8/2016,0.605,0.6995,1.02,1.925,1.523,1.675
8/9/2016,0.61,0.7025,1.01,1.93,1.535,1.693
8/10/2016,0.6175,0.7065,1.01,1.931,1.51,1.705
8/11/2016,0.625,0.7187,1.0125,1.921,1.486,1.739
8/12/2016,0.6375,0.7337,1.027,1.907,1.52,1.743
8/15/2016,0.648,0.738,1.0362,1.93,1.507,1.73
8/16/2016,0.657,0.745,1.036,1.951,1.5225,1.714
8/17/2016,0.663,0.744,1.04,1.962,1.495,1.737
8/18/2016,0.6762,0.755,1.0362,1.944,1.521,1.719
8/19/2016,0.7025,0.766,1.04,1.934,1.539,1.726
8/22/2016,0.6925,0.77,1.0425,1.942,1.549,1.715
8/23/2016,0.7063,0.7737,1.0437,1.96,1.539,1.74
8/24/2016,0.701,0.775,1.043,1.96,1.548,1.748
8/25/2016,0.705,0.788,1.0375,1.99,1.545,1.7475
8/26/2016,0.719,0.785,1.0487,1.9675,1.553,1.732
8/29/2016,0.7162,0.79,1.0437,1.98,1.5525,1.7525
8/30/2016,0.725,0.785,1.05,1.93,1.528,1.7535
8/31/2016,0.72,0.7862,1.041,1.9,1.521,1.764
9/1/2016,0.6225,0.8,1.04,1.885,1.515,1.7525
9/2/2016,0.64,0.8,1.053,1.92,1.501,1.73
9/5/2016,0.6525,0.8025,1.055,1.925,1.53,1.73
9/6/2016,0.6763,0.8041,1.0525,1.967,1.53,1.735
9/7/2016,0.715,0.7575,1.05,1.993,1.537,1.7325
9/8/2016,0.7213,0.765,1.02,1.9325,1.5575,1.749
9/9/2016,0.7262,0.78,1.025,1.975,1.602,1.74
9/12/2016,0.716,0.7887,1.0225,1.957,1.573,1.76
9/13/2016,0.71,0.8225,1.0225,1.98,1.587,1.781
9/14/2016,0.7025,0.8225,1.053,1.972,1.591,1.8025
9/15/2016,0.7088,0.8375,1.057,1.984,1.585,1.784
9/16/2016,0.7125,0.845,1.07,1.991,1.599,1.785
9/19/2016,0.725,0.8375,1.085,1.97,1.633,1.786
9/20/2016,0.725,0.829,1.08,1.93,1.636,1.783
9/21/2016,0.73,0.825,1.072,2,1.625,1.792
9/22/2016,0.745,0.83,1.075,2.074,1.652,1.81
9/23/2016,0.75,0.8312,1.08,2.078,1.694,1.8
9/26/2016,0.7525,0.8325,1.08,2.097,1.71,1.789
9/27/2016,0.7325,0.8325,1.0825,2.075,1.686,1.806
9/28/2016,0.738,0.8462,1.0875,2.07,1.67,1.847
9/29/2016,0.774,0.835,1.1,2.092,1.709,1.865
9/30/2016,0.772,0.83,1.088,2.104,1.701,1.837
10/3/2016,0.762,0.81,1.0863,2.135,1.74,1.818
10/4/2016,0.7713,0.8225,1.067,2.13,1.75,1.85
10/5/2016,0.775,0.851,1.0725,2.096,1.7475,1.84
10/6/2016,0.7825,0.85,1.0963,2.081,1.76,1.8825
10/7/2016,0.767,0.855,1.1,2.055,1.795,1.911
10/10/2016,0.7825,0.8625,1.1025,2.0625,1.79,1.9
10/11/2016,0.78,0.8675,1.1075,2.112,1.7875,1.913
10/12/2016,0.7725,0.8675,1.12,2.093,1.805,1.9375
10/13/2016,0.768,0.8555,1.12,2.1275,1.8,1.9275
10/14/2016,0.7825,0.8675,1.115,2.142,1.803,1.9275
10/17/2016,0.795,0.8575,1.1225,2.173,1.826,1.935
10/18/2016,0.8062,0.8487,1.1175,2.187,1.857,1.935
10/19/2016,0.826,0.845,1.1075,2.17,1.845,1.9275
10/20/2016,0.812,0.8675,1.1112,2.1775,1.864,1.9625
10/21/2016,0.8325,0.8812,1.135,2.188,1.856,1.9795
10/24/2016,0.822,0.8962,1.145,2.18,1.855,1.971
10/25/2016,0.808,0.905,1.1613,2.151,1.849,1.9875
10/26/2016,0.7975,0.8962,1.17,2.173,1.853,1.9825
10/27/2016,0.815,0.9075,1.1675,2.1475,1.86,1.977
10/28/2016,0.809,0.913,1.181,2.149,1.88,1.982
10/31/2016,0.79,0.9025,1.1838,2.2,1.894,2.002
11/1/2016,0.835,0.8825,1.175,2.201,1.8825,2.0275
11/2/2016,0.8,0.8988,1.17,2.2225,1.9,2.022
11/3/2016,0.8,0.8938,1.189,2.205,1.853,2.033
11/4/2016,0.785,0.88,1.1875,2.2,1.827,2.027
11/7/2016,0.8,0.885,1.175,2.205,1.823,2.0425
11/8/2016,0.8,0.8513,1.183,2.235,1.877,2.014
11/9/2016,0.79,0.8525,1.15,2.22,1.895,1.99
11/10/2016,0.8225,0.845,1.154,2.241,1.985,1.9975
11/11/2016,0.7913,0.865,1.15,2.219,2.023,2.047
11/14/2016,0.814,0.8675,1.161,2.23,2.03,2.057
11/15/2016,0.8125,0.8725,1.166,2.247,1.983,2.169
11/16/2016,0.8275,0.905,1.1675,2.265,2.005,2.255
11/17/2016,0.824,0.8962,1.215,2.2725,2.003,2.249
11/18/2016,0.8325,0.925,1.2225,2.31,2.03,2.211
11/21/2016,0.8688,0.9138,1.253,2.2925,2.042,2.198
11/22/2016,0.874,0.9175,1.24,2.295,2.045,2.21
11/23/2016,0.9113,0.92,1.241,2.261,2.054,2.262
11/24/2016,0.905,0.941,1.24,2.243,2.0625,2.2725
11/25/2016,0.8825,0.975,1.261,2.189,2.07,2.269
11/28/2016,0.884,0.9842,1.295,2.2,2.04,2.272
11/29/2016,0.872,1.0075,1.292,2.211,1.992,2.26
11/30/2016,0.924,1.0042,1.3125,2.185,2.008,2.262
12/1/2016,0.945,0.9802,1.31,2.199,2.084,2.235
12/2/2016,0.974,0.9775,1.2888,2.2625,2.11,2.198
12/5/2016,1.0175,0.9738,1.2775,2.2555,2.085,2.209
12/6/2016,1.0257,1.015,1.28,2.242,2.081,2.284
12/7/2016,1.017,1.045,1.317,2.262,2.105,2.305
12/8/2016,1.03,1.07,1.345,2.2425,2.081,2.2495
12/9/2016,1.0588,1.1075,1.365,2.258,2.13,2.2795
12/12/2016,1.108,1.12,1.4,2.2363,2.133,2.3
12/13/2016,1.098,1.095,1.41,2.24,2.1675,2.273
12/14/2016,1.0875,1.1077,1.3902,2.25,2.132,2.306
12/15/2016,1.083,1.135,1.4025,2.26,2.121,2.305
12/16/2016,1.0675,1.169,1.428,2.24,2.0825,2.321
