Date,SFR1 ,SFR2 ,SFR3 ,SFR4 ,SFR5 ,SFR6 ,SFR7 ,SFR8 ,SFR9 ,SFR10 ,SFR11 ,SFR12 ,SFR13 ,SFR14 ,SFR15 ,SFR16 ,SFR17 ,SFR18 
4/28/2021,99.9875,99.965,99.955,99.94,99.92,99.88,99.825,99.75,99.645,99.51,99.35,99.19,99.03,98.865,98.715,98.585,98.48,98.375
4/29/2021,99.9825,99.96,99.95,99.94,99.92,99.885,99.83,99.75,99.645,99.51,99.355,99.19,99.03,98.865,98.71,98.58,98.47,98.365
4/30/2021,99.9825,99.96,99.95,99.94,99.925,99.885,99.83,99.75,99.645,99.515,99.36,99.195,99.03,98.87,98.715,98.58,98.47,98.365
5/3/2021,99.9825,99.96,99.95,99.94,99.925,99.89,99.835,99.76,99.66,99.535,99.385,99.225,99.065,98.905,98.75,98.615,98.505,98.4
5/4/2021,99.985,99.955,99.95,99.945,99.925,99.89,99.84,99.765,99.67,99.55,99.405,99.25,99.09,98.93,98.775,98.64,98.53,98.425
5/5/2021,99.985,99.96,99.955,99.95,99.93,99.895,99.845,99.77,99.675,99.56,99.415,99.26,99.105,98.95,98.795,98.66,98.555,98.45
5/6/2021,99.985,99.96,99.96,99.95,99.935,99.905,99.85,99.775,99.68,99.565,99.425,99.27,99.115,98.96,98.805,98.675,98.575,98.475
5/7/2021,99.985,99.965,99.96,99.95,99.935,99.91,99.87,99.81,99.73,99.62,99.485,99.335,99.18,99.02,98.865,98.725,98.615,98.505
5/10/2021,99.9825,99.96,99.955,99.945,99.93,99.905,99.865,99.8,99.72,99.615,99.485,99.335,99.18,99.02,98.865,98.725,98.615,98.505
5/11/2021,99.9825,99.96,99.955,99.945,99.93,99.9,99.85,99.785,99.7,99.595,99.465,99.315,99.16,99,98.84,98.7,98.59,98.48
5/12/2021,99.9875,99.965,99.96,99.95,99.93,99.89,99.83,99.75,99.65,99.53,99.38,99.225,99.065,98.905,98.74,98.6,98.485,98.37
5/13/2021,99.99,99.97,99.965,99.955,99.935,99.9,99.84,99.765,99.67,99.555,99.415,99.265,99.11,98.955,98.795,98.655,98.545,98.43
5/14/2021,99.99,99.97,99.96,99.95,99.935,99.9,99.845,99.765,99.67,99.56,99.42,99.265,99.115,98.96,98.805,98.67,98.565,98.455
5/17/2021,99.99,99.97,99.965,99.955,99.935,99.9,99.845,99.765,99.67,99.56,99.42,99.265,99.11,98.955,98.8,98.665,98.56,98.45
5/18/2021,99.99,99.97,99.965,99.955,99.935,99.9,99.845,99.765,99.67,99.56,99.42,99.27,99.115,98.955,98.8,98.665,98.56,98.45
5/19/2021,99.9875,99.9675,99.965,99.955,99.935,99.895,99.83,99.745,99.645,99.525,99.385,99.225,99.06,98.9,98.74,98.605,98.5,98.39
5/20/2021,99.99,99.9675,99.965,99.955,99.94,99.9,99.845,99.77,99.675,99.56,99.425,99.27,99.115,98.955,98.8,98.665,98.56,98.455
5/21/2021,99.9875,99.965,99.96,99.955,99.94,99.9,99.845,99.77,99.675,99.555,99.415,99.26,99.1,98.94,98.785,98.65,98.545,98.44
5/24/2021,99.99,99.9675,99.965,99.96,99.94,99.905,99.85,99.775,99.685,99.57,99.44,99.285,99.13,98.97,98.815,98.685,98.585,98.48
5/25/2021,99.99,99.9675,99.965,99.96,99.945,99.915,99.865,99.795,99.71,99.6,99.48,99.33,99.18,99.025,98.87,98.74,98.64,98.535
5/26/2021,99.99,99.9725,99.97,99.965,99.95,99.915,99.865,99.795,99.715,99.605,99.475,99.325,99.175,99.02,98.865,98.735,98.635,98.53
5/27/2021,99.99,99.9725,99.97,99.965,99.955,99.92,99.865,99.79,99.705,99.585,99.45,99.3,99.145,98.99,98.835,98.7,98.595,98.49
5/28/2021,99.99,99.9725,99.97,99.965,99.955,99.92,99.865,99.79,99.705,99.59,99.455,99.3,99.145,98.99,98.84,98.705,98.6,98.495
6/1/2021,99.99,99.97,99.965,99.96,99.95,99.92,99.865,99.785,99.7,99.58,99.44,99.285,99.13,98.965,98.81,98.67,98.565,98.455
6/2/2021,99.99,99.9675,99.965,99.96,99.95,99.92,99.865,99.79,99.705,99.59,99.465,99.315,99.16,99,98.845,98.705,98.6,98.49
6/3/2021,99.99,99.97,99.965,99.96,99.95,99.92,99.86,99.78,99.685,99.565,99.42,99.265,99.11,98.95,98.795,98.655,98.55,98.44
6/4/2021,99.99,99.97,99.965,99.96,99.955,99.925,99.875,99.8,99.71,99.6,99.465,99.32,99.175,99.025,98.88,98.745,98.645,98.535
6/7/2021,99.99,99.97,99.965,99.96,99.95,99.92,99.87,99.8,99.71,99.595,99.455,99.31,99.17,99.02,98.875,98.745,98.645,98.54
6/8/2021,99.9925,99.9725,99.965,99.96,99.95,99.92,99.865,99.8,99.715,99.605,99.48,99.34,99.205,99.055,98.915,98.79,98.69,98.585
6/9/2021,99.99,99.9725,99.965,99.96,99.95,99.92,99.87,99.81,99.73,99.625,99.51,99.375,99.24,99.1,98.965,98.84,98.74,98.635
6/10/2021,99.99,99.9725,99.965,99.96,99.95,99.92,99.87,99.81,99.735,99.635,99.52,99.39,99.26,99.125,98.995,98.87,98.77,98.665
6/11/2021,99.99,99.975,99.965,99.96,99.945,99.915,99.865,99.8,99.72,99.615,99.495,99.36,99.235,99.1,98.965,98.835,98.735,98.635
6/14/2021,99.9875,99.97,99.96,99.955,99.94,99.91,99.855,99.785,99.705,99.595,99.465,99.335,99.205,99.06,98.92,98.79,98.695,98.595
6/15/2021,99.9875,99.97,99.96,99.955,99.94,99.91,99.855,99.785,99.7,99.59,99.46,99.325,99.195,99.055,98.92,98.8,98.705,98.61
6/16/2021,99.9475,99.945,99.945,99.935,99.885,99.815,99.73,99.625,99.495,99.35,99.2,99.06,98.91,98.77,98.645,98.555,98.465,98.39
6/17/2021,99.9525,99.95,99.945,99.935,99.88,99.795,99.7,99.585,99.445,99.295,99.16,99.035,98.905,98.79,98.69,98.62,98.55,98.49
6/18/2021,99.95,99.945,99.935,99.915,99.835,99.745,99.65,99.53,99.395,99.26,99.14,99.03,98.925,98.82,98.725,98.665,98.605,98.56
6/21/2021,99.95,99.945,99.935,99.91,99.84,99.755,99.655,99.535,99.41,99.285,99.16,99.045,98.935,98.825,98.73,98.67,98.605,98.55
6/22/2021,99.96,99.96,99.95,99.925,99.86,99.775,99.68,99.565,99.44,99.31,99.18,99.07,98.955,98.845,98.745,98.68,98.615,98.555
6/23/2021,99.955,99.95,99.94,99.915,99.845,99.755,99.65,99.53,99.405,99.265,99.135,99.025,98.915,98.805,98.71,98.65,98.58,98.52
6/24/2021,99.955,99.95,99.94,99.91,99.84,99.745,99.64,99.52,99.395,99.255,99.12,99.01,98.9,98.795,98.7,98.64,98.575,98.52
6/25/2021,99.95,99.945,99.94,99.91,99.84,99.745,99.63,99.505,99.375,99.23,99.095,98.98,98.865,98.755,98.66,98.6,98.535,98.475
6/28/2021,99.955,99.95,99.945,99.92,99.85,99.76,99.65,99.525,99.395,99.255,99.125,99.005,98.89,98.78,98.685,98.63,98.565,98.515
6/29/2021,99.955,99.95,99.945,99.92,99.85,99.755,99.645,99.52,99.39,99.25,99.12,99,98.885,98.78,98.685,98.63,98.57,98.52
6/30/2021,99.9575,99.955,99.95,99.92,99.855,99.76,99.65,99.525,99.395,99.26,99.135,99.02,98.905,98.8,98.715,98.665,98.605,98.555
7/1/2021,99.9525,99.95,99.945,99.915,99.845,99.75,99.635,99.505,99.37,99.225,99.09,98.97,98.855,98.75,98.665,98.615,98.555,98.51
7/2/2021,99.9525,99.95,99.945,99.925,99.865,99.78,99.675,99.55,99.42,99.285,99.15,99.035,98.92,98.815,98.73,98.68,98.62,98.57
7/6/2021,99.955,99.955,99.95,99.935,99.88,99.8,99.7,99.585,99.465,99.34,99.215,99.105,99,98.905,98.82,98.77,98.715,98.665
7/7/2021,99.955,99.955,99.95,99.935,99.885,99.805,99.71,99.6,99.48,99.355,99.24,99.135,99.035,98.94,98.865,98.815,98.76,98.715
7/8/2021,99.9525,99.955,99.955,99.94,99.895,99.83,99.75,99.655,99.55,99.435,99.32,99.215,99.115,99.02,98.93,98.875,98.81,98.755
7/9/2021,99.95,99.95,99.95,99.935,99.885,99.81,99.715,99.61,99.495,99.37,99.255,99.15,99.045,98.945,98.855,98.8,98.735,98.675
7/12/2021,99.95,99.95,99.95,99.93,99.875,99.795,99.7,99.595,99.48,99.365,99.25,99.145,99.04,98.945,98.86,98.805,98.74,98.68
7/13/2021,99.95,99.95,99.95,99.92,99.85,99.755,99.64,99.52,99.4,99.285,99.17,99.07,98.97,98.875,98.79,98.74,98.68,98.625
7/14/2021,99.95,99.95,99.945,99.925,99.87,99.785,99.68,99.56,99.44,99.33,99.215,99.11,99.01,98.92,98.84,98.795,98.74,98.69
7/15/2021,99.955,99.955,99.95,99.93,99.88,99.795,99.685,99.565,99.445,99.335,99.225,99.13,99.045,98.965,98.89,98.85,98.805,98.76
7/16/2021,99.955,99.955,99.95,99.93,99.875,99.79,99.685,99.565,99.445,99.34,99.225,99.13,99.04,98.965,98.89,98.85,98.8,98.755
7/19/2021,99.9475,99.945,99.945,99.925,99.885,99.815,99.735,99.65,99.565,99.48,99.39,99.3,99.215,99.14,99.065,99.025,98.975,98.93
7/20/2021,99.9475,99.95,99.95,99.935,99.895,99.84,99.765,99.685,99.6,99.51,99.415,99.325,99.235,99.155,99.075,99.03,98.975,98.925
7/21/2021,99.9525,99.955,99.95,99.93,99.885,99.82,99.735,99.64,99.54,99.445,99.345,99.245,99.15,99.065,98.98,98.93,98.875,98.825
7/22/2021,99.9525,99.955,99.95,99.935,99.89,99.825,99.74,99.655,99.56,99.46,99.36,99.26,99.165,99.075,98.99,98.94,98.885,98.835
7/23/2021,99.95,99.95,99.945,99.93,99.885,99.82,99.735,99.645,99.55,99.455,99.35,99.25,99.155,99.065,98.975,98.925,98.87,98.82
7/26/2021,99.9475,99.945,99.945,99.93,99.89,99.825,99.74,99.645,99.545,99.445,99.34,99.245,99.15,99.065,98.98,98.935,98.88,98.83
7/27/2021,99.9525,99.95,99.95,99.94,99.9,99.835,99.755,99.665,99.565,99.47,99.37,99.275,99.18,99.095,99.015,98.97,98.915,98.86
7/28/2021,99.9525,99.95,99.95,99.94,99.895,99.825,99.73,99.625,99.515,99.405,99.305,99.21,99.115,99.035,98.955,98.915,98.865,98.815
7/29/2021,99.955,99.955,99.95,99.94,99.905,99.84,99.745,99.645,99.535,99.425,99.32,99.225,99.13,99.045,98.96,98.915,98.86,98.81
7/30/2021,99.955,99.955,99.955,99.945,99.91,99.85,99.765,99.67,99.565,99.46,99.355,99.265,99.17,99.085,99,98.95,98.89,98.84
8/2/2021,99.9525,99.955,99.955,99.95,99.925,99.865,99.785,99.705,99.615,99.52,99.42,99.335,99.25,99.165,99.08,99.03,98.975,98.925
8/3/2021,99.9525,99.955,99.955,99.95,99.925,99.87,99.79,99.71,99.62,99.53,99.435,99.35,99.265,99.18,99.095,99.045,98.985,98.93
8/4/2021,99.9525,99.955,99.955,99.95,99.925,99.86,99.77,99.675,99.58,99.48,99.38,99.295,99.21,99.13,99.045,99,98.95,98.9
8/5/2021,99.95,99.95,99.95,99.945,99.91,99.835,99.735,99.635,99.525,99.42,99.32,99.235,99.15,99.07,98.99,98.945,98.895,98.845
8/6/2021,99.95,99.95,99.95,99.945,99.905,99.825,99.715,99.595,99.475,99.365,99.265,99.17,99.085,99.005,98.92,98.875,98.825,98.775
8/9/2021,99.95,99.95,99.95,99.945,99.905,99.82,99.705,99.58,99.455,99.335,99.225,99.125,99.035,98.95,98.865,98.82,98.77,98.725
8/10/2021,99.9475,99.945,99.945,99.935,99.89,99.8,99.68,99.55,99.42,99.305,99.195,99.09,98.995,98.91,98.835,98.79,98.74,98.69
8/11/2021,99.9475,99.945,99.945,99.94,99.9,99.815,99.7,99.58,99.455,99.335,99.22,99.115,99.015,98.925,98.84,98.79,98.735,98.69
8/12/2021,99.9525,99.95,99.95,99.94,99.895,99.805,99.69,99.565,99.44,99.32,99.205,99.095,98.995,98.905,98.825,98.775,98.72,98.67
8/13/2021,99.9525,99.95,99.95,99.94,99.9,99.815,99.705,99.59,99.47,99.355,99.25,99.15,99.055,98.975,98.895,98.845,98.795,98.75
8/16/2021,99.95,99.9475,99.945,99.935,99.9,99.82,99.72,99.61,99.5,99.4,99.3,99.21,99.125,99.045,98.96,98.91,98.855,98.805
8/17/2021,99.95,99.9475,99.945,99.94,99.905,99.82,99.71,99.595,99.48,99.375,99.28,99.19,99.11,99.035,98.955,98.905,98.85,98.8
8/18/2021,99.9525,99.95,99.95,99.945,99.905,99.82,99.71,99.595,99.475,99.365,99.265,99.175,99.09,99.015,98.935,98.885,98.83,98.78
8/19/2021,99.95,99.9475,99.945,99.94,99.905,99.82,99.71,99.595,99.48,99.37,99.27,99.185,99.105,99.03,98.955,98.91,98.855,98.805
8/20/2021,99.9525,99.95,99.945,99.94,99.91,99.82,99.705,99.59,99.47,99.36,99.26,99.17,99.085,99.01,98.935,98.89,98.835,98.785
8/23/2021,99.95,99.9475,99.945,99.94,99.905,99.82,99.71,99.6,99.485,99.38,99.275,99.185,99.1,99.025,98.95,98.9,98.845,98.795
8/24/2021,99.95,99.9475,99.945,99.94,99.905,99.82,99.71,99.595,99.475,99.36,99.25,99.155,99.07,98.995,98.915,98.865,98.815,98.765
8/25/2021,99.95,99.945,99.94,99.935,99.905,99.82,99.705,99.585,99.46,99.33,99.21,99.11,99.015,98.935,98.855,98.805,98.75,98.7
8/26/2021,99.9525,99.9475,99.945,99.94,99.91,99.825,99.71,99.585,99.455,99.325,99.205,99.1,99.005,98.925,98.845,98.795,98.74,98.69
8/27/2021,99.9525,99.95,99.95,99.95,99.92,99.845,99.74,99.615,99.485,99.365,99.25,99.15,99.055,98.975,98.895,98.84,98.785,98.735
8/30/2021,99.9525,99.95,99.95,99.95,99.925,99.85,99.75,99.635,99.515,99.405,99.29,99.195,99.105,99.025,98.94,98.89,98.83,98.775
8/31/2021,99.9525,99.95,99.95,99.95,99.925,99.855,99.75,99.64,99.525,99.41,99.295,99.195,99.105,99.02,98.935,98.88,98.82,98.765
9/1/2021,99.9525,99.95,99.95,99.95,99.925,99.85,99.745,99.635,99.515,99.4,99.285,99.185,99.095,99.015,98.93,98.875,98.815,98.76
9/2/2021,99.95,99.9475,99.945,99.945,99.925,99.855,99.755,99.645,99.525,99.41,99.295,99.195,99.105,99.025,98.94,98.885,98.825,98.77
9/3/2021,99.95,99.9475,99.945,99.95,99.93,99.86,99.765,99.655,99.54,99.415,99.295,99.19,99.095,99.005,98.915,98.86,98.8,98.74
9/7/2021,99.95,99.945,99.945,99.945,99.925,99.85,99.75,99.635,99.51,99.375,99.25,99.14,99.04,98.95,98.865,98.805,98.745,98.685
9/8/2021,99.95,99.945,99.945,99.945,99.925,99.85,99.75,99.635,99.51,99.38,99.26,99.15,99.05,98.965,98.88,98.825,98.77,98.715
9/9/2021,99.95,99.945,99.945,99.945,99.925,99.85,99.755,99.64,99.515,99.39,99.275,99.17,99.075,98.99,98.91,98.86,98.805,98.75
9/10/2021,99.9525,99.95,99.95,99.95,99.925,99.85,99.745,99.625,99.5,99.375,99.25,99.14,99.035,98.95,98.865,98.81,98.75,98.695
9/13/2021,99.9525,99.95,99.95,99.95,99.925,99.85,99.75,99.63,99.51,99.38,99.26,99.15,99.05,98.96,98.875,98.825,98.765,98.71
9/14/2021,99.95,99.9475,99.95,99.95,99.93,99.855,99.755,99.64,99.52,99.39,99.27,99.165,99.065,98.98,98.9,98.855,98.8,98.75
9/15/2021,99.9425,99.95,99.95,99.93,99.855,99.75,99.63,99.505,99.375,99.25,99.14,99.04,98.955,98.875,98.83,98.775,98.72,98.66
9/16/2021,99.94,99.945,99.95,99.93,99.85,99.74,99.615,99.48,99.34,99.215,99.1,98.995,98.9,98.815,98.765,98.715,98.665,98.605
9/17/2021,99.94,99.945,99.945,99.925,99.845,99.735,99.605,99.465,99.315,99.18,99.06,98.95,98.855,98.77,98.715,98.66,98.605,98.545
9/20/2021,99.9425,99.945,99.95,99.93,99.855,99.75,99.625,99.495,99.36,99.23,99.115,99.01,98.92,98.84,98.785,98.73,98.68,98.62
9/21/2021,99.9425,99.945,99.95,99.93,99.855,99.75,99.625,99.495,99.36,99.23,99.11,99.005,98.91,98.83,98.78,98.725,98.675,98.615
9/22/2021,99.9425,99.945,99.945,99.92,99.83,99.71,99.575,99.435,99.285,99.15,99.03,98.925,98.835,98.755,98.715,98.675,98.635,98.585
9/23/2021,99.94,99.94,99.945,99.915,99.815,99.685,99.535,99.385,99.235,99.1,98.975,98.865,98.775,98.695,98.645,98.6,98.555,98.5
9/24/2021,99.9425,99.945,99.945,99.905,99.795,99.66,99.51,99.36,99.22,99.085,98.96,98.85,98.755,98.67,98.615,98.56,98.51,98.455
9/27/2021,99.9425,99.945,99.945,99.895,99.785,99.65,99.495,99.345,99.205,99.07,98.945,98.83,98.73,98.64,98.58,98.525,98.475,98.415
9/28/2021,99.9425,99.945,99.945,99.895,99.785,99.65,99.495,99.345,99.2,99.06,98.93,98.81,98.7,98.605,98.535,98.475,98.42,98.355
9/29/2021,99.9425,99.945,99.94,99.895,99.79,99.66,99.515,99.37,99.235,99.1,98.97,98.85,98.74,98.64,98.565,98.495,98.435,98.365
9/30/2021,99.9475,99.95,99.945,99.9,99.8,99.67,99.525,99.385,99.25,99.115,98.985,98.865,98.755,98.655,98.58,98.515,98.455,98.385
10/1/2021,99.9425,99.945,99.945,99.905,99.81,99.695,99.565,99.435,99.3,99.17,99.05,98.94,98.835,98.735,98.665,98.6,98.54,98.47
10/4/2021,99.945,99.95,99.95,99.905,99.81,99.695,99.56,99.425,99.3,99.17,99.05,98.94,98.835,98.74,98.67,98.605,98.545,98.48
10/5/2021,99.945,99.95,99.945,99.9,99.8,99.68,99.54,99.4,99.265,99.13,99.005,98.895,98.79,98.695,98.625,98.56,98.5,98.43
10/6/2021,99.945,99.945,99.94,99.895,99.79,99.665,99.52,99.375,99.245,99.115,98.99,98.88,98.78,98.685,98.615,98.555,98.5,98.435
10/7/2021,99.9475,99.945,99.945,99.89,99.78,99.645,99.495,99.345,99.21,99.075,98.95,98.84,98.735,98.64,98.57,98.505,98.45,98.385
10/8/2021,99.9475,99.945,99.94,99.875,99.76,99.625,99.465,99.31,99.165,99.025,98.9,98.79,98.685,98.59,98.52,98.46,98.405,98.34
10/11/2021,99.9475,99.945,99.935,99.855,99.735,99.59,99.42,99.26,99.11,98.975,98.855,98.75,98.65,98.555,98.495,98.435,98.38,98.32
10/12/2021,99.945,99.94,99.93,99.85,99.725,99.575,99.405,99.24,99.095,98.965,98.85,98.75,98.66,98.575,98.52,98.465,98.42,98.365
10/13/2021,99.945,99.94,99.92,99.83,99.695,99.535,99.35,99.175,99.035,98.92,98.815,98.73,98.655,98.58,98.535,98.495,98.455,98.41
10/14/2021,99.95,99.945,99.925,99.835,99.705,99.555,99.38,99.215,99.08,98.97,98.87,98.785,98.71,98.635,98.59,98.55,98.51,98.46
10/15/2021,99.9475,99.94,99.905,99.805,99.645,99.475,99.285,99.115,98.975,98.87,98.78,98.7,98.63,98.56,98.52,98.48,98.445,98.395
10/18/2021,99.9475,99.935,99.905,99.8,99.635,99.455,99.25,99.065,98.91,98.805,98.715,98.645,98.585,98.525,98.495,98.46,98.43,98.39
10/19/2021,99.9525,99.94,99.91,99.815,99.665,99.49,99.29,99.105,98.95,98.84,98.745,98.67,98.6,98.53,98.49,98.45,98.41,98.355
10/20/2021,99.955,99.945,99.915,99.815,99.67,99.5,99.3,99.12,98.975,98.865,98.77,98.69,98.615,98.54,98.5,98.455,98.41,98.355
10/21/2021,99.9525,99.94,99.9,99.775,99.61,99.42,99.21,99.025,98.88,98.77,98.68,98.605,98.535,98.465,98.43,98.39,98.355,98.305
10/22/2021,99.955,99.945,99.885,99.74,99.565,99.38,99.17,98.99,98.855,98.76,98.68,98.615,98.55,98.485,98.455,98.425,98.39,98.34
10/25/2021,99.9525,99.945,99.9,99.765,99.6,99.42,99.22,99.04,98.9,98.8,98.71,98.635,98.565,98.5,98.465,98.43,98.395,98.345
10/26/2021,99.9525,99.94,99.895,99.755,99.585,99.405,99.2,99.02,98.89,98.79,98.705,98.63,98.56,98.495,98.46,98.425,98.39,98.345
10/27/2021,99.9525,99.94,99.89,99.735,99.55,99.37,99.165,98.995,98.88,98.805,98.745,98.695,98.645,98.6,98.58,98.555,98.525,98.485
10/28/2021,99.955,99.945,99.885,99.72,99.535,99.355,99.15,98.975,98.87,98.795,98.735,98.685,98.635,98.595,98.575,98.555,98.535,98.495
10/29/2021,99.955,99.945,99.88,99.72,99.53,99.34,99.125,98.95,98.845,98.78,98.73,98.69,98.645,98.61,98.6,98.585,98.565,98.525
11/1/2021,99.95,99.94,99.885,99.715,99.525,99.34,99.12,98.94,98.805,98.74,98.69,98.655,98.61,98.575,98.565,98.555,98.535,98.495
11/2/2021,99.9525,99.945,99.905,99.76,99.585,99.41,99.2,99.025,98.89,98.805,98.745,98.695,98.64,98.59,98.57,98.55,98.525,98.48
11/3/2021,99.955,99.95,99.895,99.74,99.555,99.38,99.17,98.98,98.84,98.76,98.7,98.645,98.59,98.54,98.52,98.505,98.485,98.445
11/4/2021,99.955,99.95,99.91,99.775,99.61,99.455,99.27,99.095,98.955,98.865,98.8,98.735,98.67,98.615,98.59,98.57,98.54,98.495
11/5/2021,99.9575,99.955,99.92,99.795,99.64,99.49,99.31,99.15,99.025,98.935,98.87,98.815,98.755,98.7,98.675,98.655,98.63,98.585
11/8/2021,99.9525,99.945,99.905,99.765,99.595,99.43,99.24,99.065,98.925,98.84,98.78,98.73,98.675,98.625,98.605,98.59,98.565,98.52
11/9/2021,99.955,99.95,99.915,99.79,99.63,99.47,99.275,99.1,98.965,98.885,98.83,98.78,98.73,98.69,98.675,98.66,98.64,98.605
11/10/2021,99.95,99.94,99.895,99.74,99.54,99.34,99.115,98.92,98.78,98.705,98.65,98.605,98.56,98.525,98.515,98.505,98.49,98.455
11/11/2021,99.95,99.94,99.885,99.71,99.495,99.28,99.04,98.845,98.705,98.64,98.595,98.56,98.52,98.49,98.48,98.47,98.455,98.42
11/12/2021,99.9525,99.945,99.88,99.71,99.495,99.285,99.05,98.86,98.725,98.65,98.6,98.56,98.52,98.495,98.485,98.475,98.46,98.425
11/15/2021,99.9525,99.9425,99.885,99.715,99.505,99.295,99.055,98.86,98.715,98.635,98.58,98.54,98.495,98.465,98.455,98.445,98.425,98.39
11/16/2021,99.9525,99.9425,99.88,99.72,99.505,99.295,99.055,98.855,98.705,98.615,98.555,98.515,98.47,98.435,98.42,98.41,98.39,98.355
11/17/2021,99.9525,99.945,99.89,99.735,99.525,99.32,99.085,98.885,98.745,98.655,98.595,98.55,98.5,98.465,98.45,98.435,98.415,98.38
11/18/2021,99.9525,99.945,99.895,99.74,99.525,99.325,99.1,98.91,98.765,98.675,98.62,98.58,98.535,98.5,98.485,98.47,98.45,98.415
11/19/2021,99.95,99.9425,99.885,99.73,99.515,99.32,99.1,98.915,98.765,98.675,98.62,98.585,98.545,98.515,98.51,98.51,98.5,98.475
11/22/2021,99.95,99.9425,99.86,99.67,99.44,99.225,98.99,98.785,98.62,98.53,98.48,98.445,98.41,98.385,98.385,98.385,98.38,98.36
11/23/2021,99.95,99.94,99.855,99.675,99.465,99.26,99.03,98.82,98.635,98.53,98.465,98.425,98.39,98.365,98.36,98.355,98.345,98.315
11/24/2021,99.9525,99.945,99.84,99.645,99.425,99.215,98.985,98.775,98.585,98.485,98.43,98.4,98.375,98.355,98.355,98.36,98.36,98.34
11/26/2021,99.9525,99.9475,99.885,99.75,99.575,99.39,99.18,98.98,98.795,98.695,98.63,98.59,98.55,98.53,98.53,98.53,98.53,98.51
11/29/2021,99.95,99.945,99.885,99.755,99.58,99.39,99.175,98.975,98.79,98.69,98.63,98.59,98.55,98.52,98.515,98.51,98.505,98.48
11/30/2021,99.95,99.945,99.865,99.725,99.55,99.36,99.145,98.95,98.785,98.7,98.655,98.63,98.605,98.585,98.585,98.585,98.58,98.565
12/1/2021,99.95,99.945,99.86,99.705,99.52,99.33,99.105,98.91,98.755,98.675,98.645,98.635,98.62,98.605,98.61,98.62,98.62,98.605
12/2/2021,99.95,99.9425,99.84,99.675,99.47,99.265,99.035,98.84,98.69,98.615,98.59,98.585,98.575,98.57,98.58,98.59,98.59,98.58
12/3/2021,99.95,99.9425,99.85,99.695,99.505,99.31,99.085,98.895,98.75,98.675,98.665,98.67,98.67,98.665,98.685,98.7,98.705,98.695
12/6/2021,99.95,99.9375,99.83,99.665,99.47,99.265,99.03,98.83,98.675,98.595,98.575,98.57,98.56,98.54,98.555,98.57,98.57,98.56
12/7/2021,99.95,99.9375,99.81,99.63,99.42,99.21,98.97,98.765,98.615,98.54,98.52,98.515,98.505,98.485,98.5,98.515,98.515,98.505
12/8/2021,99.9525,99.94,99.82,99.645,99.445,99.235,99,98.8,98.64,98.55,98.52,98.505,98.49,98.47,98.485,98.5,98.5,98.49
12/9/2021,99.9525,99.94,99.82,99.64,99.43,99.215,98.98,98.785,98.64,98.555,98.53,98.52,98.51,98.49,98.51,98.525,98.525,98.515
12/10/2021,99.9525,99.94,99.815,99.64,99.45,99.245,99.02,98.83,98.68,98.59,98.55,98.535,98.515,98.495,98.505,98.515,98.515,98.5
12/13/2021,99.9525,99.9375,99.83,99.655,99.465,99.265,99.045,98.87,98.74,98.645,98.605,98.585,98.565,98.54,98.555,98.565,98.565,98.55
12/14/2021,99.95,99.93,99.815,99.63,99.435,99.23,99.01,98.845,98.715,98.63,98.595,98.575,98.55,98.525,98.54,98.55,98.55,98.535
12/15/2021,99.935,99.78,99.585,99.395,99.19,98.975,98.81,98.69,98.62,98.59,98.57,98.55,98.525,98.54,98.55,98.55,98.535,98.54
12/16/2021,99.94,99.79,99.595,99.43,99.255,99.06,98.915,98.805,98.74,98.715,98.695,98.665,98.635,98.64,98.645,98.64,98.625,98.62
12/17/2021,99.94,99.77,99.565,99.4,99.235,99.055,98.91,98.79,98.72,98.695,98.675,98.655,98.63,98.645,98.655,98.655,98.645,98.645
12/20/2021,99.94,99.775,99.575,99.415,99.26,99.085,98.94,98.81,98.735,98.705,98.685,98.66,98.63,98.64,98.645,98.64,98.625,98.62
12/21/2021,99.94,99.76,99.55,99.38,99.215,99.03,98.875,98.735,98.655,98.635,98.615,98.59,98.56,98.565,98.565,98.555,98.535,98.53
12/22/2021,99.9425,99.76,99.55,99.38,99.21,99.03,98.875,98.745,98.665,98.64,98.62,98.6,98.575,98.58,98.58,98.57,98.55,98.54
12/23/2021,99.9425,99.755,99.535,99.36,99.185,99.005,98.855,98.73,98.65,98.625,98.605,98.585,98.56,98.565,98.565,98.555,98.535,98.525
12/27/2021,99.945,99.74,99.515,99.34,99.165,98.98,98.83,98.71,98.63,98.61,98.595,98.575,98.55,98.56,98.565,98.56,98.54,98.535
12/28/2021,99.945,99.74,99.51,99.335,99.17,98.99,98.84,98.725,98.65,98.63,98.61,98.59,98.57,98.575,98.575,98.57,98.55,98.545
12/29/2021,99.9425,99.735,99.5,99.32,99.155,98.975,98.83,98.71,98.63,98.605,98.58,98.555,98.525,98.53,98.525,98.515,98.49,98.475
12/30/2021,99.9425,99.75,99.52,99.34,99.18,99,98.855,98.735,98.655,98.625,98.6,98.57,98.54,98.54,98.535,98.525,98.5,98.485
12/31/2021,99.9425,99.76,99.53,99.345,99.185,99.005,98.865,98.75,98.67,98.64,98.615,98.585,98.55,98.55,98.55,98.54,98.52,98.505
1/3/2022,99.94,99.745,99.515,99.32,99.145,98.95,98.785,98.65,98.565,98.53,98.495,98.46,98.425,98.425,98.42,98.405,98.38,98.36
