Date,SFR1 ,SFR2 ,SFR3 ,SFR4 ,SFR5 ,SFR6 ,SFR7 ,SFR8 ,SFR9 ,SFR10 ,SFR11 ,SFR12 ,SFR13 ,SFR14 ,SFR15 ,SFR16 ,SFR17 ,SFR18 
10/1/2019,98.16,98.44,98.6,98.69,98.76,98.81,98.855,98.87,98.87,98.855,98.885,98.88,98.875,98.86,98.855,98.85,98.845,98.84
10/2/2019,98.1925,98.495,98.665,98.76,98.835,98.885,98.93,98.945,98.945,98.93,98.96,98.955,98.95,98.935,98.93,98.925,98.92,98.915
10/3/2019,98.225,98.575,98.77,98.87,98.945,98.995,99.035,99.045,99.045,99.03,99.06,99.055,99.05,99.035,99.03,99.025,99.02,99.015
10/4/2019,98.2275,98.555,98.755,98.86,98.935,98.985,99.025,99.035,99.035,99.02,99.05,99.045,99.04,99.025,99.02,99.015,99.01,99.005
10/7/2019,98.2275,98.525,98.7,98.795,98.865,98.915,98.955,98.965,98.965,98.95,98.98,98.975,98.97,98.955,98.95,98.945,98.94,98.935
10/8/2019,98.245,98.55,98.725,98.825,98.91,98.965,99.005,99.015,99.015,99,99.01,98.995,98.98,98.965,98.96,98.955,98.95,98.945
10/9/2019,98.235,98.525,98.675,98.765,98.84,98.895,98.94,98.955,98.955,98.945,98.955,98.94,98.925,98.91,98.905,98.9,98.895,98.89
10/10/2019,98.2275,98.5,98.63,98.71,98.775,98.83,98.875,98.89,98.89,98.88,98.89,98.875,98.86,98.845,98.84,98.835,98.83,98.825
10/11/2019,98.2275,98.44,98.535,98.6,98.655,98.705,98.74,98.755,98.76,98.75,98.76,98.745,98.73,98.715,98.71,98.705,98.7,98.695
10/14/2019,98.23,98.47,98.555,98.615,98.67,98.725,98.76,98.775,98.78,98.77,98.78,98.765,98.75,98.735,98.73,98.725,98.72,98.715
10/15/2019,98.2225,98.435,98.525,98.585,98.64,98.69,98.72,98.73,98.73,98.72,98.725,98.71,98.695,98.68,98.675,98.67,98.665,98.66
10/16/2019,98.2325,98.47,98.57,98.63,98.685,98.735,98.765,98.77,98.77,98.76,98.765,98.75,98.735,98.72,98.715,98.71,98.705,98.7
10/17/2019,98.225,98.45,98.555,98.61,98.665,98.71,98.74,98.745,98.745,98.735,98.74,98.725,98.71,98.695,98.69,98.685,98.68,98.675
10/18/2019,98.24,98.48,98.59,98.645,98.7,98.74,98.765,98.77,98.765,98.76,98.765,98.75,98.735,98.72,98.715,98.71,98.705,98.7
10/21/2019,98.2275,98.46,98.56,98.615,98.67,98.715,98.735,98.735,98.725,98.725,98.725,98.71,98.695,98.68,98.675,98.67,98.665,98.66
10/22/2019,98.2325,98.48,98.59,98.64,98.695,98.74,98.76,98.76,98.75,98.75,98.75,98.735,98.72,98.705,98.7,98.695,98.69,98.685
10/23/2019,98.23,98.49,98.605,98.66,98.715,98.76,98.78,98.78,98.77,98.77,98.77,98.755,98.74,98.725,98.72,98.715,98.71,98.705
10/24/2019,98.23,98.475,98.59,98.655,98.71,98.755,98.775,98.77,98.76,98.76,98.76,98.745,98.73,98.715,98.71,98.705,98.7,98.695
10/25/2019,98.225,98.46,98.56,98.61,98.66,98.7,98.72,98.72,98.715,98.715,98.715,98.7,98.685,98.67,98.665,98.66,98.655,98.65
10/28/2019,98.2275,98.445,98.545,98.59,98.64,98.675,98.69,98.69,98.685,98.685,98.685,98.67,98.655,98.64,98.635,98.63,98.625,98.62
10/29/2019,98.235,98.445,98.54,98.585,98.635,98.67,98.685,98.685,98.68,98.68,98.68,98.665,98.65,98.635,98.63,98.625,98.62,98.615
10/30/2019,98.2475,98.455,98.55,98.595,98.645,98.685,98.705,98.705,98.7,98.7,98.7,98.685,98.67,98.655,98.65,98.645,98.64,98.635
10/31/2019,98.2625,98.495,98.62,98.685,98.755,98.805,98.825,98.83,98.825,98.825,98.825,98.81,98.795,98.78,98.775,98.77,98.765,98.76
11/1/2019,98.2525,98.45,98.565,98.63,98.69,98.735,98.755,98.755,98.755,98.755,98.755,98.74,98.725,98.71,98.705,98.7,98.695,98.69
11/4/2019,98.255,98.44,98.545,98.6,98.65,98.69,98.705,98.705,98.705,98.705,98.705,98.69,98.675,98.66,98.655,98.65,98.645,98.64
11/5/2019,98.2575,98.435,98.515,98.56,98.61,98.65,98.66,98.655,98.645,98.645,98.645,98.63,98.615,98.6,98.595,98.59,98.585,98.58
11/6/2019,98.2625,98.45,98.535,98.585,98.64,98.68,98.69,98.685,98.675,98.675,98.67,98.655,98.64,98.625,98.62,98.615,98.61,98.605
11/7/2019,98.2575,98.425,98.495,98.535,98.57,98.595,98.595,98.58,98.57,98.565,98.56,98.545,98.53,98.515,98.51,98.505,98.5,98.495
11/8/2019,98.2625,98.425,98.495,98.535,98.58,98.61,98.61,98.595,98.585,98.58,98.575,98.56,98.545,98.53,98.525,98.52,98.515,98.51
11/11/2019,98.2575,98.42,98.49,98.53,98.57,98.6,98.6,98.585,98.575,98.57,98.565,98.55,98.535,98.52,98.515,98.51,98.505,98.5
11/12/2019,98.265,98.435,98.51,98.55,98.6,98.63,98.63,98.62,98.61,98.605,98.595,98.58,98.565,98.55,98.545,98.54,98.535,98.53
11/13/2019,98.2625,98.44,98.525,98.575,98.63,98.665,98.67,98.665,98.66,98.655,98.645,98.63,98.615,98.6,98.595,98.59,98.585,98.58
11/14/2019,98.2675,98.445,98.54,98.6,98.665,98.71,98.72,98.715,98.71,98.705,98.695,98.68,98.665,98.65,98.645,98.64,98.635,98.63
11/15/2019,98.2675,98.44,98.535,98.595,98.655,98.7,98.71,98.705,98.7,98.695,98.685,98.67,98.655,98.64,98.635,98.63,98.625,98.62
11/18/2019,98.2675,98.4375,98.535,98.605,98.67,98.72,98.73,98.73,98.725,98.72,98.71,98.695,98.68,98.665,98.66,98.655,98.65,98.645
11/19/2019,98.265,98.43,98.54,98.615,98.685,98.735,98.75,98.755,98.75,98.745,98.735,98.72,98.705,98.69,98.685,98.68,98.675,98.67
11/20/2019,98.2625,98.4225,98.545,98.64,98.715,98.765,98.785,98.79,98.785,98.78,98.77,98.755,98.74,98.725,98.72,98.715,98.71,98.705
11/21/2019,98.26,98.405,98.51,98.605,98.685,98.735,98.755,98.76,98.755,98.75,98.74,98.725,98.71,98.695,98.69,98.685,98.68,98.675
11/22/2019,98.26,98.395,98.485,98.575,98.655,98.705,98.725,98.73,98.735,98.73,98.72,98.705,98.69,98.675,98.67,98.665,98.66,98.655
11/25/2019,98.2625,98.395,98.475,98.56,98.65,98.71,98.735,98.745,98.75,98.745,98.735,98.72,98.705,98.69,98.685,98.68,98.675,98.67
11/26/2019,98.2625,98.395,98.485,98.57,98.655,98.715,98.745,98.755,98.76,98.755,98.745,98.73,98.715,98.7,98.695,98.69,98.685,98.68
11/27/2019,98.265,98.385,98.46,98.54,98.62,98.68,98.705,98.715,98.72,98.715,98.705,98.69,98.675,98.66,98.655,98.65,98.645,98.64
11/29/2019,98.27,98.395,98.47,98.55,98.635,98.695,98.72,98.725,98.73,98.725,98.715,98.7,98.685,98.67,98.665,98.66,98.655,98.65
12/2/2019,98.27,98.395,98.47,98.545,98.625,98.675,98.695,98.695,98.695,98.69,98.68,98.665,98.65,98.635,98.63,98.625,98.62,98.615
12/3/2019,98.27,98.4125,98.52,98.62,98.715,98.78,98.81,98.815,98.815,98.81,98.8,98.785,98.77,98.755,98.75,98.745,98.74,98.735
12/4/2019,98.2675,98.4075,98.495,98.575,98.66,98.715,98.74,98.74,98.74,98.735,98.725,98.71,98.695,98.68,98.675,98.67,98.665,98.66
12/5/2019,98.27,98.4125,98.51,98.585,98.66,98.71,98.73,98.73,98.725,98.72,98.71,98.695,98.68,98.665,98.66,98.655,98.65,98.645
12/6/2019,98.2675,98.395,98.485,98.555,98.625,98.67,98.685,98.675,98.665,98.66,98.65,98.635,98.62,98.605,98.6,98.595,98.59,98.585
12/9/2019,98.2725,98.4,98.49,98.56,98.625,98.665,98.68,98.67,98.66,98.65,98.64,98.625,98.61,98.595,98.59,98.585,98.58,98.575
12/10/2019,98.27,98.3975,98.475,98.54,98.6,98.64,98.655,98.65,98.645,98.635,98.625,98.61,98.595,98.58,98.575,98.57,98.565,98.56
12/11/2019,98.27,98.3975,98.475,98.55,98.62,98.67,98.69,98.69,98.685,98.675,98.665,98.65,98.635,98.62,98.615,98.61,98.605,98.6
12/12/2019,98.27,98.395,98.45,98.51,98.57,98.61,98.62,98.61,98.6,98.59,98.58,98.565,98.55,98.535,98.53,98.525,98.52,98.515
12/13/2019,98.2725,98.405,98.465,98.54,98.62,98.67,98.685,98.68,98.68,98.67,98.66,98.645,98.63,98.615,98.61,98.605,98.6,98.595
12/16/2019,98.2725,98.4075,98.45,98.505,98.57,98.615,98.62,98.61,98.605,98.595,98.585,98.57,98.555,98.54,98.535,98.53,98.525,98.52
12/17/2019,98.2725,98.4075,98.45,98.505,98.57,98.615,98.625,98.615,98.605,98.595,98.575,98.56,98.545,98.53,98.525,98.52,98.515,98.51
12/18/2019,98.41,98.45,98.5,98.555,98.6,98.61,98.6,98.59,98.58,98.555,98.54,98.525,98.51,98.505,98.5,98.495,98.49,98.485
12/19/2019,98.415,98.46,98.51,98.575,98.62,98.635,98.625,98.615,98.605,98.58,98.56,98.545,98.53,98.525,98.52,98.515,98.51,98.505
12/20/2019,98.41,98.45,98.5,98.565,98.605,98.62,98.61,98.6,98.59,98.565,98.545,98.53,98.515,98.51,98.505,98.5,98.495,98.49
12/23/2019,98.4125,98.44,98.485,98.54,98.58,98.585,98.575,98.565,98.55,98.525,98.505,98.49,98.475,98.47,98.465,98.46,98.455,98.45
12/24/2019,98.4175,98.445,98.49,98.545,98.59,98.6,98.59,98.585,98.57,98.545,98.525,98.51,98.495,98.49,98.485,98.48,98.475,98.47
12/26/2019,98.4175,98.445,98.49,98.545,98.59,98.6,98.59,98.585,98.57,98.545,98.525,98.51,98.495,98.49,98.485,98.48,98.475,98.47
12/27/2019,98.4275,98.455,98.505,98.565,98.615,98.63,98.625,98.625,98.61,98.585,98.565,98.55,98.535,98.53,98.525,98.52,98.515,98.51
12/30/2019,98.435,98.45,98.5,98.565,98.615,98.63,98.625,98.625,98.61,98.585,98.565,98.55,98.535,98.53,98.525,98.52,98.515,98.51
12/31/2019,98.44,98.455,98.495,98.56,98.61,98.625,98.62,98.62,98.605,98.58,98.56,98.545,98.53,98.525,98.52,98.515,98.51,98.505
1/2/2020,98.4375,98.455,98.505,98.565,98.61,98.63,98.625,98.625,98.61,98.59,98.57,98.555,98.54,98.535,98.53,98.525,98.52,98.515
1/3/2020,98.4275,98.445,98.525,98.605,98.67,98.7,98.705,98.71,98.695,98.68,98.66,98.645,98.63,98.625,98.62,98.615,98.61,98.605
1/6/2020,98.425,98.44,98.52,98.6,98.665,98.695,98.7,98.705,98.69,98.675,98.655,98.64,98.625,98.62,98.615,98.61,98.605,98.6
1/7/2020,98.4225,98.44,98.52,98.6,98.665,98.695,98.695,98.695,98.68,98.665,98.645,98.63,98.615,98.61,98.605,98.6,98.595,98.59
1/8/2020,98.425,98.425,98.495,98.575,98.63,98.65,98.65,98.65,98.635,98.62,98.6,98.585,98.57,98.565,98.56,98.555,98.55,98.545
1/9/2020,98.43,98.435,98.5,98.58,98.635,98.655,98.655,98.655,98.64,98.625,98.605,98.59,98.575,98.57,98.565,98.56,98.555,98.55
1/10/2020,98.425,98.43,98.495,98.575,98.635,98.66,98.665,98.67,98.655,98.64,98.62,98.605,98.59,98.585,98.58,98.575,98.57,98.565
1/13/2020,98.4225,98.42,98.485,98.57,98.63,98.655,98.66,98.66,98.645,98.635,98.615,98.6,98.585,98.58,98.575,98.57,98.565,98.56
1/14/2020,98.4225,98.42,98.485,98.57,98.635,98.66,98.67,98.675,98.66,98.65,98.63,98.615,98.6,98.595,98.59,98.585,98.58,98.575
1/15/2020,98.425,98.42,98.485,98.57,98.64,98.665,98.675,98.68,98.67,98.66,98.64,98.625,98.61,98.605,98.6,98.595,98.59,98.585
1/16/2020,98.43,98.425,98.49,98.575,98.64,98.665,98.665,98.67,98.66,98.65,98.63,98.615,98.6,98.595,98.59,98.585,98.58,98.575
1/17/2020,98.4275,98.42,98.48,98.565,98.63,98.65,98.65,98.655,98.645,98.635,98.615,98.6,98.585,98.58,98.575,98.57,98.565,98.56
1/21/2020,98.43,98.435,98.505,98.595,98.675,98.7,98.705,98.71,98.7,98.69,98.67,98.655,98.64,98.635,98.63,98.625,98.62,98.615
1/22/2020,98.43,98.435,98.51,98.605,98.685,98.71,98.72,98.725,98.715,98.705,98.685,98.67,98.655,98.65,98.645,98.64,98.635,98.63
1/23/2020,98.43,98.435,98.525,98.62,98.7,98.725,98.735,98.745,98.735,98.725,98.705,98.69,98.675,98.67,98.665,98.66,98.655,98.65
1/24/2020,98.4325,98.445,98.54,98.645,98.74,98.775,98.79,98.805,98.795,98.78,98.76,98.745,98.73,98.725,98.72,98.715,98.71,98.705
1/27/2020,98.4375,98.465,98.575,98.69,98.8,98.845,98.865,98.88,98.88,98.865,98.845,98.83,98.815,98.81,98.805,98.8,98.795,98.79
1/28/2020,98.4325,98.445,98.54,98.655,98.765,98.81,98.83,98.845,98.845,98.83,98.81,98.795,98.78,98.775,98.77,98.765,98.76,98.755
1/29/2020,98.4325,98.45,98.56,98.69,98.81,98.855,98.875,98.895,98.895,98.88,98.86,98.845,98.83,98.825,98.82,98.815,98.81,98.805
1/30/2020,98.4325,98.475,98.59,98.725,98.845,98.895,98.92,98.94,98.94,98.925,98.905,98.89,98.875,98.87,98.865,98.86,98.855,98.85
1/31/2020,98.435,98.51,98.645,98.78,98.9,98.95,98.975,98.995,98.995,98.98,98.96,98.945,98.93,98.925,98.92,98.915,98.91,98.905
2/3/2020,98.4325,98.49,98.625,98.755,98.87,98.92,98.945,98.97,98.97,98.965,98.945,98.93,98.915,98.91,98.905,98.9,98.895,98.89
2/4/2020,98.43,98.455,98.56,98.68,98.79,98.835,98.86,98.885,98.885,98.88,98.86,98.845,98.83,98.825,98.82,98.815,98.81,98.805
2/5/2020,98.43,98.455,98.545,98.65,98.76,98.8,98.825,98.845,98.845,98.84,98.82,98.805,98.79,98.785,98.78,98.775,98.77,98.765
2/6/2020,98.43,98.45,98.54,98.645,98.745,98.785,98.805,98.825,98.825,98.82,98.8,98.785,98.77,98.765,98.76,98.755,98.75,98.745
2/7/2020,98.4325,98.475,98.575,98.68,98.79,98.83,98.855,98.88,98.88,98.875,98.855,98.84,98.825,98.82,98.815,98.81,98.805,98.8
2/10/2020,98.4375,98.49,98.605,98.71,98.82,98.865,98.89,98.91,98.915,98.91,98.89,98.875,98.86,98.855,98.85,98.845,98.84,98.835
2/11/2020,98.4325,98.47,98.57,98.675,98.785,98.83,98.86,98.88,98.885,98.88,98.86,98.845,98.83,98.825,98.82,98.815,98.81,98.805
2/12/2020,98.435,98.465,98.555,98.655,98.76,98.8,98.825,98.845,98.845,98.84,98.82,98.805,98.79,98.785,98.78,98.775,98.77,98.765
2/13/2020,98.435,98.48,98.57,98.66,98.765,98.805,98.83,98.845,98.845,98.84,98.82,98.805,98.79,98.785,98.78,98.775,98.77,98.765
2/14/2020,98.435,98.485,98.59,98.69,98.795,98.835,98.86,98.875,98.88,98.875,98.855,98.84,98.825,98.82,98.815,98.81,98.805,98.8
2/18/2020,98.4375,98.4875,98.61,98.72,98.825,98.865,98.89,98.905,98.91,98.905,98.885,98.87,98.855,98.85,98.845,98.84,98.835,98.83
2/19/2020,98.4325,98.4625,98.585,98.69,98.795,98.84,98.865,98.88,98.885,98.88,98.86,98.845,98.83,98.825,98.82,98.815,98.81,98.805
2/20/2020,98.435,98.4725,98.615,98.725,98.835,98.88,98.905,98.925,98.93,98.925,98.905,98.89,98.875,98.87,98.865,98.86,98.855,98.85
2/21/2020,98.435,98.48,98.655,98.775,98.89,98.94,98.97,98.99,98.995,98.99,98.97,98.955,98.94,98.935,98.93,98.925,98.92,98.915
2/24/2020,98.4375,98.52,98.74,98.86,98.98,99.03,99.065,99.095,99.105,99.1,99.08,99.065,99.05,99.045,99.04,99.035,99.03,99.025
2/25/2020,98.4425,98.5625,98.785,98.905,99.025,99.08,99.115,99.145,99.16,99.155,99.135,99.12,99.105,99.1,99.095,99.09,99.085,99.08
2/26/2020,98.4375,98.5825,98.84,98.96,99.075,99.125,99.155,99.175,99.18,99.145,99.125,99.11,99.095,99.09,99.085,99.08,99.075,99.07
2/27/2020,98.4425,98.645,98.915,99.035,99.15,99.2,99.22,99.235,99.245,99.21,99.185,99.165,99.15,99.145,99.14,99.135,99.13,99.125
2/28/2020,98.47,98.885,99.155,99.27,99.365,99.415,99.43,99.44,99.45,99.415,99.385,99.365,99.35,99.345,99.34,99.335,99.33,99.325
3/2/2020,98.485,98.9875,99.255,99.345,99.4,99.425,99.435,99.44,99.45,99.415,99.385,99.365,99.35,99.345,99.34,99.335,99.33,99.325
3/3/2020,98.51,99.2425,99.4,99.46,99.51,99.515,99.505,99.51,99.52,99.485,99.455,99.435,99.42,99.415,99.41,99.405,99.4,99.395
3/4/2020,98.5,99.295,99.52,99.58,99.6,99.595,99.585,99.585,99.585,99.55,99.52,99.495,99.48,99.475,99.47,99.465,99.46,99.455
3/5/2020,98.5025,99.39,99.6,99.645,99.665,99.66,99.65,99.645,99.645,99.605,99.57,99.545,99.53,99.525,99.52,99.515,99.51,99.505
3/6/2020,98.51,99.485,99.695,99.725,99.745,99.74,99.73,99.725,99.73,99.69,99.655,99.63,99.615,99.61,99.605,99.6,99.595,99.59
3/9/2020,98.52,99.695,99.87,99.845,99.835,99.82,99.8,99.8,99.805,99.765,99.73,99.705,99.69,99.685,99.68,99.675,99.67,99.665
3/10/2020,98.505,99.625,99.8,99.765,99.75,99.725,99.705,99.705,99.71,99.655,99.61,99.585,99.57,99.565,99.56,99.555,99.55,99.545
3/11/2020,98.5325,99.71,99.85,99.82,99.79,99.76,99.735,99.73,99.73,99.675,99.625,99.595,99.58,99.575,99.57,99.565,99.56,99.555
3/12/2020,98.525,99.78,99.89,99.85,99.835,99.805,99.805,99.8,99.8,99.745,99.695,99.665,99.65,99.645,99.64,99.635,99.63,99.625
3/13/2020,98.5225,99.795,99.895,99.87,99.855,99.825,99.805,99.8,99.795,99.73,99.665,99.625,99.61,99.605,99.6,99.595,99.59,99.585
3/16/2020,98.52,99.865,99.94,99.9,99.87,99.84,99.85,99.875,99.87,99.805,99.74,99.7,99.685,99.68,99.675,99.67,99.665,99.66
3/17/2020,98.5175,99.84,99.895,99.85,99.81,99.79,99.805,99.82,99.815,99.755,99.69,99.65,99.635,99.63,99.625,99.62,99.615,99.61
3/18/2020,99.865,99.92,99.85,99.81,99.77,99.75,99.735,99.715,99.65,99.585,99.545,99.53,99.525,99.52,99.515,99.51,99.505,99.5
3/19/2020,99.88,99.935,99.9,99.845,99.795,99.78,99.795,99.795,99.755,99.69,99.65,99.635,99.63,99.625,99.62,99.615,99.61,99.605
3/20/2020,99.9,99.93,99.925,99.875,99.835,99.835,99.85,99.85,99.815,99.75,99.71,99.695,99.69,99.685,99.68,99.675,99.67,99.665
3/23/2020,99.92,99.95,99.945,99.895,99.865,99.875,99.895,99.92,99.895,99.83,99.79,99.775,99.77,99.765,99.76,99.755,99.75,99.745
3/24/2020,99.9175,99.94,99.935,99.88,99.85,99.84,99.84,99.855,99.825,99.77,99.73,99.715,99.71,99.705,99.7,99.695,99.69,99.685
3/25/2020,99.9175,99.94,99.94,99.895,99.865,99.855,99.855,99.865,99.83,99.775,99.735,99.72,99.715,99.71,99.705,99.7,99.695,99.69
3/26/2020,99.9375,99.96,99.96,99.915,99.89,99.89,99.89,99.895,99.86,99.805,99.765,99.75,99.745,99.74,99.735,99.73,99.725,99.72
3/27/2020,99.9425,99.95,99.95,99.92,99.9,99.9,99.9,99.905,99.875,99.825,99.785,99.77,99.765,99.76,99.755,99.75,99.745,99.74
3/30/2020,99.9425,99.95,99.95,99.92,99.9,99.9,99.91,99.93,99.91,99.87,99.83,99.815,99.81,99.805,99.8,99.795,99.79,99.785
3/31/2020,99.9375,99.945,99.95,99.92,99.9,99.9,99.905,99.91,99.88,99.84,99.8,99.785,99.78,99.775,99.77,99.765,99.76,99.755
4/1/2020,99.945,99.93,99.94,99.925,99.91,99.91,99.915,99.925,99.905,99.865,99.825,99.81,99.805,99.8,99.795,99.79,99.785,99.78
4/2/2020,99.95,99.935,99.95,99.93,99.925,99.92,99.92,99.925,99.89,99.85,99.81,99.795,99.79,99.785,99.78,99.775,99.77,99.765
4/3/2020,99.945,99.93,99.93,99.92,99.92,99.92,99.92,99.925,99.895,99.855,99.815,99.8,99.795,99.79,99.785,99.78,99.775,99.77
4/6/2020,99.945,99.93,99.935,99.92,99.9,99.895,99.89,99.87,99.835,99.795,99.755,99.74,99.735,99.73,99.725,99.72,99.715,99.71
4/7/2020,99.945,99.93,99.93,99.91,99.875,99.87,99.865,99.845,99.8,99.75,99.71,99.695,99.69,99.685,99.68,99.675,99.67,99.665
4/8/2020,99.95,99.935,99.94,99.915,99.88,99.875,99.87,99.855,99.815,99.765,99.725,99.71,99.705,99.7,99.695,99.69,99.685,99.68
4/9/2020,99.955,99.94,99.955,99.925,99.895,99.895,99.89,99.875,99.835,99.785,99.745,99.73,99.725,99.72,99.715,99.71,99.705,99.7
4/13/2020,99.95,99.935,99.955,99.92,99.885,99.885,99.88,99.865,99.825,99.775,99.735,99.72,99.715,99.71,99.705,99.7,99.695,99.69
4/14/2020,99.935,99.92,99.94,99.91,99.885,99.885,99.885,99.88,99.84,99.79,99.75,99.735,99.73,99.725,99.72,99.715,99.71,99.705
4/15/2020,99.94,99.925,99.945,99.92,99.895,99.9,99.905,99.9,99.865,99.82,99.78,99.765,99.76,99.755,99.75,99.745,99.74,99.735
4/16/2020,99.935,99.915,99.935,99.915,99.895,99.9,99.905,99.9,99.865,99.82,99.79,99.775,99.77,99.765,99.76,99.755,99.75,99.745
4/17/2020,99.95,99.93,99.945,99.92,99.905,99.91,99.915,99.91,99.88,99.835,99.805,99.79,99.785,99.78,99.775,99.77,99.765,99.76
4/20/2020,99.95,99.93,99.935,99.925,99.91,99.915,99.92,99.92,99.89,99.845,99.815,99.8,99.795,99.79,99.785,99.78,99.775,99.77
4/21/2020,99.9625,99.94,99.945,99.93,99.915,99.925,99.93,99.93,99.905,99.865,99.835,99.82,99.815,99.81,99.805,99.8,99.795,99.79
4/22/2020,99.9625,99.94,99.945,99.93,99.915,99.92,99.925,99.92,99.895,99.855,99.825,99.81,99.805,99.8,99.795,99.79,99.785,99.78
4/23/2020,99.9625,99.94,99.945,99.925,99.925,99.93,99.93,99.925,99.9,99.86,99.83,99.815,99.81,99.805,99.8,99.795,99.79,99.785
4/24/2020,99.9675,99.945,99.95,99.93,99.93,99.93,99.93,99.925,99.9,99.86,99.83,99.815,99.81,99.805,99.8,99.795,99.79,99.785
4/27/2020,99.9725,99.95,99.95,99.935,99.93,99.93,99.925,99.915,99.89,99.85,99.82,99.805,99.8,99.795,99.79,99.785,99.78,99.775
4/28/2020,99.9675,99.945,99.945,99.935,99.93,99.93,99.925,99.915,99.89,99.855,99.825,99.81,99.805,99.8,99.795,99.79,99.785,99.78
4/29/2020,99.985,99.965,99.96,99.955,99.945,99.94,99.935,99.925,99.9,99.87,99.84,99.825,99.82,99.815,99.81,99.805,99.8,99.795
4/30/2020,99.9825,99.975,99.97,99.96,99.95,99.945,99.94,99.93,99.905,99.88,99.85,99.835,99.83,99.825,99.82,99.815,99.81,99.805
5/1/2020,99.975,99.97,99.965,99.955,99.945,99.94,99.935,99.925,99.9,99.875,99.845,99.83,99.825,99.82,99.815,99.81,99.805,99.8
5/4/2020,99.98,99.975,99.97,99.96,99.95,99.95,99.95,99.94,99.915,99.89,99.86,99.845,99.84,99.835,99.83,99.825,99.82,99.815
5/5/2020,99.965,99.96,99.96,99.955,99.95,99.95,99.95,99.94,99.915,99.89,99.86,99.845,99.835,99.83,99.825,99.82,99.815,99.81
5/6/2020,99.965,99.965,99.97,99.97,99.97,99.97,99.97,99.96,99.935,99.91,99.88,99.86,99.85,99.845,99.84,99.835,99.83,99.825
5/7/2020,99.96,99.96,99.995,100.02,100.025,100.025,100.025,100.015,99.99,99.965,99.935,99.915,99.905,99.9,99.895,99.89,99.885,99.88
5/8/2020,99.955,99.95,99.97,99.995,100.005,100.01,100.01,100.005,99.98,99.955,99.925,99.905,99.895,99.89,99.885,99.88,99.875,99.87
5/11/2020,99.9525,99.94,99.955,99.975,99.985,99.99,99.99,99.985,99.96,99.935,99.905,99.885,99.875,99.87,99.865,99.86,99.855,99.85
5/12/2020,99.9525,99.93,99.94,99.97,99.985,99.995,99.995,99.99,99.965,99.94,99.91,99.89,99.875,99.87,99.865,99.86,99.855,99.85
5/13/2020,99.96,99.94,99.95,99.975,99.99,100,100,100,99.98,99.96,99.93,99.91,99.895,99.89,99.885,99.88,99.875,99.87
5/14/2020,99.96,99.94,99.95,99.975,99.995,100.005,100.01,100.01,99.99,99.97,99.94,99.92,99.905,99.9,99.895,99.89,99.885,99.88
5/15/2020,99.96,99.94,99.95,99.975,99.995,100.01,100.015,100.015,100,99.98,99.965,99.945,99.93,99.925,99.92,99.915,99.91,99.905
5/18/2020,99.96,99.9275,99.935,99.96,99.98,99.99,99.995,99.99,99.97,99.945,99.92,99.9,99.885,99.88,99.875,99.87,99.865,99.86
5/19/2020,99.965,99.9325,99.94,99.96,99.975,99.99,99.995,99.99,99.97,99.945,99.92,99.9,99.885,99.88,99.875,99.87,99.865,99.86
5/20/2020,99.9675,99.94,99.945,99.96,99.975,99.995,99.995,99.99,99.97,99.945,99.92,99.895,99.88,99.875,99.87,99.865,99.86,99.855
5/21/2020,99.9675,99.94,99.945,99.96,99.975,99.995,99.995,99.99,99.97,99.945,99.92,99.895,99.88,99.875,99.87,99.865,99.86,99.855
5/22/2020,99.9675,99.94,99.945,99.96,99.975,99.995,100,99.995,99.975,99.95,99.925,99.9,99.885,99.88,99.875,99.87,99.865,99.86
5/26/2020,99.9625,99.9325,99.94,99.955,99.97,99.99,99.99,99.985,99.97,99.945,99.92,99.895,99.88,99.875,99.87,99.865,99.86,99.855
5/27/2020,99.96,99.93,99.94,99.95,99.965,99.985,99.985,99.98,99.965,99.94,99.915,99.89,99.875,99.87,99.865,99.86,99.855,99.85
5/28/2020,99.9625,99.925,99.935,99.95,99.965,99.985,99.985,99.975,99.965,99.935,99.91,99.885,99.87,99.865,99.86,99.855,99.85,99.845
5/29/2020,99.965,99.93,99.94,99.95,99.97,99.99,99.995,99.995,99.985,99.955,99.93,99.905,99.89,99.885,99.88,99.875,99.87,99.865
6/1/2020,99.965,99.93,99.945,99.955,99.975,100,100.005,100.005,99.995,99.965,99.94,99.915,99.9,99.895,99.89,99.885,99.88,99.875
6/2/2020,99.965,99.93,99.945,99.96,99.975,100,100,100,99.99,99.96,99.935,99.91,99.895,99.89,99.885,99.88,99.875,99.87
6/3/2020,99.96,99.9225,99.93,99.94,99.955,99.975,99.97,99.965,99.955,99.925,99.9,99.875,99.86,99.855,99.85,99.845,99.84,99.835
6/4/2020,99.9625,99.925,99.93,99.935,99.95,99.965,99.96,99.955,99.945,99.915,99.885,99.86,99.845,99.84,99.835,99.83,99.825,99.82
6/5/2020,99.9625,99.925,99.925,99.93,99.94,99.945,99.93,99.915,99.895,99.85,99.82,99.795,99.78,99.775,99.77,99.765,99.76,99.755
6/8/2020,99.96,99.92,99.92,99.925,99.93,99.94,99.93,99.915,99.895,99.855,99.825,99.8,99.785,99.78,99.775,99.77,99.765,99.76
6/9/2020,99.9625,99.9225,99.925,99.93,99.945,99.955,99.95,99.94,99.925,99.89,99.86,99.835,99.82,99.815,99.81,99.805,99.8,99.795
