Date,ED1 ,ED2 ,ED3 ,ED4 ,ED5 ,ED6 ,ED7 ,ED8 ,ED9 ,ED10 ,ED11 ,ED12 ,ED13 ,ED14 ,ED15 ,ED16 ,ED17 ,ED18 
5/11/2017,98.74,98.615,98.525,98.425,98.32,98.215,98.11,98.04,97.97,97.905,97.82,97.775,97.725,97.675,97.615,97.58,97.535,97.49
5/12/2017,98.77,98.66,98.575,98.49,98.395,98.3,98.195,98.125,98.06,97.995,97.91,97.86,97.81,97.76,97.7,97.66,97.615,97.565
5/15/2017,98.76,98.66,98.575,98.495,98.405,98.31,98.205,98.135,98.07,98.005,97.92,97.875,97.82,97.77,97.71,97.67,97.625,97.58
5/16/2017,98.755,98.655,98.57,98.495,98.405,98.31,98.21,98.14,98.075,98.015,97.935,97.885,97.83,97.78,97.72,97.68,97.635,97.585
5/17/2017,98.785,98.705,98.635,98.57,98.485,98.4,98.305,98.245,98.185,98.125,98.045,98,97.955,97.91,97.85,97.81,97.765,97.72
5/18/2017,98.7625,98.68,98.605,98.535,98.45,98.365,98.27,98.21,98.15,98.095,98.015,97.975,97.93,97.885,97.825,97.785,97.74,97.695
5/19/2017,98.75,98.665,98.59,98.515,98.43,98.34,98.245,98.185,98.125,98.065,97.985,97.945,97.9,97.855,97.795,97.76,97.715,97.67
5/22/2017,98.7425,98.655,98.585,98.51,98.425,98.335,98.235,98.175,98.115,98.055,97.975,97.935,97.89,97.845,97.785,97.75,97.705,97.66
5/23/2017,98.74,98.65,98.57,98.495,98.405,98.31,98.205,98.145,98.085,98.025,97.945,97.9,97.855,97.81,97.75,97.715,97.67,97.625
5/24/2017,98.745,98.655,98.58,98.505,98.415,98.325,98.225,98.165,98.105,98.045,97.965,97.925,97.88,97.83,97.77,97.735,97.69,97.645
5/25/2017,98.7425,98.655,98.58,98.5,98.415,98.325,98.23,98.175,98.115,98.055,97.98,97.94,97.895,97.85,97.79,97.755,97.715,97.67
5/26/2017,98.745,98.655,98.58,98.5,98.415,98.33,98.235,98.175,98.115,98.055,97.98,97.935,97.89,97.845,97.785,97.75,97.71,97.665
5/30/2017,98.75,98.67,98.595,98.525,98.44,98.36,98.27,98.215,98.16,98.105,98.03,97.985,97.94,97.895,97.84,97.805,97.765,97.72
5/31/2017,98.7525,98.675,98.605,98.535,98.45,98.365,98.275,98.22,98.165,98.11,98.035,97.995,97.955,97.91,97.855,97.82,97.785,97.745
6/1/2017,98.735,98.65,98.58,98.51,98.43,98.355,98.265,98.21,98.16,98.105,98.03,97.99,97.95,97.905,97.85,97.815,97.775,97.735
6/2/2017,98.735,98.66,98.585,98.52,98.445,98.375,98.295,98.245,98.195,98.145,98.075,98.04,98,97.96,97.905,97.875,97.835,97.795
6/5/2017,98.74,98.665,98.585,98.52,98.44,98.37,98.285,98.235,98.185,98.13,98.06,98.02,97.98,97.94,97.885,97.85,97.81,97.77
6/6/2017,98.7475,98.675,98.6,98.535,98.455,98.385,98.305,98.255,98.205,98.155,98.085,98.05,98.01,97.97,97.92,97.885,97.845,97.805
6/7/2017,98.7475,98.67,98.59,98.52,98.44,98.365,98.28,98.225,98.17,98.12,98.05,98.01,97.97,97.93,97.88,97.845,97.805,97.765
6/8/2017,98.74,98.665,98.585,98.515,98.43,98.355,98.265,98.21,98.155,98.105,98.035,97.995,97.955,97.915,97.865,97.83,97.79,97.75
6/9/2017,98.73,98.65,98.57,98.5,98.42,98.35,98.26,98.21,98.155,98.105,98.035,98,97.96,97.915,97.86,97.825,97.785,97.745
6/12/2017,98.7225,98.64,98.565,98.495,98.41,98.34,98.255,98.205,98.15,98.1,98.03,97.995,97.955,97.91,97.855,97.82,97.78,97.74
6/13/2017,98.73,98.645,98.56,98.485,98.4,98.325,98.235,98.18,98.125,98.075,98.005,97.97,97.93,97.89,97.835,97.8,97.765,97.725
6/14/2017,98.7275,98.67,98.59,98.525,98.45,98.38,98.29,98.24,98.185,98.135,98.07,98.035,97.995,97.96,97.91,97.88,97.845,97.805
6/15/2017,98.7225,98.66,98.57,98.505,98.43,98.355,98.265,98.215,98.165,98.115,98.045,98.01,97.97,97.93,97.88,97.845,97.805,97.765
6/16/2017,98.7225,98.665,98.58,98.52,98.45,98.38,98.295,98.245,98.195,98.145,98.075,98.04,98,97.955,97.9,97.865,97.825,97.785
6/19/2017,98.7198,98.645,98.555,98.48,98.41,98.34,98.255,98.21,98.16,98.11,98.04,98,97.96,97.92,97.865,97.825,97.785,97.745
6/20/2017,98.655,98.57,98.5,98.43,98.36,98.28,98.235,98.185,98.14,98.07,98.035,97.995,97.955,97.905,97.865,97.825,97.785,97.74
6/21/2017,98.66,98.57,98.5,98.435,98.37,98.29,98.245,98.195,98.15,98.08,98.045,98.005,97.965,97.91,97.875,97.835,97.795,97.745
6/22/2017,98.655,98.57,98.51,98.45,98.39,98.315,98.275,98.225,98.18,98.11,98.075,98.035,97.995,97.94,97.9,97.86,97.82,97.77
6/23/2017,98.655,98.565,98.5,98.44,98.38,98.305,98.265,98.215,98.17,98.1,98.065,98.025,97.98,97.925,97.89,97.85,97.805,97.755
6/26/2017,98.65,98.555,98.495,98.435,98.37,98.295,98.255,98.205,98.16,98.09,98.055,98.015,97.975,97.92,97.885,97.84,97.8,97.75
6/27/2017,98.645,98.545,98.47,98.4,98.335,98.255,98.21,98.16,98.115,98.045,98.005,97.965,97.92,97.865,97.825,97.78,97.735,97.685
6/28/2017,98.65,98.545,98.475,98.41,98.34,98.26,98.215,98.16,98.11,98.04,98,97.955,97.91,97.85,97.805,97.76,97.715,97.66
6/29/2017,98.65,98.54,98.46,98.39,98.32,98.23,98.18,98.125,98.07,97.995,97.955,97.91,97.86,97.8,97.755,97.71,97.665,97.61
6/30/2017,98.645,98.525,98.44,98.365,98.29,98.2,98.145,98.085,98.03,97.955,97.91,97.865,97.815,97.75,97.705,97.66,97.61,97.555
7/3/2017,98.635,98.505,98.41,98.325,98.245,98.15,98.095,98.035,97.98,97.9,97.855,97.805,97.755,97.695,97.65,97.6,97.55,97.5
7/5/2017,98.635,98.505,98.405,98.32,98.24,98.145,98.085,98.025,97.965,97.89,97.845,97.8,97.755,97.695,97.65,97.605,97.56,97.51
7/6/2017,98.635,98.51,98.41,98.325,98.24,98.14,98.08,98.015,97.955,97.875,97.83,97.78,97.73,97.67,97.625,97.58,97.53,97.475
7/7/2017,98.65,98.525,98.415,98.325,98.24,98.135,98.07,98.005,97.94,97.86,97.815,97.765,97.715,97.655,97.615,97.565,97.515,97.465
7/10/2017,98.655,98.53,98.425,98.34,98.255,98.155,98.095,98.03,97.97,97.89,97.845,97.795,97.75,97.69,97.65,97.6,97.55,97.5
7/11/2017,98.665,98.54,98.44,98.36,98.275,98.175,98.115,98.055,97.995,97.915,97.87,97.82,97.775,97.715,97.67,97.62,97.575,97.525
7/12/2017,98.67,98.555,98.465,98.395,98.32,98.225,98.17,98.11,98.05,97.97,97.925,97.875,97.825,97.765,97.72,97.67,97.625,97.57
7/13/2017,98.67,98.55,98.46,98.385,98.31,98.215,98.16,98.1,98.04,97.96,97.915,97.865,97.815,97.755,97.71,97.66,97.61,97.555
7/14/2017,98.675,98.56,98.47,98.4,98.325,98.235,98.18,98.125,98.07,97.995,97.95,97.905,97.855,97.795,97.75,97.7,97.65,97.595
7/17/2017,98.675,98.56,98.475,98.405,98.33,98.24,98.19,98.135,98.085,98.01,97.965,97.92,97.875,97.815,97.77,97.72,97.675,97.62
7/18/2017,98.675,98.565,98.48,98.415,98.345,98.26,98.21,98.16,98.11,98.04,98,97.96,97.915,97.855,97.815,97.77,97.725,97.675
7/19/2017,98.665,98.555,98.47,98.405,98.335,98.25,98.2,98.15,98.1,98.03,97.99,97.945,97.9,97.845,97.805,97.755,97.71,97.66
7/20/2017,98.655,98.545,98.46,98.395,98.325,98.24,98.195,98.145,98.095,98.025,97.985,97.945,97.9,97.84,97.8,97.755,97.71,97.655
7/21/2017,98.655,98.55,98.47,98.41,98.345,98.265,98.215,98.165,98.12,98.05,98.01,97.97,97.925,97.87,97.83,97.785,97.74,97.69
7/24/2017,98.65,98.54,98.46,98.4,98.335,98.255,98.205,98.155,98.11,98.04,98,97.955,97.91,97.855,97.815,97.77,97.725,97.675
7/25/2017,98.645,98.525,98.44,98.37,98.3,98.21,98.155,98.1,98.045,97.97,97.925,97.88,97.835,97.775,97.73,97.685,97.64,97.585
7/26/2017,98.665,98.555,98.475,98.41,98.345,98.265,98.215,98.16,98.11,98.035,97.995,97.95,97.905,97.845,97.8,97.75,97.705,97.65
7/27/2017,98.665,98.55,98.465,98.4,98.335,98.255,98.205,98.15,98.1,98.025,97.985,97.94,97.89,97.825,97.78,97.73,97.68,97.625
7/28/2017,98.67,98.555,98.475,98.415,98.35,98.27,98.22,98.17,98.12,98.05,98.005,97.96,97.915,97.85,97.805,97.755,97.705,97.65
7/31/2017,98.67,98.55,98.47,98.41,98.345,98.265,98.215,98.165,98.115,98.045,98,97.955,97.91,97.845,97.8,97.75,97.7,97.645
8/1/2017,98.67,98.55,98.47,98.415,98.355,98.28,98.235,98.19,98.145,98.08,98.04,97.995,97.95,97.89,97.85,97.8,97.75,97.695
8/2/2017,98.67,98.55,98.465,98.405,98.345,98.265,98.22,98.175,98.125,98.06,98.02,97.98,97.935,97.875,97.835,97.785,97.74,97.685
8/3/2017,98.675,98.555,98.475,98.415,98.355,98.28,98.24,98.195,98.15,98.085,98.05,98.01,97.965,97.905,97.865,97.82,97.775,97.72
8/4/2017,98.675,98.545,98.455,98.39,98.33,98.25,98.205,98.16,98.115,98.05,98.015,97.975,97.93,97.87,97.83,97.785,97.735,97.68
8/7/2017,98.675,98.545,98.46,98.395,98.335,98.255,98.215,98.17,98.125,98.06,98.025,97.985,97.94,97.88,97.845,97.8,97.75,97.695
8/8/2017,98.67,98.535,98.45,98.385,98.325,98.245,98.2,98.15,98.105,98.04,98,97.96,97.915,97.86,97.825,97.78,97.73,97.675
8/9/2017,98.67,98.545,98.47,98.41,98.35,98.27,98.23,98.185,98.135,98.07,98.035,97.995,97.95,97.895,97.86,97.815,97.77,97.715
8/10/2017,98.675,98.55,98.475,98.42,98.365,98.285,98.245,98.2,98.155,98.09,98.055,98.015,97.975,97.92,97.885,97.84,97.795,97.745
8/11/2017,98.675,98.575,98.515,98.465,98.41,98.335,98.295,98.25,98.205,98.14,98.1,98.06,98.015,97.955,97.92,97.875,97.825,97.77
8/14/2017,98.6675,98.555,98.49,98.44,98.385,98.31,98.27,98.225,98.18,98.115,98.075,98.035,97.99,97.93,97.89,97.845,97.795,97.74
8/15/2017,98.6625,98.54,98.465,98.405,98.35,98.27,98.23,98.185,98.14,98.07,98.03,97.99,97.945,97.885,97.845,97.795,97.745,97.69
8/16/2017,98.665,98.55,98.475,98.42,98.37,98.295,98.255,98.215,98.17,98.105,98.07,98.03,97.985,97.925,97.89,97.84,97.795,97.74
8/17/2017,98.67,98.56,98.485,98.43,98.38,98.305,98.27,98.23,98.19,98.125,98.09,98.055,98.015,97.955,97.92,97.875,97.83,97.775
8/18/2017,98.6725,98.565,98.49,98.435,98.38,98.31,98.275,98.235,98.195,98.135,98.1,98.06,98.02,97.96,97.925,97.88,97.835,97.78
8/21/2017,98.6775,98.575,98.505,98.45,98.4,98.33,98.295,98.255,98.215,98.15,98.115,98.075,98.035,97.98,97.94,97.895,97.85,97.8
8/22/2017,98.67,98.565,98.49,98.435,98.38,98.305,98.265,98.225,98.185,98.12,98.085,98.045,98.005,97.95,97.915,97.87,97.82,97.77
8/23/2017,98.675,98.58,98.515,98.465,98.415,98.345,98.305,98.265,98.225,98.165,98.13,98.09,98.05,97.995,97.96,97.915,97.87,97.82
8/24/2017,98.67,98.565,98.5,98.45,98.4,98.325,98.285,98.245,98.205,98.14,98.105,98.07,98.03,97.97,97.935,97.895,97.85,97.795
8/25/2017,98.67,98.57,98.51,98.46,98.41,98.335,98.3,98.26,98.22,98.155,98.12,98.085,98.045,97.99,97.955,97.915,97.87,97.82
8/28/2017,98.67,98.58,98.52,98.475,98.43,98.36,98.325,98.285,98.245,98.185,98.15,98.115,98.075,98.015,97.98,97.94,97.895,97.84
8/29/2017,98.67,98.58,98.535,98.495,98.45,98.385,98.35,98.315,98.275,98.215,98.18,98.145,98.1,98.04,98.005,97.96,97.915,97.86
8/30/2017,98.675,98.585,98.535,98.49,98.44,98.37,98.335,98.295,98.255,98.195,98.16,98.125,98.085,98.025,97.99,97.945,97.9,97.85
8/31/2017,98.6775,98.585,98.54,98.495,98.45,98.38,98.345,98.31,98.275,98.215,98.18,98.145,98.105,98.05,98.015,97.975,97.93,97.88
9/1/2017,98.6775,98.575,98.525,98.475,98.425,98.35,98.315,98.28,98.245,98.185,98.15,98.115,98.075,98.02,97.985,97.945,97.9,97.85
9/5/2017,98.6825,98.59,98.555,98.52,98.475,98.41,98.385,98.355,98.325,98.27,98.24,98.205,98.17,98.12,98.085,98.045,98,97.95
9/6/2017,98.68,98.59,98.535,98.495,98.45,98.38,98.35,98.315,98.28,98.225,98.195,98.16,98.12,98.065,98.03,97.99,97.945,97.895
9/7/2017,98.685,98.615,98.56,98.52,98.475,98.41,98.38,98.345,98.315,98.26,98.23,98.195,98.155,98.1,98.065,98.025,97.98,97.925
9/8/2017,98.6975,98.63,98.575,98.53,98.485,98.415,98.385,98.35,98.315,98.26,98.23,98.2,98.16,98.11,98.075,98.035,97.99,97.935
9/11/2017,98.685,98.6,98.54,98.49,98.44,98.365,98.33,98.295,98.26,98.2,98.165,98.13,98.095,98.04,98.005,97.965,97.92,97.87
9/12/2017,98.675,98.585,98.515,98.465,98.41,98.335,98.3,98.26,98.22,98.155,98.12,98.085,98.045,97.99,97.955,97.915,97.87,97.815
9/13/2017,98.6725,98.575,98.495,98.44,98.385,98.31,98.27,98.23,98.19,98.125,98.09,98.055,98.015,97.96,97.925,97.885,97.84,97.785
9/14/2017,98.6725,98.55,98.47,98.41,98.35,98.275,98.235,98.195,98.155,98.095,98.06,98.025,97.985,97.935,97.905,97.865,97.82,97.77
9/15/2017,98.6725,98.55,98.465,98.395,98.335,98.25,98.205,98.165,98.13,98.07,98.035,98,97.965,97.915,97.885,97.845,97.805,97.755
9/18/2017,98.675,98.53,98.445,98.37,98.31,98.23,98.185,98.145,98.11,98.05,98.015,97.98,97.945,97.895,97.865,97.825,97.78,97.73
9/19/2017,98.53,98.44,98.365,98.305,98.225,98.18,98.14,98.105,98.045,98.015,97.98,97.945,97.895,97.86,97.82,97.78,97.73,97.695
9/20/2017,98.505,98.41,98.325,98.255,98.17,98.125,98.085,98.05,97.99,97.96,97.93,97.895,97.845,97.815,97.775,97.735,97.685,97.655
9/21/2017,98.495,98.4,98.315,98.245,98.16,98.11,98.07,98.035,97.975,97.945,97.915,97.88,97.83,97.8,97.765,97.725,97.68,97.65
9/22/2017,98.505,98.405,98.315,98.245,98.16,98.115,98.075,98.04,97.985,97.955,97.93,97.9,97.85,97.82,97.785,97.75,97.705,97.675
9/25/2017,98.515,98.415,98.33,98.27,98.19,98.15,98.115,98.08,98.03,98.005,97.98,97.95,97.905,97.88,97.845,97.81,97.765,97.735
9/26/2017,98.51,98.41,98.32,98.255,98.175,98.135,98.1,98.065,98.015,97.99,97.965,97.935,97.89,97.865,97.83,97.795,97.75,97.725
9/27/2017,98.5,98.39,98.29,98.22,98.135,98.09,98.05,98.015,97.96,97.93,97.9,97.87,97.82,97.79,97.755,97.715,97.665,97.635
9/28/2017,98.52,98.415,98.315,98.245,98.165,98.125,98.085,98.045,97.985,97.955,97.92,97.885,97.83,97.8,97.76,97.715,97.665,97.63
9/29/2017,98.52,98.41,98.3,98.22,98.135,98.09,98.045,98.005,97.945,97.915,97.885,97.85,97.8,97.77,97.735,97.695,97.645,97.615
10/2/2017,98.51,98.4,98.29,98.21,98.12,98.075,98.03,97.99,97.935,97.905,97.875,97.84,97.79,97.76,97.725,97.685,97.635,97.605
10/3/2017,98.5,98.385,98.285,98.21,98.13,98.085,98.045,98.005,97.95,97.92,97.89,97.855,97.805,97.775,97.735,97.695,97.645,97.615
10/4/2017,98.5,98.385,98.28,98.205,98.125,98.08,98.04,98,97.945,97.915,97.885,97.85,97.8,97.77,97.73,97.69,97.64,97.61
10/5/2017,98.495,98.375,98.27,98.19,98.105,98.06,98.02,97.98,97.925,97.895,97.865,97.83,97.78,97.75,97.715,97.675,97.625,97.595
10/6/2017,98.485,98.36,98.255,98.175,98.09,98.04,97.995,97.955,97.895,97.865,97.835,97.805,97.755,97.725,97.69,97.655,97.61,97.58
10/9/2017,98.48,98.355,98.255,98.175,98.09,98.035,97.99,97.95,97.89,97.86,97.83,97.8,97.755,97.725,97.69,97.655,97.61,97.58
10/10/2017,98.485,98.36,98.265,98.19,98.105,98.055,98.015,97.975,97.92,97.89,97.86,97.83,97.785,97.755,97.715,97.68,97.635,97.605
10/11/2017,98.485,98.355,98.255,98.18,98.095,98.045,98,97.965,97.91,97.885,97.855,97.825,97.78,97.755,97.72,97.685,97.64,97.61
10/12/2017,98.49,98.36,98.255,98.18,98.1,98.05,98.01,97.975,97.92,97.895,97.87,97.84,97.795,97.77,97.735,97.7,97.655,97.63
10/13/2017,98.505,98.375,98.275,98.205,98.125,98.08,98.04,98.01,97.96,97.935,97.91,97.885,97.84,97.815,97.785,97.75,97.705,97.68
10/16/2017,98.495,98.35,98.235,98.15,98.065,98.015,97.97,97.94,97.89,97.87,97.85,97.825,97.78,97.76,97.73,97.7,97.66,97.635
10/17/2017,98.49,98.35,98.235,98.15,98.06,98.005,97.96,97.925,97.875,97.855,97.835,97.81,97.77,97.75,97.72,97.69,97.65,97.63
10/18/2017,98.49,98.35,98.235,98.145,98.055,97.995,97.945,97.905,97.85,97.83,97.805,97.78,97.735,97.715,97.685,97.65,97.61,97.585
10/19/2017,98.495,98.36,98.25,98.165,98.08,98.02,97.965,97.925,97.87,97.845,97.82,97.795,97.75,97.725,97.695,97.665,97.62,97.595
10/20/2017,98.49,98.35,98.235,98.15,98.055,97.99,97.935,97.89,97.83,97.8,97.77,97.74,97.695,97.665,97.63,97.595,97.555,97.53
10/23/2017,98.495,98.36,98.25,98.165,98.075,98.01,97.955,97.91,97.85,97.82,97.79,97.76,97.715,97.685,97.65,97.615,97.57,97.545
10/24/2017,98.49,98.355,98.245,98.16,98.07,98.005,97.945,97.895,97.835,97.805,97.77,97.735,97.69,97.66,97.625,97.585,97.54,97.51
10/25/2017,98.49,98.345,98.225,98.14,98.045,97.975,97.915,97.865,97.805,97.77,97.735,97.7,97.65,97.615,97.58,97.54,97.495,97.465
10/26/2017,98.485,98.34,98.22,98.13,98.035,97.965,97.9,97.85,97.785,97.755,97.72,97.685,97.64,97.61,97.575,97.535,97.49,97.46
10/27/2017,98.485,98.35,98.235,98.15,98.055,97.99,97.93,97.88,97.82,97.79,97.755,97.72,97.675,97.645,97.61,97.57,97.525,97.495
10/30/2017,98.49,98.36,98.25,98.17,98.085,98.025,97.97,97.925,97.87,97.84,97.81,97.78,97.735,97.705,97.67,97.635,97.59,97.56
10/31/2017,98.49,98.35,98.235,98.155,98.075,98.02,97.965,97.92,97.865,97.835,97.805,97.775,97.73,97.7,97.665,97.63,97.585,97.56
11/1/2017,98.485,98.335,98.215,98.135,98.055,98,97.95,97.905,97.85,97.825,97.795,97.76,97.715,97.685,97.65,97.615,97.57,97.545
11/2/2017,98.485,98.34,98.225,98.15,98.075,98.02,97.97,97.93,97.875,97.85,97.82,97.79,97.745,97.715,97.685,97.65,97.605,97.58
11/3/2017,98.48,98.33,98.215,98.14,98.065,98.01,97.955,97.915,97.865,97.84,97.815,97.785,97.74,97.715,97.685,97.65,97.61,97.585
11/6/2017,98.475,98.33,98.215,98.14,98.07,98.02,97.975,97.935,97.885,97.86,97.835,97.81,97.77,97.74,97.71,97.68,97.64,97.615
11/7/2017,98.465,98.32,98.205,98.135,98.065,98.015,97.97,97.935,97.885,97.86,97.835,97.81,97.77,97.745,97.715,97.685,97.645,97.625
11/8/2017,98.46,98.32,98.205,98.13,98.06,98.01,97.965,97.93,97.88,97.855,97.83,97.805,97.76,97.735,97.705,97.675,97.635,97.615
11/9/2017,98.47,98.325,98.21,98.14,98.07,98.02,97.975,97.935,97.885,97.86,97.835,97.805,97.76,97.735,97.705,97.67,97.63,97.605
11/10/2017,98.465,98.31,98.19,98.115,98.04,97.985,97.935,97.895,97.84,97.81,97.78,97.75,97.7,97.67,97.635,97.6,97.555,97.53
11/13/2017,98.4675,98.3,98.175,98.095,98.01,97.955,97.905,97.86,97.805,97.78,97.755,97.725,97.68,97.655,97.625,97.595,97.55,97.525
11/14/2017,98.4675,98.3,98.175,98.095,98.015,97.96,97.91,97.87,97.82,97.795,97.77,97.74,97.695,97.67,97.64,97.61,97.565,97.54
11/15/2017,98.4675,98.31,98.185,98.11,98.035,97.985,97.94,97.905,97.855,97.83,97.805,97.78,97.74,97.715,97.685,97.655,97.62,97.6
11/16/2017,98.4625,98.295,98.16,98.08,98.005,97.955,97.905,97.87,97.82,97.795,97.77,97.745,97.7,97.675,97.65,97.62,97.58,97.56
11/17/2017,98.4575,98.295,98.16,98.08,98.01,97.96,97.91,97.875,97.825,97.805,97.78,97.755,97.71,97.685,97.66,97.63,97.59,97.57
11/20/2017,98.45,98.275,98.135,98.045,97.97,97.92,97.875,97.84,97.79,97.77,97.745,97.72,97.68,97.655,97.63,97.6,97.565,97.545
11/21/2017,98.4475,98.265,98.115,98.025,97.95,97.895,97.845,97.81,97.765,97.745,97.725,97.7,97.66,97.64,97.62,97.6,97.565,97.55
11/22/2017,98.45,98.285,98.145,98.065,98,97.955,97.91,97.88,97.835,97.815,97.795,97.77,97.73,97.71,97.685,97.655,97.62,97.605
11/24/2017,98.45,98.28,98.13,98.04,97.975,97.93,97.89,97.855,97.81,97.79,97.77,97.745,97.705,97.685,97.66,97.635,97.6,97.585
11/27/2017,98.4475,98.28,98.135,98.05,97.985,97.94,97.9,97.865,97.82,97.805,97.785,97.765,97.725,97.705,97.68,97.655,97.62,97.605
11/28/2017,98.4525,98.285,98.135,98.045,97.975,97.93,97.885,97.85,97.805,97.79,97.77,97.75,97.71,97.69,97.665,97.64,97.605,97.59
11/29/2017,98.45,98.275,98.125,98.035,97.96,97.91,97.865,97.83,97.785,97.77,97.75,97.725,97.685,97.665,97.64,97.615,97.58,97.56
11/30/2017,98.45,98.255,98.105,98.01,97.925,97.87,97.82,97.78,97.735,97.715,97.695,97.67,97.63,97.61,97.585,97.56,97.525,97.51
12/1/2017,98.45,98.275,98.12,98.025,97.94,97.885,97.835,97.795,97.75,97.735,97.715,97.695,97.66,97.64,97.615,97.59,97.56,97.545
12/4/2017,98.44,98.25,98.1,98.005,97.91,97.845,97.79,97.755,97.715,97.7,97.68,97.66,97.63,97.61,97.59,97.565,97.54,97.525
12/5/2017,98.4275,98.24,98.085,97.995,97.905,97.84,97.785,97.75,97.715,97.7,97.685,97.665,97.635,97.615,97.595,97.575,97.55,97.535
12/6/2017,98.425,98.245,98.1,98.015,97.93,97.87,97.82,97.79,97.755,97.74,97.725,97.705,97.675,97.655,97.635,97.615,97.585,97.565
12/7/2017,98.415,98.24,98.09,98.005,97.915,97.855,97.805,97.775,97.735,97.72,97.7,97.68,97.645,97.62,97.595,97.575,97.545,97.52
12/8/2017,98.4025,98.235,98.09,98.005,97.915,97.86,97.81,97.78,97.745,97.73,97.71,97.685,97.65,97.63,97.605,97.575,97.545,97.525
12/11/2017,98.4,98.23,98.08,97.99,97.9,97.84,97.79,97.76,97.72,97.705,97.685,97.665,97.63,97.61,97.585,97.56,97.53,97.51
12/12/2017,98.3875,98.22,98.07,97.98,97.89,97.835,97.785,97.75,97.71,97.695,97.675,97.655,97.62,97.595,97.57,97.545,97.515,97.495
12/13/2017,98.3825,98.245,98.1,98.015,97.935,97.885,97.835,97.805,97.765,97.755,97.735,97.715,97.685,97.665,97.645,97.62,97.59,97.57
12/14/2017,98.385,98.24,98.095,98.005,97.92,97.865,97.81,97.78,97.745,97.735,97.72,97.705,97.675,97.66,97.645,97.63,97.6,97.585
12/15/2017,98.375,98.23,98.08,97.99,97.9,97.845,97.795,97.765,97.73,97.72,97.705,97.69,97.665,97.65,97.635,97.615,97.59,97.58
12/18/2017,98.3745,98.225,98.08,97.98,97.89,97.835,97.79,97.76,97.72,97.71,97.695,97.675,97.645,97.63,97.61,97.59,97.56,97.545
12/19/2017,98.215,98.06,97.955,97.865,97.8,97.75,97.72,97.68,97.665,97.645,97.625,97.595,97.575,97.555,97.53,97.5,97.48,97.455
12/20/2017,98.21,98.055,97.945,97.85,97.79,97.735,97.695,97.655,97.64,97.62,97.6,97.57,97.55,97.525,97.5,97.47,97.45,97.425
12/21/2017,98.205,98.05,97.94,97.835,97.775,97.72,97.685,97.645,97.63,97.615,97.595,97.565,97.545,97.525,97.5,97.47,97.455,97.435
12/22/2017,98.205,98.04,97.925,97.82,97.76,97.705,97.665,97.625,97.615,97.6,97.585,97.555,97.54,97.525,97.505,97.475,97.46,97.445
12/26/2017,98.205,98.04,97.93,97.825,97.765,97.71,97.675,97.635,97.625,97.615,97.6,97.575,97.56,97.545,97.53,97.505,97.49,97.47
12/27/2017,98.225,98.06,97.95,97.85,97.79,97.735,97.7,97.665,97.66,97.65,97.635,97.61,97.6,97.59,97.575,97.55,97.54,97.525
12/28/2017,98.235,98.065,97.95,97.84,97.78,97.725,97.69,97.65,97.64,97.63,97.62,97.595,97.58,97.57,97.555,97.53,97.52,97.505
12/29/2017,98.24,98.075,97.96,97.855,97.795,97.74,97.705,97.67,97.66,97.65,97.64,97.615,97.605,97.595,97.58,97.555,97.545,97.53
1/2/2018,98.21,98.045,97.93,97.825,97.765,97.71,97.675,97.635,97.63,97.62,97.605,97.58,97.565,97.555,97.54,97.515,97.5,97.485
1/3/2018,98.21,98.035,97.92,97.815,97.76,97.705,97.67,97.63,97.625,97.615,97.605,97.58,97.57,97.555,97.54,97.52,97.51,97.495
1/4/2018,98.19,98.01,97.895,97.79,97.73,97.67,97.63,97.585,97.585,97.58,97.57,97.545,97.54,97.53,97.515,97.495,97.485,97.47
1/5/2018,98.19,98.005,97.885,97.78,97.715,97.66,97.62,97.58,97.575,97.565,97.55,97.525,97.52,97.51,97.495,97.475,97.465,97.45
1/8/2018,98.195,98.01,97.89,97.785,97.72,97.665,97.625,97.585,97.58,97.57,97.555,97.53,97.525,97.515,97.5,97.48,97.47,97.455
1/9/2018,98.19,98,97.88,97.77,97.705,97.645,97.605,97.56,97.545,97.53,97.515,97.485,97.475,97.46,97.445,97.42,97.405,97.39
1/10/2018,98.185,97.995,97.875,97.765,97.695,97.64,97.6,97.555,97.545,97.53,97.515,97.485,97.475,97.46,97.445,97.42,97.405,97.39
1/11/2018,98.175,97.995,97.88,97.775,97.71,97.65,97.61,97.57,97.56,97.545,97.53,97.5,97.49,97.48,97.465,97.44,97.425,97.41
1/12/2018,98.16,97.97,97.85,97.74,97.67,97.61,97.57,97.525,97.515,97.5,97.485,97.46,97.45,97.44,97.425,97.405,97.39,97.375
1/16/2018,98.14,97.95,97.83,97.72,97.65,97.59,97.55,97.505,97.495,97.485,97.47,97.445,97.435,97.425,97.415,97.395,97.385,97.37
1/17/2018,98.14,97.935,97.805,97.685,97.615,97.55,97.51,97.465,97.455,97.44,97.425,97.4,97.39,97.38,97.365,97.345,97.335,97.325
1/18/2018,98.15,97.94,97.805,97.685,97.615,97.545,97.5,97.45,97.435,97.42,97.405,97.375,97.365,97.35,97.335,97.315,97.305,97.29
1/19/2018,98.145,97.935,97.795,97.675,97.605,97.525,97.47,97.41,97.39,97.37,97.35,97.32,97.305,97.29,97.275,97.255,97.24,97.225
