Date,ED1 ,ED2 ,ED3 ,ED4 ,ED5 ,ED6 ,ED7 ,ED8 ,ED9 ,ED10 ,ED11 ,ED12 ,ED13 ,ED14 ,ED15 ,ED16 ,ED17 ,ED18 
1/4/2010,99.655,99.375,98.995,98.58,98.18,97.79,97.435,97.11,96.825,96.545,96.3,96.065,95.885,95.71,95.545,95.38,95.255,95.135
1/5/2010,99.665,99.42,99.055,98.66,98.28,97.905,97.555,97.225,96.935,96.655,96.41,96.175,95.995,95.825,95.66,95.495,95.375,95.255
1/6/2010,99.69,99.465,99.105,98.7,98.305,97.92,97.565,97.225,96.925,96.635,96.38,96.135,95.95,95.775,95.61,95.44,95.315,95.195
1/7/2010,99.695,99.47,99.105,98.69,98.28,97.885,97.525,97.185,96.885,96.595,96.335,96.09,95.905,95.73,95.565,95.4,95.275,95.155
1/8/2010,99.705,99.515,99.185,98.78,98.375,97.97,97.6,97.25,96.945,96.645,96.38,96.125,95.935,95.755,95.585,95.415,95.285,95.16
1/11/2010,99.71,99.53,99.22,98.83,98.425,98.02,97.645,97.29,96.98,96.675,96.4,96.135,95.935,95.75,95.575,95.4,95.265,95.14
1/12/2010,99.71,99.55,99.25,98.865,98.47,98.075,97.71,97.365,97.06,96.765,96.505,96.25,96.055,95.875,95.705,95.53,95.395,95.27
1/13/2010,99.705,99.525,99.21,98.81,98.41,98.02,97.66,97.32,97.02,96.73,96.47,96.215,96.02,95.835,95.66,95.48,95.345,95.215
1/14/2010,99.71,99.56,99.26,98.87,98.475,98.09,97.73,97.39,97.09,96.8,96.54,96.285,96.09,95.9,95.72,95.54,95.405,95.27
1/15/2010,99.715,99.58,99.29,98.915,98.53,98.155,97.805,97.47,97.175,96.88,96.615,96.355,96.155,95.96,95.78,95.595,95.46,95.325
1/19/2010,99.715,99.575,99.275,98.89,98.505,98.13,97.78,97.445,97.15,96.855,96.585,96.32,96.115,95.915,95.73,95.545,95.405,95.27
1/20/2010,99.72,99.585,99.285,98.905,98.52,98.145,97.8,97.47,97.175,96.885,96.62,96.365,96.165,95.97,95.785,95.6,95.465,95.33
1/21/2010,99.72,99.605,99.32,98.945,98.565,98.19,97.845,97.52,97.235,96.95,96.69,96.435,96.235,96.045,95.865,95.68,95.545,95.41
1/22/2010,99.705,99.595,99.335,98.975,98.605,98.235,97.89,97.56,97.265,96.975,96.705,96.445,96.24,96.045,95.865,95.685,95.55,95.415
1/25/2010,99.71,99.6,99.34,98.985,98.61,98.235,97.885,97.55,97.25,96.955,96.685,96.425,96.215,96.015,95.835,95.65,95.515,95.38
1/26/2010,99.71,99.595,99.345,98.995,98.62,98.245,97.89,97.55,97.25,96.955,96.69,96.43,96.22,96.02,95.84,95.655,95.52,95.38
1/27/2010,99.71,99.575,99.305,98.935,98.545,98.16,97.81,97.48,97.19,96.905,96.645,96.39,96.19,95.995,95.82,95.64,95.505,95.37
1/28/2010,99.71,99.595,99.34,98.98,98.585,98.195,97.835,97.495,97.2,96.91,96.65,96.395,96.19,95.995,95.815,95.635,95.495,95.355
1/29/2010,99.71,99.595,99.355,99.01,98.63,98.25,97.895,97.56,97.265,96.975,96.715,96.46,96.255,96.06,95.88,95.695,95.555,95.415
2/1/2010,99.71,99.595,99.33,98.98,98.6,98.225,97.87,97.535,97.245,96.955,96.69,96.43,96.225,96.03,95.85,95.67,95.53,95.39
2/2/2010,99.71,99.59,99.33,98.99,98.615,98.245,97.895,97.56,97.27,96.98,96.715,96.455,96.245,96.05,95.87,95.69,95.55,95.41
2/3/2010,99.71,99.58,99.31,98.96,98.585,98.21,97.86,97.53,97.235,96.945,96.68,96.415,96.205,96.005,95.825,95.64,95.5,95.36
2/4/2010,99.71,99.6,99.365,99.03,98.66,98.29,97.945,97.62,97.33,97.045,96.785,96.525,96.315,96.115,95.935,95.75,95.605,95.46
2/5/2010,99.7,99.595,99.395,99.09,98.75,98.4,98.06,97.735,97.445,97.155,96.89,96.625,96.415,96.21,96.025,95.835,95.69,95.54
2/8/2010,99.7,99.57,99.35,99.045,98.71,98.36,98.025,97.7,97.405,97.115,96.85,96.585,96.375,96.17,95.985,95.795,95.65,95.5
2/9/2010,99.705,99.575,99.34,99.025,98.68,98.32,97.975,97.645,97.35,97.055,96.79,96.53,96.32,96.12,95.935,95.75,95.605,95.455
2/10/2010,99.71,99.565,99.305,98.97,98.61,98.24,97.89,97.555,97.26,96.965,96.7,96.445,96.24,96.04,95.86,95.675,95.53,95.385
2/11/2010,99.71,99.57,99.31,98.975,98.625,98.265,97.915,97.575,97.275,96.975,96.705,96.445,96.24,96.04,95.855,95.67,95.525,95.375
2/12/2010,99.71,99.58,99.35,99.035,98.695,98.335,97.985,97.645,97.34,97.04,96.765,96.5,96.29,96.085,95.895,95.71,95.56,95.41
2/16/2010,99.72,99.605,99.395,99.08,98.74,98.38,98.03,97.69,97.385,97.08,96.805,96.54,96.33,96.125,95.935,95.75,95.6,95.45
2/17/2010,99.7225,99.6,99.385,99.055,98.695,98.32,97.96,97.61,97.295,96.985,96.705,96.44,96.23,96.025,95.84,95.65,95.5,95.35
2/18/2010,99.7225,99.595,99.38,99.045,98.675,98.29,97.915,97.555,97.235,96.925,96.645,96.375,96.165,95.96,95.775,95.585,95.435,95.285
2/19/2010,99.715,99.585,99.34,98.99,98.605,98.21,97.83,97.475,97.17,96.87,96.6,96.34,96.14,95.94,95.76,95.58,95.435,95.29
2/22/2010,99.72,99.595,99.38,99.05,98.67,98.275,97.895,97.535,97.225,96.92,96.64,96.375,96.165,95.955,95.765,95.575,95.425,95.28
2/23/2010,99.7225,99.615,99.42,99.11,98.745,98.36,97.985,97.63,97.32,97.015,96.74,96.48,96.275,96.075,95.895,95.71,95.56,95.415
2/24/2010,99.73,99.635,99.455,99.145,98.775,98.385,98.01,97.65,97.34,97.035,96.76,96.495,96.285,96.08,95.895,95.705,95.555,95.41
2/25/2010,99.735,99.645,99.485,99.19,98.835,98.455,98.085,97.73,97.42,97.12,96.85,96.59,96.38,96.175,95.985,95.795,95.645,95.495
2/26/2010,99.735,99.65,99.485,99.195,98.85,98.48,98.12,97.775,97.475,97.18,96.915,96.655,96.45,96.245,96.06,95.87,95.72,95.57
3/1/2010,99.7375,99.66,99.495,99.2,98.855,98.485,98.125,97.78,97.475,97.18,96.915,96.655,96.445,96.24,96.055,95.865,95.715,95.565
3/2/2010,99.74,99.665,99.505,99.22,98.885,98.52,98.16,97.81,97.505,97.205,96.935,96.67,96.46,96.255,96.065,95.875,95.725,95.575
3/3/2010,99.74,99.665,99.495,99.21,98.87,98.51,98.16,97.82,97.52,97.225,96.96,96.7,96.49,96.285,96.095,95.9,95.75,95.595
3/4/2010,99.735,99.64,99.445,99.15,98.82,98.47,98.13,97.805,97.52,97.235,96.98,96.725,96.52,96.32,96.135,95.945,95.795,95.645
3/5/2010,99.735,99.625,99.425,99.125,98.78,98.42,98.075,97.745,97.455,97.175,96.92,96.665,96.455,96.25,96.06,95.87,95.715,95.56
3/8/2010,99.7375,99.635,99.435,99.13,98.78,98.415,98.065,97.73,97.44,97.16,96.9,96.64,96.43,96.22,96.03,95.84,95.685,95.53
3/9/2010,99.7375,99.635,99.455,99.165,98.82,98.45,98.095,97.76,97.47,97.18,96.915,96.655,96.445,96.235,96.045,95.85,95.695,95.54
3/10/2010,99.7375,99.63,99.44,99.145,98.795,98.42,98.07,97.74,97.45,97.165,96.9,96.64,96.43,96.225,96.035,95.845,95.69,95.535
3/11/2010,99.7375,99.615,99.42,99.12,98.76,98.385,98.035,97.7,97.41,97.125,96.865,96.61,96.405,96.205,96.02,95.83,95.68,95.53
3/12/2010,99.7375,99.615,99.4,99.095,98.74,98.375,98.02,97.68,97.385,97.1,96.845,96.595,96.395,96.2,96.02,95.835,95.69,95.54
3/15/2010,99.7424,99.615,99.435,99.145,98.795,98.425,98.065,97.72,97.42,97.13,96.87,96.615,96.41,96.21,96.025,95.84,95.69,95.54
3/16/2010,99.635,99.48,99.21,98.865,98.49,98.12,97.77,97.47,97.185,96.925,96.67,96.465,96.265,96.085,95.9,95.755,95.605,95.475
3/17/2010,99.635,99.49,99.215,98.87,98.49,98.12,97.77,97.47,97.185,96.925,96.67,96.465,96.27,96.09,95.91,95.765,95.62,95.49
3/18/2010,99.605,99.44,99.165,98.825,98.455,98.095,97.755,97.46,97.175,96.915,96.66,96.45,96.25,96.07,95.89,95.745,95.6,95.47
3/19/2010,99.585,99.39,99.105,98.76,98.385,98.025,97.69,97.4,97.12,96.865,96.61,96.405,96.21,96.035,95.855,95.71,95.565,95.44
3/22/2010,99.605,99.42,99.14,98.8,98.425,98.07,97.735,97.445,97.17,96.915,96.66,96.455,96.26,96.085,95.905,95.76,95.615,95.49
3/23/2010,99.62,99.435,99.15,98.82,98.46,98.11,97.775,97.485,97.21,96.96,96.71,96.51,96.32,96.145,95.965,95.825,95.68,95.555
3/24/2010,99.61,99.405,99.095,98.745,98.375,98.02,97.68,97.39,97.115,96.86,96.61,96.41,96.215,96.04,95.86,95.715,95.57,95.445
3/25/2010,99.61,99.41,99.1,98.745,98.36,97.99,97.645,97.345,97.065,96.805,96.55,96.345,96.145,95.965,95.78,95.635,95.485,95.355
3/26/2010,99.61,99.415,99.12,98.78,98.405,98.04,97.69,97.39,97.105,96.845,96.59,96.385,96.185,96,95.815,95.665,95.515,95.385
3/29/2010,99.615,99.425,99.125,98.78,98.4,98.03,97.68,97.375,97.085,96.82,96.565,96.36,96.16,95.975,95.79,95.645,95.495,95.36
3/30/2010,99.62,99.43,99.125,98.77,98.39,98.02,97.67,97.365,97.075,96.81,96.555,96.345,96.145,95.965,95.78,95.635,95.485,95.35
3/31/2010,99.63,99.465,99.17,98.82,98.445,98.08,97.725,97.415,97.12,96.845,96.58,96.365,96.16,95.975,95.785,95.635,95.48,95.345
4/1/2010,99.635,99.455,99.155,98.795,98.42,98.055,97.7,97.385,97.08,96.8,96.53,96.31,96.1,95.91,95.72,95.57,95.415,95.28
4/2/2010,99.625,99.435,99.11,98.72,98.325,97.95,97.59,97.275,96.97,96.69,96.415,96.19,95.975,95.785,95.59,95.435,95.28,95.145
4/5/2010,99.615,99.39,99.05,98.65,98.235,97.85,97.485,97.17,96.865,96.585,96.315,96.095,95.88,95.69,95.495,95.34,95.19,95.055
4/6/2010,99.625,99.435,99.115,98.725,98.315,97.93,97.565,97.25,96.945,96.665,96.4,96.185,95.98,95.795,95.605,95.455,95.305,95.175
4/7/2010,99.64,99.48,99.195,98.835,98.44,98.055,97.685,97.365,97.06,96.785,96.52,96.305,96.1,95.92,95.735,95.585,95.435,95.305
4/8/2010,99.64,99.485,99.2,98.84,98.445,98.06,97.69,97.365,97.06,96.78,96.51,96.29,96.085,95.9,95.715,95.565,95.415,95.28
4/9/2010,99.635,99.47,99.19,98.835,98.445,98.06,97.69,97.37,97.06,96.78,96.505,96.285,96.08,95.89,95.7,95.55,95.4,95.265
4/12/2010,99.63,99.48,99.215,98.87,98.485,98.11,97.75,97.435,97.135,96.86,96.59,96.37,96.165,95.98,95.79,95.64,95.49,95.355
4/13/2010,99.63,99.475,99.21,98.87,98.495,98.13,97.78,97.475,97.185,96.915,96.655,96.44,96.235,96.05,95.865,95.715,95.565,95.43
4/14/2010,99.63,99.48,99.21,98.865,98.485,98.115,97.76,97.45,97.15,96.875,96.605,96.385,96.175,95.985,95.795,95.64,95.49,95.355
4/15/2010,99.635,99.5,99.24,98.895,98.515,98.145,97.79,97.485,97.185,96.905,96.635,96.415,96.2,96.005,95.81,95.655,95.5,95.36
4/16/2010,99.64,99.535,99.305,98.985,98.62,98.26,97.91,97.605,97.3,97.02,96.75,96.525,96.305,96.11,95.91,95.755,95.595,95.455
4/19/2010,99.64,99.53,99.29,98.96,98.585,98.215,97.855,97.54,97.235,96.95,96.675,96.45,96.23,96.035,95.835,95.68,95.52,95.38
4/20/2010,99.64,99.51,99.26,98.925,98.55,98.18,97.825,97.515,97.215,96.935,96.665,96.445,96.23,96.04,95.845,95.695,95.54,95.405
4/21/2010,99.625,99.49,99.245,98.925,98.56,98.2,97.855,97.56,97.27,97,96.735,96.52,96.31,96.125,95.935,95.785,95.63,95.495
4/22/2010,99.6,99.45,99.205,98.88,98.52,98.16,97.815,97.515,97.22,96.95,96.685,96.47,96.26,96.075,95.885,95.73,95.575,95.44
4/23/2010,99.595,99.425,99.16,98.82,98.445,98.085,97.74,97.445,97.155,96.885,96.625,96.41,96.2,96.015,95.825,95.67,95.515,95.38
4/26/2010,99.595,99.425,99.155,98.815,98.445,98.085,97.745,97.455,97.165,96.9,96.64,96.425,96.215,96.025,95.835,95.68,95.525,95.39
4/27/2010,99.54,99.4,99.175,98.88,98.555,98.225,97.9,97.62,97.34,97.075,96.815,96.6,96.385,96.19,95.995,95.835,95.675,95.535
4/28/2010,99.545,99.415,99.19,98.88,98.535,98.19,97.855,97.56,97.27,96.995,96.73,96.51,96.29,96.09,95.89,95.73,95.57,95.43
4/29/2010,99.555,99.425,99.21,98.925,98.595,98.26,97.93,97.64,97.355,97.085,96.815,96.59,96.365,96.165,95.965,95.805,95.645,95.5
4/30/2010,99.53,99.39,99.175,98.9,98.59,98.275,97.96,97.685,97.41,97.15,96.89,96.67,96.45,96.25,96.045,95.885,95.725,95.58
5/3/2010,99.53,99.36,99.13,98.835,98.51,98.19,97.87,97.595,97.315,97.055,96.8,96.58,96.36,96.16,95.955,95.795,95.635,95.49
5/4/2010,99.495,99.34,99.12,98.84,98.53,98.225,97.92,97.65,97.38,97.125,96.875,96.66,96.445,96.245,96.045,95.885,95.725,95.585
5/5/2010,99.475,99.35,99.155,98.905,98.62,98.33,98.03,97.765,97.495,97.24,96.985,96.77,96.55,96.35,96.145,95.985,95.825,95.68
5/6/2010,99.29,99.205,99.065,98.885,98.68,98.47,98.225,98,97.74,97.475,97.21,96.985,96.755,96.545,96.33,96.16,95.995,95.85
5/7/2010,99.35,99.25,99.105,98.91,98.68,98.445,98.19,97.955,97.695,97.435,97.17,96.945,96.715,96.505,96.285,96.115,95.945,95.795
5/10/2010,99.49,99.365,99.2,98.97,98.71,98.445,98.165,97.905,97.62,97.335,97.055,96.825,96.59,96.375,96.155,95.98,95.81,95.66
5/11/2010,99.46,99.34,99.19,98.97,98.715,98.45,98.16,97.895,97.605,97.32,97.04,96.81,96.575,96.365,96.145,95.97,95.8,95.65
5/12/2010,99.485,99.38,99.23,99.005,98.735,98.455,98.145,97.87,97.575,97.29,97.01,96.785,96.56,96.35,96.135,95.965,95.8,95.65
5/13/2010,99.45,99.33,99.19,98.985,98.735,98.465,98.165,97.895,97.6,97.315,97.04,96.81,96.58,96.37,96.155,95.985,95.815,95.665
5/14/2010,99.395,99.265,99.135,98.985,98.775,98.54,98.265,98.005,97.72,97.44,97.165,96.945,96.725,96.52,96.31,96.145,95.98,95.83
5/17/2010,99.4,99.28,99.155,99.005,98.785,98.535,98.245,97.98,97.695,97.42,97.15,96.93,96.71,96.505,96.295,96.13,95.96,95.81
5/18/2010,99.3825,99.24,99.125,99.005,98.81,98.58,98.305,98.055,97.785,97.515,97.25,97.03,96.805,96.595,96.38,96.21,96.04,95.885
5/19/2010,99.39,99.24,99.125,99.005,98.805,98.57,98.3,98.05,97.785,97.52,97.26,97.045,96.82,96.61,96.4,96.23,96.06,95.91
5/20/2010,99.3825,99.195,99.075,98.99,98.83,98.625,98.375,98.145,97.895,97.64,97.385,97.17,96.95,96.745,96.535,96.37,96.205,96.055
5/21/2010,99.34,99.105,99,98.925,98.79,98.615,98.39,98.185,97.955,97.725,97.485,97.285,97.07,96.87,96.665,96.5,96.335,96.185
5/24/2010,99.29,99.035,98.93,98.85,98.705,98.52,98.29,98.085,97.86,97.635,97.4,97.205,97,96.805,96.6,96.44,96.275,96.125
5/25/2010,99.2675,99.025,98.9,98.8,98.645,98.465,98.25,98.055,97.84,97.625,97.4,97.215,97.015,96.83,96.635,96.48,96.32,96.175
5/26/2010,99.31,99.05,98.895,98.775,98.61,98.425,98.205,98.005,97.785,97.565,97.335,97.145,96.95,96.765,96.57,96.42,96.265,96.125
5/27/2010,99.4025,99.17,98.975,98.81,98.615,98.405,98.155,97.93,97.69,97.45,97.205,97,96.79,96.595,96.395,96.24,96.08,95.935
5/28/2010,99.4,99.155,99.005,98.875,98.705,98.495,98.245,98.01,97.76,97.51,97.26,97.055,96.845,96.65,96.45,96.29,96.13,95.985
6/1/2010,99.425,99.19,99.025,98.875,98.68,98.47,98.23,98.01,97.765,97.52,97.27,97.065,96.85,96.65,96.45,96.29,96.13,95.985
6/2/2010,99.4325,99.2,99.035,98.875,98.665,98.445,98.2,97.975,97.73,97.485,97.23,97.02,96.805,96.605,96.405,96.245,96.085,95.94
6/3/2010,99.4425,99.245,99.065,98.89,98.66,98.42,98.16,97.93,97.685,97.44,97.19,96.98,96.76,96.56,96.355,96.195,96.03,95.885
6/4/2010,99.425,99.2,99.05,98.94,98.76,98.55,98.305,98.09,97.855,97.62,97.38,97.175,96.96,96.76,96.56,96.4,96.235,96.09
6/7/2010,99.4375,99.22,99.07,98.95,98.765,98.555,98.315,98.105,97.875,97.65,97.415,97.215,97,96.8,96.6,96.44,96.275,96.13
6/8/2010,99.455,99.265,99.12,98.985,98.795,98.575,98.325,98.1,97.865,97.64,97.405,97.205,96.99,96.795,96.595,96.44,96.275,96.13
6/9/2010,99.46,99.305,99.19,99.06,98.855,98.625,98.365,98.13,97.89,97.655,97.42,97.215,97,96.8,96.595,96.435,96.27,96.12
6/10/2010,99.46,99.315,99.19,99.045,98.825,98.58,98.3,98.05,97.795,97.55,97.305,97.095,96.875,96.67,96.46,96.295,96.125,95.97
6/11/2010,99.46,99.305,99.19,99.07,98.88,98.66,98.395,98.155,97.9,97.655,97.41,97.195,96.97,96.765,96.555,96.39,96.22,96.065
6/14/2010,99.4629,99.305,99.18,99.055,98.87,98.655,98.39,98.145,97.88,97.63,97.38,97.17,96.945,96.735,96.525,96.36,96.19,96.035
6/15/2010,99.29,99.175,99.06,98.885,98.67,98.405,98.155,97.885,97.625,97.37,97.15,96.92,96.71,96.5,96.335,96.165,96.01,95.855
6/16/2010,99.29,99.19,99.085,98.915,98.705,98.445,98.2,97.93,97.665,97.405,97.18,96.95,96.74,96.53,96.365,96.195,96.04,95.885
6/17/2010,99.29,99.19,99.105,98.955,98.765,98.52,98.285,98.03,97.78,97.53,97.31,97.08,96.87,96.66,96.495,96.325,96.175,96.02
6/18/2010,99.305,99.195,99.11,98.97,98.785,98.54,98.305,98.05,97.8,97.54,97.315,97.08,96.86,96.64,96.47,96.295,96.135,95.975
6/21/2010,99.34,99.23,99.135,98.985,98.8,98.555,98.325,98.07,97.82,97.56,97.33,97.095,96.875,96.655,96.48,96.305,96.145,95.98
6/22/2010,99.32,99.205,99.12,98.99,98.825,98.605,98.39,98.145,97.9,97.64,97.41,97.175,96.955,96.735,96.56,96.385,96.225,96.06
6/23/2010,99.29,99.17,99.105,99,98.855,98.65,98.445,98.205,97.955,97.69,97.455,97.21,96.985,96.76,96.58,96.4,96.235,96.07
6/24/2010,99.27,99.13,99.06,98.955,98.815,98.61,98.405,98.175,97.935,97.685,97.46,97.22,96.995,96.765,96.585,96.405,96.24,96.075
6/25/2010,99.305,99.185,99.125,99.01,98.85,98.625,98.41,98.17,97.93,97.68,97.46,97.23,97.01,96.785,96.605,96.425,96.26,96.095
6/28/2010,99.35,99.225,99.15,99.045,98.905,98.7,98.495,98.26,98.02,97.77,97.56,97.335,97.12,96.9,96.73,96.555,96.395,96.23
6/29/2010,99.335,99.225,99.16,99.065,98.935,98.74,98.545,98.315,98.075,97.83,97.62,97.4,97.19,96.975,96.805,96.63,96.475,96.31
6/30/2010,99.345,99.23,99.16,99.06,98.915,98.71,98.51,98.28,98.05,97.81,97.605,97.39,97.185,96.975,96.81,96.64,96.485,96.325
7/1/2010,99.355,99.24,99.17,99.06,98.91,98.705,98.505,98.28,98.055,97.825,97.625,97.415,97.215,97.005,96.84,96.67,96.52,96.36
7/2/2010,99.375,99.265,99.17,99.04,98.88,98.66,98.455,98.235,98.015,97.785,97.59,97.38,97.175,96.96,96.795,96.62,96.465,96.305
7/6/2010,99.395,99.295,99.2,99.075,98.92,98.705,98.5,98.28,98.065,97.84,97.645,97.435,97.23,97.015,96.85,96.68,96.525,96.365
7/7/2010,99.41,99.33,99.24,99.11,98.95,98.73,98.53,98.31,98.09,97.865,97.67,97.455,97.245,97.025,96.85,96.675,96.515,96.35
7/8/2010,99.44,99.365,99.265,99.13,98.965,98.74,98.53,98.3,98.08,97.85,97.655,97.435,97.22,96.995,96.815,96.63,96.465,96.295
7/9/2010,99.45,99.37,99.265,99.12,98.945,98.71,98.49,98.255,98.025,97.79,97.585,97.36,97.14,96.91,96.725,96.54,96.37,96.2
7/12/2010,99.435,99.36,99.265,99.12,98.945,98.71,98.49,98.25,98.02,97.78,97.575,97.35,97.13,96.905,96.73,96.55,96.39,96.225
7/13/2010,99.435,99.365,99.275,99.13,98.95,98.71,98.48,98.23,97.985,97.735,97.525,97.3,97.08,96.855,96.68,96.5,96.34,96.175
7/14/2010,99.445,99.385,99.31,99.18,99.02,98.795,98.575,98.33,98.085,97.835,97.625,97.395,97.17,96.945,96.765,96.585,96.42,96.255
7/15/2010,99.45,99.4,99.33,99.21,99.055,98.84,98.635,98.41,98.18,97.945,97.745,97.525,97.31,97.085,96.905,96.725,96.56,96.39
7/16/2010,99.46,99.42,99.365,99.25,99.1,98.89,98.685,98.465,98.25,98.025,97.84,97.63,97.42,97.2,97.015,96.825,96.655,96.48
7/19/2010,99.485,99.44,99.385,99.26,99.1,98.885,98.685,98.465,98.25,98.02,97.83,97.62,97.405,97.18,96.99,96.795,96.62,96.44
7/20/2010,99.52,99.47,99.41,99.295,99.14,98.93,98.73,98.51,98.295,98.07,97.875,97.655,97.435,97.21,97.02,96.825,96.645,96.465
7/21/2010,99.525,99.475,99.415,99.305,99.15,98.94,98.745,98.535,98.33,98.11,97.925,97.715,97.5,97.28,97.09,96.895,96.715,96.535
7/22/2010,99.545,99.5,99.435,99.325,99.17,98.955,98.75,98.535,98.325,98.105,97.915,97.705,97.49,97.265,97.075,96.88,96.7,96.515
7/23/2010,99.53,99.48,99.405,99.28,99.115,98.89,98.68,98.46,98.245,98.02,97.825,97.61,97.395,97.17,96.98,96.78,96.595,96.41
7/26/2010,99.53,99.48,99.405,99.28,99.115,98.9,98.69,98.465,98.25,98.02,97.825,97.61,97.395,97.175,96.985,96.785,96.605,96.42
7/27/2010,99.545,99.49,99.395,99.255,99.075,98.85,98.64,98.42,98.205,97.975,97.775,97.56,97.35,97.13,96.94,96.745,96.56,96.375
7/28/2010,99.575,99.525,99.445,99.315,99.15,98.94,98.74,98.525,98.315,98.085,97.89,97.675,97.465,97.25,97.06,96.86,96.67,96.48
7/29/2010,99.585,99.54,99.455,99.33,99.17,98.97,98.78,98.575,98.375,98.155,97.965,97.75,97.54,97.32,97.125,96.92,96.72,96.52
7/30/2010,99.59,99.555,99.49,99.375,99.225,99.03,98.845,98.645,98.45,98.24,98.06,97.855,97.655,97.44,97.25,97.045,96.845,96.64
8/2/2010,99.595,99.565,99.495,99.38,99.225,99.02,98.825,98.62,98.425,98.22,98.04,97.835,97.635,97.42,97.23,97.025,96.825,96.62
8/3/2010,99.61,99.575,99.51,99.405,99.265,99.075,98.895,98.705,98.525,98.325,98.15,97.95,97.75,97.54,97.35,97.145,96.94,96.73
8/4/2010,99.605,99.555,99.475,99.36,99.215,99.02,98.83,98.63,98.44,98.235,98.055,97.855,97.655,97.45,97.26,97.06,96.86,96.65
8/5/2010,99.6,99.555,99.495,99.395,99.255,99.065,98.875,98.675,98.48,98.27,98.085,97.88,97.68,97.47,97.28,97.08,96.88,96.67
8/6/2010,99.6,99.555,99.495,99.4,99.265,99.075,98.895,98.705,98.52,98.32,98.14,97.935,97.74,97.535,97.355,97.165,96.975,96.77
8/9/2010,99.605,99.545,99.47,99.36,99.215,99.025,98.845,98.655,98.475,98.285,98.115,97.925,97.74,97.545,97.375,97.19,97.005,96.81
8/10/2010,99.63,99.58,99.505,99.4,99.255,99.06,98.88,98.695,98.52,98.335,98.17,97.98,97.8,97.61,97.445,97.27,97.09,96.9
8/11/2010,99.64,99.59,99.525,99.425,99.295,99.115,98.945,98.765,98.595,98.405,98.24,98.06,97.88,97.7,97.545,97.375,97.205,97.02
8/12/2010,99.61,99.545,99.475,99.37,99.235,99.055,98.88,98.7,98.525,98.335,98.17,97.99,97.815,97.635,97.48,97.315,97.15,96.97
8/13/2010,99.605,99.53,99.465,99.37,99.24,99.06,98.885,98.7,98.525,98.33,98.16,97.975,97.795,97.61,97.45,97.285,97.125,96.96
8/16/2010,99.6225,99.555,99.495,99.4,99.275,99.105,98.94,98.765,98.595,98.41,98.25,98.07,97.895,97.715,97.56,97.4,97.245,97.08
8/17/2010,99.6425,99.58,99.515,99.41,99.27,99.095,98.925,98.745,98.57,98.375,98.21,98.025,97.845,97.66,97.5,97.33,97.17,97.005
8/18/2010,99.65,99.6,99.535,99.43,99.29,99.11,98.93,98.74,98.555,98.355,98.185,97.995,97.81,97.62,97.455,97.285,97.12,96.95
8/19/2010,99.655,99.6,99.54,99.44,99.305,99.135,98.965,98.78,98.605,98.415,98.255,98.07,97.885,97.7,97.535,97.365,97.205,97.035
8/20/2010,99.6675,99.605,99.54,99.435,99.3,99.125,98.95,98.76,98.575,98.375,98.2,98.005,97.815,97.62,97.45,97.275,97.11,96.94
8/23/2010,99.6875,99.63,99.565,99.46,99.32,99.145,98.965,98.77,98.585,98.38,98.21,98.02,97.83,97.64,97.475,97.3,97.14,96.975
8/24/2010,99.6725,99.585,99.525,99.435,99.32,99.17,99.015,98.85,98.685,98.505,98.345,98.16,97.975,97.785,97.625,97.455,97.29,97.125
8/25/2010,99.6625,99.53,99.47,99.375,99.26,99.11,98.96,98.795,98.635,98.455,98.295,98.11,97.93,97.745,97.59,97.42,97.255,97.09
8/26/2010,99.6775,99.555,99.505,99.415,99.295,99.135,98.975,98.8,98.635,98.45,98.295,98.115,97.94,97.76,97.605,97.44,97.28,97.12
8/27/2010,99.68,99.565,99.505,99.395,99.25,99.07,98.885,98.685,98.5,98.305,98.145,97.96,97.78,97.59,97.425,97.25,97.08,96.91
8/30/2010,99.685,99.59,99.535,99.45,99.325,99.16,98.985,98.8,98.625,98.435,98.27,98.085,97.9,97.71,97.545,97.37,97.205,97.04
8/31/2010,99.6875,99.585,99.525,99.44,99.33,99.18,99.02,98.845,98.68,98.495,98.34,98.16,97.985,97.8,97.645,97.475,97.315,97.15
9/1/2010,99.6875,99.58,99.515,99.42,99.305,99.155,98.99,98.81,98.64,98.45,98.285,98.1,97.915,97.725,97.565,97.395,97.235,97.07
9/2/2010,99.695,99.585,99.515,99.415,99.29,99.135,98.965,98.785,98.61,98.415,98.25,98.065,97.88,97.69,97.53,97.36,97.2,97.03
9/3/2010,99.7025,99.605,99.535,99.42,99.285,99.12,98.945,98.755,98.575,98.38,98.21,98.02,97.835,97.645,97.485,97.315,97.15,96.975
9/7/2010,99.6975,99.55,99.5,99.42,99.32,99.18,99.025,98.855,98.685,98.49,98.325,98.135,97.955,97.77,97.615,97.45,97.285,97.115
9/8/2010,99.6975,99.535,99.46,99.375,99.275,99.135,98.985,98.815,98.65,98.465,98.3,98.11,97.925,97.735,97.575,97.405,97.235,97.06
9/9/2010,99.7,99.545,99.46,99.36,99.225,99.05,98.875,98.69,98.515,98.325,98.155,97.96,97.77,97.58,97.415,97.245,97.08,96.91
9/10/2010,99.705,99.555,99.455,99.345,99.205,99.035,98.855,98.665,98.485,98.295,98.125,97.93,97.74,97.55,97.39,97.22,97.055,96.885
